Gene name	Zebrafish gene name
Arl5c	arl5c
Arl6	arl6
Arl6ip1	arl6ip1
Arl6ip4	arl6ip4
Arl6ip5	arl6ip5a
Arl6ip5	arl6ip5b
Arl6ip6	arl6ip6
Arl5b	arl8
Arl8a	arl8a
Arl8b	arl8bb
Arl9	arl9
Armc1	armc1
Armcx4	armc10
Armcx1	armc10
Armcx6	armc10
Armcx3	armc10
Armcx2	armc10
Bhlhb9	armc10
Gprasp1	armc10
Gprasp2	armc10
Armcx5	armc10
Armc10	armc10
Armc2	armc2
Armc3	armc3
Armc4	armc4
Armc5	armc5
Armc6	ARMC6
Armc7	armc7
Armc8	armc8
Armc9	armc9
Armt1	armt1
Arnt	arnt
Arnt2	arnt2
Arntl	arntl1a
Arntl	arntl1b
Arntl2	arntl2
Arpc1a	arpc1a
Arpc1b	arpc1b
Arpc2	arpc2
Arpc3	arpc3
Arpc4	arpc4
Arpc4	arpc4l
Arpc5	arpc5a
Arpc5	arpc5b
Arpc5l	arpc5la
Arpc5l	arpc5lb
Arpin	arpin
Arpp19	arpp19a
Arpp19	arpp19b
Arpp21	arpp21
Arr3	arr3a
Arr3	arr3b
Arrb1	arrb1
Arrb2	arrb2a
Arrb2	arrb2b
Arrdc1	arrdc1b
Arrdc2	arrdc2
Arrdc3	arrdc3a
Arsa	arsa
Arsg	arsg
Arsi	arsia
Arsi	arsib
Arsj	arsj
Arsk	arsk
Art2a-ps	art4
Art2b	art4
Art4	art4
Art3	art4
Art1	art4
Art5	art4
Artn	artna
Arv1	arv1
Arvcf	arvcfa
Arvcf	arvcfb
Arx	arxa
As3mt	as3mt
Asah1	asah1a
Asah1	asah1b
Asah2	asah2
Asap1	asap1a
Asap1	asap1b
Asap2	asap2a
Asap2	asap2b
Asap3	asap3
Asb1	asb1
Asb10	asb10
Asb12	asb12b
Asb13	asb13a.1
Asb13	asb13a.2
Asb13	asb13b
Asb14	asb14a
Asb14	asb14b
Asb15	asb15a
Asb15	asb15b
Asb16	asb16
Asb18	asb18
Asb2	asb2a.1
Asb2	asb2b
Asb3	asb3
Asb4	asb4
Asb5	asb5a
Asb5	asb5b
Asb6	asb6
Asb7	asb7
Asb8	asb8
Ascc1	ascc1
Ascc2	ascc2
Ascc3	ascc3
Ascl1	ascl1a
Asf1b	asf1ba
Asf1b	asf1bb
Ash1l	ash1l
Ash2l	ash2l
Asic1	asic1a
Asic2	asic2
Asic4	asic4a
Asic4	asic4b
a	asip1
Asl	asl
Asmt	asmt
Asna1	asna1
Asns	asns
Gm28551	asnsd1
Asnsd1	asnsd1
Aspa	aspa
Aspdh	aspdh
Asph	ASPH
Asphd1	asphd1
Asphd2	asphd2
Aspm	aspm
Aspn	aspn
Aspscr1	aspscr1
Asrgl1	asrgl1
Aste1	ASTE1
Astn1	astn1
Ints13	asun
Asxl1	asxl1
Asxl2	asxl2
Asz1	asz1
Atad1	atad1b
Atad2	atad2
Atad2b	atad2b
Atad3a	atad3
Atad5	atad5a
Atat1	atat1
Atcay	atcaya
Atcay	atcayb
Atf1	atf1
Atf2	atf2
Atf3	atf3
Atf4	atf4a
Atf4	atf4b
Atf5	atf5a
Atf5	atf5b
Atf6	atf6
Atf7ip	atf7ip
Atg10	atg10
Atg101	atg101
Atg12	atg12
Atg13	atg13
Atg14	ATG14
Atg16l1	atg16l1
Atg16l2	atg16l2
Atg2a	ATG2A
Atg2b	atg2b
Atg3	atg3
Atg4a	atg4a
Atg4a-ps	atg4a
Atg4b	atg4b
Atg4c	atg4c
Atg4d	atg4da
Atg4d	atg4db
Atg5	atg5
Atg7	atg7
Atg9a	atg9a
Atg9b	atg9b
Atic	atic
Atl1	atl1
Atl2	atl2
Atl3	atl3
Atm	atm
Atmin	atmin
Atn1	atn1
Gm45234	atn1
Atoh1	atoh1a
Atoh7	atoh7
Atoh8	atoh8
Atox1	atox1
Atp10a	atp10a
Atp10b	atp10b
Atp10d	atp10d
Atp11a	atp11a
Atp11b	ATP11B
Atp11c	atp11c
Atp13a1	atp13a1
Atp13a2	atp13a2
Atp13a3	atp13a3
Atp1a1	atp1a1a.1
Atp1a1	atp1a1a.2
Atp1a1	atp1a1a.3
Atp1a1	atp1a1a.4
Atp1a1	atp1a1a.5
Atp1a1	atp1a1b
Atp1a4	atp1a2a
Atp1a2	atp1a2a
Atp1a3	atp1a3a
Atp1a3	atp1a3b
Atp1b1	atp1b1a
Atp1b1	atp1b1b
Atp1b2	atp1b2a
Atp1b2	atp1b2b
Atp1b3	atp1b3a
Atp1b3	atp1b3b
Atp1b4	atp1b4
Atp2a2	atp2a2a
Atp2a2	atp2a2b
Atp2a3	atp2a3
Atp2b1	atp2b1a
Atp2b1	atp2b1b
Atp2b2	atp2b2
Atp2b4	atp2b4
Atp2c1	atp2c1
Atp5a1	atp5a1
Atp5b	atp5b
Atp5c1	atp5c1
Atp5d	atp5d
Atp5e	atp5e
Atp5f1	atp5f1
Atp5g2	atp5g1
Atp5g3	atp5g3a
Atp5g3	atp5g3b
Atp5h	atp5h
Gm10250	atp5h
Atp5k	atp5ia
Atp5k	atp5ib
Atp5j	atp5j
Atp5j2	atp5j2
Gm5426	atp5l
Atp5l	atp5l
Atp5o	atp5o
Atp5s	atp5s
Atp6ap1	atp6ap1a
Atp6ap1	atp6ap1b
Atp6ap1l	atp6ap1la
Atp6ap1l	atp6ap1lb
Atp6ap2	atp6ap2
Atp6v0a1	atp6v0a1a
Atp6v0a1	atp6v0a1b
Atp6v0a2	atp6v0a2a
Atp6v0a2	atp6v0a2b
Atp6v0a4	ATP6V0A4
Atp6v0b	atp6v0b
Atp6v0c	atp6v0ca
Atp6v0c	atp6v0cb
Atp6v0d1	atp6v0d1
Atp6v0e	atp6v0e1
Atp6v1a	atp6v1aa
Atp6v1a	atp6v1ab
Atp6v1b2	atp6v1b2
Atp6v1c1	atp6v1c1a
Atp6v1c1	atp6v1c1b
Atp6v1c2	atp6v1c2
Atp6v1d	atp6v1d
Atp6v1e1	atp6v1e1a
Atp6v1e2	atp6v1e1a
Atp6v1e1	atp6v1e1b
Atp6v1e2	atp6v1e1b
Atp6v1f	atp6v1f
Atp6v1g1	atp6v1g1
Atp6v1h	atp6v1h
Atp7a	atp7a
Atp7b	atp7b
Atp8a1	atp8a1
Atp8a2	atp8a2
Atp8b1	atp8b1
Atp8b2	atp8b2
Atp8b3	atp8b3
Atp8b4	atp8b4
Atp8b5	atp8b5a
Atp9b	atp9b
Atpaf1	atpaf1
Atpaf2	atpaf2
Atpif1	atpif1a
Atpif1	atpif1b
Atp6v0e2	atpv0e2
Atr	atr
Atraid	atraid
Atrip	atrip
Atrn	atrn
Atrnl1	atrnl1a
Atrnl1	atrnl1b
Atrx	atrx
Atrx	atrxl
Atxn10	atxn10
Atxn1	atxn1a
Atxn1	atxn1b
Atxn1l	atxn1l
Atxn2	atxn2
Atxn2l	atxn2l
Atxn3	atxn3
Atxn7	atxn7
Atxn7l1	atxn7l1
Atxn7l2	atxn7l2a
Atxn7l2	atxn7l2b
Auh	auh
Aup1	aup1
Aurka	aurka
Aurkaip1	aurkaip1
Aurkc	aurkb
Aurkb	aurkb
Auts2	auts2a
Aven	aven
Avil	avil
Avl9	avl9
Oxt	avp
Avp	avp
Avpr1a	avpr1aa
Avpr1a	avpr1ab
Avpr2	avpr2aa
Avpr2	avpr2ab
Axdnd1	axdnd1
Axin1	axin1
Axin2	axin2
Azi2	azi2
Azin1	azin1a
Azin1	azin1b
B2m	b2m
B2m	b2ml
B3galnt2	b3galnt2
B3galt1	B3GALT1
B3galt2	b3galt2
B3galt4	b3galt4
B3galt6	b3galt6
B3gat1	b3gat1a
B3gat2	b3gat2
B3gat3	b3gat3
B3glct	b3glcta
B3glct	b3glctb
B3gnt2	b3gnt2a
B3gnt2	b3gnt2b
B3gnt3	b3gnt3
B3gnt3	B3GNT3 (1 of many)
B3gnt5	b3gnt5a
B3gnt5	b3gnt5b
B3gnt7	b3gnt7
B3gnt8	B3GNT8
B3gnt9	b3gnt9
B3gntl1	b3gntl1
B4galnt1	b4galnt1a
B4galnt1	b4galnt1b
B4galnt2	B4GALNT2 (1 of many)
B4galnt2	b4galnt2.1
B4galnt2	b4galnt2.2
B4galnt3	b4galnt3a
B4galnt3	b4galnt3b
B4galnt4	b4galnt4a
B4galnt4	b4galnt4b
B4galt1	b4galt1
B4galt1	b4galt1l
B4galt2	b4galt2
B4galt3	b4galt3
B4galt4	b4galt4
B4galt6	b4galt6
B4galt7	b4galt7
B4gat1	b4gat1
B9d1	b9d1
B9d2	b9d2
Baalc	BAALC
Babam1	babam1
Bace2	bace2
Bach1	bach1a
Bach1	bach1b
Bach2	bach2b
Bad	bada
Bad	badb
Bag1	bag1
Bag2	bag2
Bag3	bag3
Bag4	bag4
Bag5	bag5
Bag6	bag6
Bag6	bag6l
Bahcc1	bahcc1a
Bahcc1	bahcc1b
Bahd1	bahd1
Baiap2	baiap2a
Baiap2	baiap2b
Baiap2l1	baiap2l1a
Baiap2l1	baiap2l1b
Baiap2l2	baiap2l2a
Baiap2l2	baiap2l2b
Bambi	bambia
Bambi	bambib
Banf1	banf1
Banp	banp
Bap1	bap1
Bard1	bard1
Barhl1	barhl1a
Barhl1	barhl1b
Barhl2	barhl2
Barx1	barx1
Barx2	barx2
Batf	batf
Batf3	batf3
Bax	baxa
Bax	baxb
Baz1a	baz1a
Baz1b	baz1b
Baz2a	baz2a
Baz2b	BAZ2B (1 of many)
Baz2b	baz2ba
Bbip1	bbip1
Bbof1	BBOF1 (1 of many)
Bbox1	bbox1
Bbs1	bbs1
Bbs10	bbs10
Bbs12	bbs12
Bbs2	bbs2
Bbs4	bbs4
Bbs5	bbs5
Bbs7	bbs7
Bbs9	bbs9
Bbx	bbx
Chmp2a	bc2
Bcam	bcam
Bcan	bcan
Bcap29	bcap29
Bcap31	bcap31
Bcar1	bcar1
Bcar3	bcar3
Bcas2	bcas2
Bcas3	bcas3
Bcat1	bcat1
Bcat2	bcat2
Bccip	bccip
Bcdin3d	bcdin3d
Bckdha	bckdha
Bckdhb	bckdhb
Bckdk	bckdk
Bcl10	bcl10
Bcl11a	bcl11aa
Bcl11a	bcl11ab
Bcl11b	bcl11ba
Bcl2	bcl2a
Bcl2	bcl2b
Bcl2l1	bcl2l1
Bcl2l13	bcl2l13
Bcl3	bcl3
Bcl6	bcl6a
Bcl6	bcl6ab
Bcl6b	bcl6b
Bcl7a	bcl7a
Bcl7b	bcl7ba
Bcl7b	bcl7bb
Bcl9	bcl9
Bcl9l	bcl9l
Bco1	bco1
Bco1	bco1l
Bco2	bco2a
Bco2	bco2b
Bco2	bco2l
Bcor	bcor
Bcorl1	bcorl1
Bcr	bcr
Bcr	BCR (1 of many)
Bcs1l	bcs1l
Bdh1	bdh1
Bdh2	bdh2
Bdkrb1	bdkrb1
Bdkrb2	BDKRB2 (1 of many)
Bdnf	bdnf
Bean1	bean1
Becn1	becn1
Gm38100	becn1
Begain	BEGAIN
Bend3	bend3
Bend5	bend5
Bend7	BEND7
Best1	best1
Best2	best2
Bet1	bet1
Gm45785	bet1l
Bet1l	bet1l
Bfsp2	bfsp2
Bgn	bgna
Bgn	bgnb
Bhlha15	bhlha15
Bhlha9	bhlha9
Bhlhe22	bhlhe22
Bhlhe23	bhlhe23
Bhlhe40	bhlhe40
Bhlhe41	bhlhe41
Bhmt	bhmt
Bhmt2	bhmt
Gm5096	bhmt
Bicc1	bicc1b
Bicd1	BICD1 (1 of many)
Bicd1	bicd1a
Bicd2	bicd2
Bicd2	BICD2 (1 of many)
Bin1	bin1a
Bin1	bin1b
Bin2	bin2b
Bin3	bin3
Birc2	birc2
Birc3	birc2
Birc5	birc5a
Birc6	birc6
Birc7	birc7
Bivm	bivm
Blcap	blcap
Blk	blk
Blm	blm
Blmh	blmh
Blnk	blnk
Bloc1s1	bloc1s1
Bloc1s2	bloc1s2
Bloc1s3	bloc1s3
Bloc1s4	bloc1s4
Bloc1s5	BLOC1S5-TXNDC5
Bloc1s6	bloc1s6
Blvra	blvra
Blvrb	blvrb
Blzf1	blzf1
Bmi1	bmi1a
Bmi1	bmi1b
Bmp10	bmp10
Bmp10	BMP10 (1 of many)
Bmp15	bmp15
Bmp1	bmp1a
Bmp1	bmp1b
Bmp2	bmp2a
Bmp2	bmp2b
Bmp2k	bmp2k
Bmp3	bmp3
Bmp4	bmp4
Bmp5	bmp5
Bmp6	bmp6
Bmp7	bmp7a
Bmp7	bmp7b
Bmp8b	bmp8a
Bmp8a	bmp8a
Bmper	bmper
Bmpr1a	bmpr1aa
Bmpr1a	bmpr1ab
Bmpr1b	bmpr1ba
Bmpr1b	bmpr1bb
Bmpr2	bmpr2a
Bmpr2	bmpr2b
Bms1	bms1
Bmt2	bmt2
Bnc1	BNC1
Bnc2	bnc2
Bnip1	bnip1a
Bnip1	bnip1b
Bnip2	bnip2
Bnip3	bnip3
Bnip3l	bnip3la
Bnip3l	bnip3lb
Boc	boc
Bod1	bod1
Bod1l	bod1l1
Bok	boka
Bola1	bola1
Bola3	bola3
Bop1	bop1
Bora	bora
Borcs5	borcs5
Borcs6	BORCS6
Borcs7	borcs7
Bpgm	bpgm
Bphl	bphl
Bpifc	bpifcl
Bpnt1	bpnt1
Bptf	bptf
Braf	braf
Brap	brap
Brat1	brat1
Brca2	brca2
Gm5136	brcc3
Brcc3	brcc3
Brd1	brd1a
Brd1	brd1b
Brd2	brd2a
Brd2	brd2b
Brd3	brd3a
Brd3	brd3b
Brd4	brd4
Brd7	brd7
Brd8	brd8
Brd9	brd9
Brdt	brdt
Bre	bre
Brf1	brf1b
Brf2	brf2
Bri3	bri3
Bri3bp	bri3bp
Bricd5	bricd5
Brinp1	brinp1
Brinp2	brinp2
Brinp3	BRINP3 (1 of many)
Brinp3	brinp3a.1
Brinp3	brinp3a.2
Brip1	brip1
Brk1	brk1
Brms1	brms1
Brms1l	brms1la
Brms1l	brms1lb
Brox	brox
Brpf1	BRPF1
Brpf3	brpf3a
Brpf3	brpf3b
Brsk1	BRSK1 (1 of many)
Brsk2	BRSK2 (1 of many)
Brsk2	brsk2b
Brwd1	brwd1
Brwd3	brwd3
Bscl2	bscl2
Bscl2	bscl2l
Bsdc1	bsdc1
Bsg	bsg
Bsn	bsnb
Bsnd	bsnd
Bspry	bspry
Bsx	bsx
Btaf1	btaf1
Btbd10	btbd10b
Btbd11	btbd11a
Btbd11	btbd11b
Btbd16	btbd16
Btbd17	btbd17a
Btbd17	btbd17b
Btbd2	btbd2a
Btbd2	btbd2b
Btbd3	btbd3b
Btbd6	btbd6a
Btbd6	btbd6b
Btbd7	btbd7
Btbd9	btbd9
Btc	btc
Btd	btd
Btf3	btf3
Btf3l4	btf3l4
AC153134.1	btf3l4
Btg1-ps1	btg1
Btg1-ps2	btg1
Btg1	btg1
Btg2	btg2
Btg3	btg3
Gm7334	btg3
Btg4	btg4
Btk	btk
Rnf39	btr02
Rfpl4	btr02
Mefv	btr02
Rnf39	btr30
Rfpl4	btr30
Mefv	btr30
Bub1	bub1
Bub1b	bub1bb
Bub3	bub3
Bud13	BUD13
Bud31	bud31
Bves	bves
Ctsq	BX000534.1
Cts6	BX000534.1
Ctsl	BX000534.1
4930486L24Rik	BX000534.1
Ctsj	BX000534.1
Cts8	BX000534.1
Cts7	BX000534.1
Ctsll3	BX000534.1
Ctsr	BX000534.1
Ctsm	BX000534.1
Cts3	BX000534.1
BC051665	BX000534.1
Zfp677	BX000701.2
Gm28363	BX000701.2
B020011L13Rik	BX000701.2
Gm28360	BX000701.2
Gm28168	BX000701.2
Gm7145	BX000701.2
Gm17555	BX004770.2
Gm21750	BX004770.2
AC132444.6	BX004770.2
Gm21962	BX004770.2
Gm21897	BX004770.2
Gm21833	BX004770.2
Gm4070	BX004785.2
Gvin1	BX004785.2
Gimap3	BX004816.1
Gimap8	BX004816.1
Gimap9	BX004816.1
Gimap1	BX004816.1
Gimap6	BX004816.1
Gimap5	BX004816.1
Gimap7	BX004816.1
Gimap4	BX004816.1
Gimap3	BX004816.2
Gimap8	BX004816.2
Gimap9	BX004816.2
Gimap1	BX004816.2
Gimap6	BX004816.2
Gimap5	BX004816.2
Gimap7	BX004816.2
Gimap4	BX004816.2
Gimap3	BX004816.3
Gimap8	BX004816.3
Gimap9	BX004816.3
Gimap1	BX004816.3
Gimap6	BX004816.3
Gimap5	BX004816.3
Gimap7	BX004816.3
Gimap4	BX004816.3
Elob	BX004999.2
Zfp433	BX005085.2
AC172027.3	BX005085.2
Zfp873	BX005085.2
Zfp976	BX005085.2
Gm6710	BX005085.2
Gm14419	BX005085.2
Gm17555	BX005284.1
Gm21750	BX005284.1
AC132444.6	BX005284.1
Gm21962	BX005284.1
Gm21897	BX005284.1
Gm21833	BX005284.1
Pcdhgb6	BX005294.1
Pcdhga3	BX005294.1
Pcdhgb5	BX005294.1
Pcdhgb4	BX005294.1
Pcdhgb7	BX005294.1
Pcdhga8	BX005294.1
Pcdhga9	BX005294.1
Pcdhgb6	BX005294.2
Pcdhga3	BX005294.2
Pcdhgb5	BX005294.2
Pcdhgb4	BX005294.2
Pcdhgb7	BX005294.2
Pcdhga8	BX005294.2
Pcdhga9	BX005294.2
Dupd1	BX005321.1
Dupd1	BX005321.2
Pkd1l1	BX005392.4
Gm4070	BX005421.3
Gvin1	BX005421.3
Gm4070	BX005421.4
Gvin1	BX005421.4
Gm6020	BX005448.2
Cd93	BX088653.1
Iqcb1	BX119909.1
Crtam	BX120005.1
Slc47a2	BX248108.1
Slc47a1	BX248108.1
Nampt	BX248331.1
Spats1	BX255920.1
Zfp287	BX255935.1
Zfp629	BX255935.1
Zfp606	BX255935.1
Zkscan7	BX255935.1
Zfp2	BX255935.1
Zfp329	BX255935.1
Zfp46	BX255935.1
Zfp180	BX255935.1
Zfp3	BX255935.1
Zscan2	BX255935.1
Zfp647	BX255935.1
Zfp623	BX255935.1
Gimap3	BX321875.1
Gimap8	BX321875.1
Gimap9	BX321875.1
Gimap1	BX321875.1
Gimap6	BX321875.1
Gimap5	BX321875.1
Gimap7	BX321875.1
Gimap4	BX321875.1
Gimap3	BX321875.3
Gimap8	BX321875.3
Gimap9	BX321875.3
Gimap1	BX321875.3
Gimap6	BX321875.3
Gimap5	BX321875.3
Gimap7	BX321875.3
Gimap4	BX321875.3
Spata22	BX322541.1
Spata22	BX322541.1
Gimap3	BX322612.1
Gimap8	BX322612.1
Gimap9	BX322612.1
Gimap1	BX322612.1
Gimap6	BX322612.1
Gimap5	BX322612.1
Gimap7	BX322612.1
Gimap4	BX322612.1
Cxcl11	BX323596.2
Zfp335	BX324132.6
Gm6020	BX324155.1
Cd6	BX324164.1
Gm4070	BX324215.1
Gvin1	BX324215.1
Gm4070	BX324215.3
Gvin1	BX324215.3
Zfp286	BX469910.4
Zfp41	BX469910.4
Zscan22	BX469910.4
Zfp113	BX469910.4
Zfp422	BX469910.4
Zfp771	BX469910.4
Htra2	BX469935.1
Gm17555	BX470200.2
Gm21750	BX470200.2
AC132444.6	BX470200.2
Gm21962	BX470200.2
Gm21897	BX470200.2
Gm21833	BX470200.2
Akna	BX470221.1
Gm17555	BX510309.5
Gm21750	BX510309.5
AC132444.6	BX510309.5
Gm21962	BX510309.5
Gm21897	BX510309.5
Gm21833	BX510309.5
Zfp287	BX510909.3
Zfp629	BX510909.3
Zfp606	BX510909.3
Zkscan7	BX510909.3
Zfp2	BX510909.3
Zfp329	BX510909.3
Zfp46	BX510909.3
Zfp180	BX510909.3
Zfp3	BX510909.3
Zscan2	BX510909.3
Zfp647	BX510909.3
Zfp623	BX510909.3
4930415F15Rik	BX510946.1
Fsbp	BX511010.2
Gimap3	BX511021.1
Gimap8	BX511021.1
Gimap9	BX511021.1
Gimap1	BX511021.1
Gimap6	BX511021.1
Gimap5	BX511021.1
Gimap7	BX511021.1
Gimap4	BX511021.1
Bax	BX511080.1
Ulk4	BX511115.1
Zfp287	BX511215.2
Zfp629	BX511215.2
Zfp606	BX511215.2
Zkscan7	BX511215.2
Zfp2	BX511215.2
Zfp329	BX511215.2
Zfp46	BX511215.2
Zfp180	BX511215.2
Zfp3	BX511215.2
Zscan2	BX511215.2
Zfp647	BX511215.2
Zfp623	BX511215.2
Gpr82	BX545856.3
Adgrf4	BX545917.1
Adgrf2	BX545917.1
Adgrf1	BX545917.1
Trim29	BX548047.3
Gimap3	BX569789.1
Gimap8	BX569789.1
Gimap9	BX569789.1
Gimap1	BX569789.1
Gimap6	BX569789.1
Gimap5	BX569789.1
Gimap7	BX569789.1
Gimap4	BX569789.1
Gm4070	BX569789.2
Gvin1	BX569789.2
Gimap3	BX569789.3
Gimap8	BX569789.3
Gimap9	BX569789.3
Gimap1	BX569789.3
Gimap6	BX569789.3
Gimap5	BX569789.3
Gimap7	BX569789.3
Gimap4	BX569789.3
Gm6020	BX572103.6
1810055G02Rik	BX572619.1
Aurkc	BX629350.1
Aurkb	BX629350.1
Aurkc	BX629350.2
Aurkb	BX629350.2
Aurkc	BX629350.3
Aurkb	BX629350.3
Zfp287	BX640461.1
Zfp629	BX640461.1
Zfp606	BX640461.1
Zkscan7	BX640461.1
Zfp2	BX640461.1
Zfp329	BX640461.1
Zfp46	BX640461.1
Zfp180	BX640461.1
Zfp3	BX640461.1
Zscan2	BX640461.1
Zfp647	BX640461.1
Zfp623	BX640461.1
Nyap1	BX640523.1
Gm17555	BX649198.1
Gm21750	BX649198.1
AC132444.6	BX649198.1
Gm21962	BX649198.1
Gm21897	BX649198.1
Gm21833	BX649198.1
Uimc1	BX649250.1
Ttc41	BX649444.1
Asic2	BX663610.1
Zfp287	BX901907.6
Zfp629	BX901907.6
Zfp606	BX901907.6
Zkscan7	BX901907.6
Zfp2	BX901907.6
Zfp329	BX901907.6
Zfp46	BX901907.6
Zfp180	BX901907.6
Zfp3	BX901907.6
Zscan2	BX901907.6
Zfp647	BX901907.6
Zfp623	BX901907.6
Art2a-ps	BX908804.1
Art2b	BX908804.1
Art4	BX908804.1
Art3	BX908804.1
Art1	BX908804.1
Art5	BX908804.1
Pogk	BX914205.2
Zfp287	BX914214.2
Zfp629	BX914214.2
Zfp606	BX914214.2
Zkscan7	BX914214.2
Zfp2	BX914214.2
Zfp329	BX914214.2
Zfp46	BX914214.2
Zfp180	BX914214.2
Zfp3	BX914214.2
Zscan2	BX914214.2
Zfp647	BX914214.2
Zfp623	BX914214.2
Ccl20	BX927125.1
Zfp286	BX927193.1
Zfp41	BX927193.1
Zscan22	BX927193.1
Zfp113	BX927193.1
Zfp422	BX927193.1
Zfp771	BX927193.1
Zfp260	BX927193.3
Zfp146	BX927193.3
Prrt4	BX927293.1
Tlr12	BX928746.1
Tlr11	BX928746.1
Gzmm	BX936298.1
Gzmm	BX936298.3
Gm13212	BX936350.1
Zfp534	BX936350.1
Gm29106	BX936350.1
Rnh1	BX936362.1
Zfp287	BX936382.1
Zfp629	BX936382.1
Zfp606	BX936382.1
Zkscan7	BX936382.1
Zfp2	BX936382.1
Zfp329	BX936382.1
Zfp46	BX936382.1
Zfp180	BX936382.1
Zfp3	BX936382.1
Zscan2	BX936382.1
Zfp647	BX936382.1
Zfp623	BX936382.1
Il17ra	BX942819.1
Nlrp6	BX942821.1
Fam81b	BX942837.1
Brix1	bxdc2
Bysl	bysl
Bzw1	bzw1a
Bzw1	bzw1b
Bzw2	bzw2
1110004E09Rik	c10h21orf59
1700112E06Rik	c13h10orf11
0610007P14Rik	C14orf1
D430019H16Rik	C14orf132
Gm527	C14orf28
9030617O03Rik	c17h14orf159
E130311K13Rik	c18h3orf33
C1d	c1d
C1galt1	C1GALT1
C1galt1c1	c1galt1c1
C1qa	c1qa
C1qb	c1qb
C1qbp	c1qbp
C1qc	c1qc
C1ql2	c1ql2
C1ql3	c1ql3a
C1ql3	c1ql3b
C1ql1	c1ql3b
C1ql4	c1ql4a
C1ql4	c1ql4b
C1qtnf1	c1qtnf1
C1qtnf2	c1qtnf2
C1qtnf4	c1qtnf4
C1qtnf5	c1qtnf5
C1qtnf6	C1QTNF6 (1 of many)
C1qtnf6	c1qtnf6a
C1qtnf7	c1qtnf7
C1qtnf9	c1qtnf9
C1s1	c1s
C1s2	c1s
C2	C2
1110008F13Rik	c23h20orf24
C2cd2	c2cd2
C2cd2l	c2cd2l
C2cd3	c2cd3
C2cd4b	c2cd4a
C2cd4a	c2cd4a
C2cd4c	C2CD4C (1 of many)
C2cd5	c2cd5
BC003331	c2h1orf27
1700019D03Rik	C2orf88
C3	C3 (1 of many)
C3	c3a.1
C3	c3a.2
C3	c3a.3
C3	c3a.5
C3	c3a.6
C3	c3b.1
C3	c3b.2
C4b	c4
Hc	c5
C5ar2	C5AR1
C5ar1	C5AR1
C6	c6
Astl	c6ast1
Astl	c6ast3
Astl	c6ast4
C7	C7 (1 of many)
C7	c7a
3110082I17Rik	C7orf50
C8a	c8a
C8b	c8b
C8g	c8g
1810011O10Rik	C8orf4 (1 of many)
C9	c9
Gm996	C9orf172 (1 of many)
Car10	CA10 (1 of many)
Car10	ca10a
Car12	ca12
Car14	ca14
Car4	ca15a
Car4	ca15b
Car4	ca15c
Ptprg	ca16b
Car13	ca2
Car1	ca2
Car3	ca2
Car2	ca2
Car4	CA4 (1 of many)
Car5a	ca5a
Car5b	ca5a
Car6	ca6
Car7	ca7
Car8	ca8
Car9	ca9
Caap1	CAAP1
Cab39	cab39
Cab39l	cab39l
Cabin1	cabin1
Cables1	cables1
Cables2	cables2a
Cables2	cables2b
Cabp1	cabp1a
Cabp1	cabp1b
Cabp2	cabp2a
Cabp2	cabp2b
Cabp5	cabp5a
Cabp5	cabp5b
Cabp7	CABP7 (1 of many)
Cabp7	cabp7b
Nlrp6	CABZ01003056.1
Zfp287	CABZ01003344.1
Zfp629	CABZ01003344.1
Zfp606	CABZ01003344.1
Zkscan7	CABZ01003344.1
Zfp2	CABZ01003344.1
Zfp329	CABZ01003344.1
Zfp46	CABZ01003344.1
Zfp180	CABZ01003344.1
Zfp3	CABZ01003344.1
Zscan2	CABZ01003344.1
Zfp647	CABZ01003344.1
Zfp623	CABZ01003344.1
Dtx1	CABZ01004876.1
Rasal1	CABZ01004882.2
Wscd1	CABZ01007222.1
Osbpl8	CABZ01007893.1
Ogfr	CABZ01008730.1
Cldn17	CABZ01009451.1
Cldn8	CABZ01009451.1
Stk31	CABZ01009708.1
1600002H07Rik	CABZ01009880.1
Vmn2r124	CABZ01012885.1
Vmn2r92	CABZ01012885.1
Vmn2r94	CABZ01012885.1
Vmn2r96	CABZ01012885.1
Vmn2r99	CABZ01012885.1
Vmn2r101	CABZ01012885.1
Vmn2r104	CABZ01012885.1
Vmn2r106	CABZ01012885.1
Vmn2r108	CABZ01012885.1
Vmn2r110	CABZ01012885.1
Vmn2r57	CABZ01012885.1
Vmn2r120	CABZ01012885.1
Vmn2r59	CABZ01012885.1
Vmn2r38	CABZ01012885.1
Vmn2r18	CABZ01012885.1
Vmn2r53	CABZ01012885.1
Vmn2r54	CABZ01012885.1
Vmn2r55	CABZ01012885.1
Vmn2r56	CABZ01012885.1
Vmn2r62	CABZ01012885.1
Vmn2r63	CABZ01012885.1
Vmn2r90	CABZ01012885.1
Vmn2r83	CABZ01012885.1
Il12b	CABZ01013771.1
Spag8	CABZ01016432.1
3425401B19Rik	CABZ01016547.1
Pbx4	CABZ01017151.1
Olfr543	CABZ01018874.1
Olfr544	CABZ01018874.1
Olfr545	CABZ01018874.1
Olfr543	CABZ01018874.2
Olfr544	CABZ01018874.2
Olfr545	CABZ01018874.2
Art2a-ps	CABZ01019905.1
Art2b	CABZ01019905.1
Art4	CABZ01019905.1
Art3	CABZ01019905.1
Art1	CABZ01019905.1
Art5	CABZ01019905.1
Art2a-ps	CABZ01019905.2
Art2b	CABZ01019905.2
