genes	IDTranscript/RepeatID (cmd=analyzeRepeats.pl /home/labs/amit/eyald/bin/data/Sheep_Ovis_aries_Oar_v3.1/oa3.ens90.P2000M.gtf none -d mic_sheep1.M mic_sheep2.M mic_sheep3.M -count exons -condenseGenes -strand + -raw)	chr	start	end	strand	Length	Copies	Annotation/Divergence	mic_sheep1.M (1263768.0 total)	mic_sheep2.M (2196952.0 total)	mic_sheep3.M (3022681.0 total)
ENSOARG00000025616	ENSOART00000027551	chr1	227771316	227923680	+	707.0	1	0.000	0.000	0.000	0.000
ENSOARG00000022750	ENSOART00000024652	chr1	129032801	129032911	-	110.0	1	0.000	0.000	0.000	0.000
LAX1	ENSOART00000009818	chr12	5606962	5614060	+	1126.0	1	0.000	0.000	0.000	0.000
LRGUK	ENSOART00000007602	chr4	97783152	97888698	+	4469.0	1	0.000	0.000	0.000	0.000
ROBO4	ENSOART00000011888	chr21	27568161	27584020	-	4894.0	1	0.000	0.000	0.000	7.000
ENSOARG00000004588	ENSOART00000004993	chr14	44427331	44428689	-	1351.0	1	0.000	12.000	74.000	71.000
PDP1	ENSOART00000008939	chr9	82968210	82975687	-	3971.0	1	0.000	2.000	2.000	4.000
SNORA4	ENSOART00000024531	chr1	198667058	198669197	-	2139.0	1	0.000	14.000	16.000	13.000
ENSOARG00000024033	ENSOART00000025935	chr5	58324999	58325086	+	87.0	1	0.000	0.000	0.000	0.000
CHML	ENSOART00000005555	chr12	33314306	33318273	+	3967.0	1	0.000	1.000	3.000	6.000
FEZ2	ENSOART00000010997	chr3	87367744	87412792	+	3234.0	1	0.000	42.000	101.000	149.000
ENSOARG00000004377	ENSOART00000004763	chr8	81643484	81645959	+	2417.0	1	0.000	3.000	1.000	6.000
ZWILCH	ENSOART00000019831	chr7	13138422	13180654	+	3761.0	1	0.000	11.000	27.000	33.000
ENSOARG00000001066	ENSOART00000001145	chr24	37842059	37857236	+	1414.0	1	0.000	8.000	12.000	12.000
NUTF2	ENSOART00000003472	chr14	34702104	34707869	+	2377.0	1	0.000	30.000	64.000	76.000
TMEM25	ENSOART00000011152	chr15	28689878	28695019	+	3328.0	1	0.000	18.000	56.000	81.000
ENSOARG00000008625	ENSOART00000009388	chr20	10571408	10573656	+	2248.0	1	0.000	0.000	0.000	0.000
MOCOS	ENSOART00000005922	chr23	21165784	21230442	-	4517.0	1	0.000	0.000	0.000	1.000
ENSOARG00000010402	ENSOART00000011317	chr15	16099946	16102887	-	2871.0	1	0.000	0.000	0.000	0.000
BICD1	ENSOART00000021104	chr3	182238836	182451185	-	4775.0	1	0.000	0.000	1.000	0.000
ENSOARG00000018355	ENSOART00000019974	chrX	24912708	24915745	+	3037.0	1	0.000	0.000	0.000	0.000
ENSOARG00000003015	ENSOART00000003263	chrUn_JH923960	21	1942	-	1174.0	1	0.000	0.000	0.000	0.000
LAMA4	ENSOART00000010447	chr8	25298969	25447606	+	7653.0	1	0.000	0.000	0.000	0.000
SAMD8	ENSOART00000009528	chr25	30788302	30810704	+	3257.0	1	0.000	7.000	42.000	47.000
ENSOARG00000017473	ENSOART00000019021	chr7	81996573	81996854	-	281.0	1	0.000	0.000	0.000	1.000
ENSOARG00000022267	ENSOART00000024169	chr4	94624141	94626221	-	2080.0	1	0.000	0.000	0.000	0.000
ENSOARG00000026082	ENSOART00000028066	chr3	223872166	223873132	+	756.0	1	0.000	0.000	0.000	0.000
ENSOARG00000018253	ENSOART00000019860	chr3	164192982	164193917	+	935.0	1	0.000	0.000	0.000	0.000
OR2D2	ENSOART00000018729	chr15	45291920	45294867	+	2947.0	1	0.000	0.000	0.000	0.000
HOMER1	ENSOART00000018827	chr7	10158966	10294429	-	3943.0	1	0.000	3.000	6.000	6.000
PIDD1	ENSOART00000006201	chr21	49326757	49335443	+	2592.0	1	0.000	31.000	14.000	34.000
LHX5	ENSOART00000007701	chr17	60634725	60645048	+	3150.0	1	0.000	0.000	0.000	0.000
ANKRD55	ENSOART00000008134	chr16	23036892	23154286	+	3846.0	1	0.000	0.000	0.000	0.000
MARK4	ENSOART00000010618	chr14	51995268	52021300	+	4241.0	1	0.000	12.000	45.000	48.000
ENSOARG00000002583	ENSOART00000002795	chrX	134413131	134417171	+	2661.0	1	0.000	9.000	11.000	19.000
IQSEC3	ENSOART00000012686	chr3	211037975	211130133	+	5172.0	1	0.000	0.000	0.000	0.000
LDB1	ENSOART00000018970	chr22	21951891	21967932	-	5387.0	1	0.000	11.000	17.000	18.000
ENSOARG00000003727	ENSOART00000004045	chr14	61981913	61987453	-	620.0	1	0.000	0.000	0.000	0.000
NEFM	ENSOART00000010837	chr2	40551747	40558659	-	4922.0	1	0.000	0.000	0.000	0.000
AFG3L2	ENSOART00000001908	chr23	43174401	43194125	-	4388.0	1	0.000	80.000	139.000	219.000
ODF4	ENSOART00000001116	chr11	27513261	27520099	+	2950.0	1	0.000	0.000	0.000	0.000
ENSOARG00000007620	ENSOART00000008296	chr10	15910560	15924427	+	995.0	1	0.000	0.000	0.000	0.000
AKTIP	ENSOART00000019424	chr14	21320593	21331087	-	5544.0	1	0.000	26.000	51.000	51.000
NEPRO	ENSOART00000021102	chr1	176090045	176108327	-	4044.0	1	0.000	8.000	20.000	22.000
HTR2B	ENSOART00000022542	chr2	231962788	231978154	-	3612.0	1	0.000	1.000	0.000	0.000
ENSOARG00000020777	ENSOART00000022635	chr3	200154646	200156234	+	1237.0	1	0.000	0.000	0.000	0.000
ARHGEF16	ENSOART00000018574	chr12	47668296	47693338	-	4307.0	1	0.000	0.000	0.000	0.000
ENSOARG00000001169	ENSOART00000001243	chr10	70992196	71034209	-	805.0	1	0.000	0.000	0.000	0.000
ENSOARG00000025368	ENSOART00000027284	chrX	62852167	62857317	-	2523.0	1	0.000	3.000	1.000	1.000
BRD7	ENSOART00000018776	chr14	18217814	18272612	-	7376.0	1	0.000	77.000	121.000	172.000
ST18	ENSOART00000014589	chr9	33981318	34073090	-	6379.0	1	0.000	45.000	34.000	103.000
STOML3	ENSOART00000010606	chr10	23521617	23550937	+	3801.0	1	0.000	0.000	0.000	0.000
ARL6IP6	ENSOART00000008768	chr2	155677300	155714308	-	2674.0	1	0.000	13.000	53.000	42.000
ENSOARG00000005090	ENSOART00000005546	chr19	16629136	16635777	-	308.0	1	0.000	2.000	3.000	3.000
ENSOARG00000025566	ENSOART00000027497	chr1	123103169	123137359	+	1861.0	1	0.000	0.000	0.000	0.000
ENSOARG00000009967	ENSOART00000010845	chr1	32602227	32602487	+	260.0	1	0.000	0.000	0.000	0.000
ZBED5	ENSOART00000018643	chr15	41389940	41394024	+	4084.0	1	0.000	47.000	95.000	83.000
ADAMTS15	ENSOART00000016469	chr21	35728588	35752447	+	4597.0	1	0.000	0.000	0.000	2.000
ENSOARG00000008642	ENSOART00000009408	chr23	35051638	35052513	-	327.0	1	0.000	0.000	0.000	1.000
RSPO3	ENSOART00000008414	chr8	11208668	11265163	-	2719.0	1	0.000	0.000	0.000	0.000
NME7	ENSOART00000010331	chr12	34938440	35179893	-	3111.0	1	0.000	16.000	32.000	18.000
ENSOARG00000002942	ENSOART00000003186	chrUn_JH922081	5915	14447	+	2627.0	1	0.000	0.000	0.000	0.000
FASTKD2	ENSOART00000020471	chr2	207782686	207801708	+	4146.0	1	0.000	23.000	48.000	51.000
ENSOARG00000027006	ENSOART00000029066	chr8	9480680	9490091	+	5101.0	1	0.000	0.000	0.000	0.000
LDHC	ENSOART00000010375	chr21	25591909	25628592	-	2992.0	1	0.000	0.000	0.000	0.000
ENSOARG00000026938	ENSOART00000028984	chr14	57270761	57272125	-	1307.0	1	0.000	0.000	0.000	0.000
FRA10AC1	ENSOART00000003779	chr22	14678129	14719604	-	3021.0	1	0.000	39.000	70.000	85.000
ENSOARG00000026289	ENSOART00000028289	chr10	18701356	18707642	-	1498.0	1	0.000	0.000	0.000	0.000
ENSOARG00000000219	ENSOART00000000227	chrUn_JH921766	17342	19827	+	2354.0	1	0.000	0.000	0.000	0.000
BAHCC1	ENSOART00000020309	chr11	50462135	50499239	-	9796.0	1	0.000	9.000	8.000	17.000
ZNF740	ENSOART00000018144	chr3	133150336	133155342	-	2571.0	1	0.000	18.000	32.000	33.000
ENSOARG00000025582	ENSOART00000027513	chr1	155422270	155454809	-	330.0	1	0.000	0.000	0.000	0.000
FGFBP1	ENSOART00000008660	chr6	110585924	110588628	-	2704.0	1	0.000	0.000	0.000	0.000
AZU1	ENSOART00000010467	chr5	40782451	40787248	+	2735.0	1	0.000	0.000	0.000	0.000
ENSOARG00000014332	ENSOART00000015605	chr5	56936190	56936333	+	143.0	1	0.000	0.000	0.000	0.000
TTC26	ENSOART00000012159	chr4	102522035	102562754	+	3630.0	1	0.000	0.000	1.000	1.000
HMGB4	ENSOART00000000378	chr1	8547863	8550447	+	2584.0	1	0.000	0.000	0.000	0.000
MET	ENSOART00000000854	chr4	51538365	51625482	-	6021.0	1	0.000	0.000	0.000	0.000
DSTYK	ENSOART00000003863	chr12	2237744	2269319	-	5682.0	1	0.000	15.000	29.000	32.000
ENSOARG00000001782	ENSOART00000001916	chrUn_JH922700	21	5084	+	3278.0	1	0.000	0.000	0.000	0.000
TAF9B	ENSOART00000020532	chrX	65720241	65746217	-	3442.0	1	0.000	0.000	1.000	4.000
BPIFB4	ENSOART00000006518	chr13	61689117	61713550	+	3821.0	1	0.000	0.000	0.000	0.000
TSPAN2	ENSOART00000021920	chr1	91542095	91565441	-	2611.0	1	0.000	0.000	0.000	0.000
ASS1	ENSOART00000008375	chr3	6036777	6082502	-	3362.0	1	0.000	0.000	1.000	0.000
G6PD	ENSOART00000004615	chrX	77099954	77116323	+	4144.0	1	0.000	10.000	18.000	28.000
ENSOARG00000023708	ENSOART00000025610	chr14	24454463	24454553	+	90.0	1	0.000	0.000	0.000	0.000
LLGL1	ENSOART00000000387	chr11	33924714	33953494	-	6352.0	1	0.000	0.000	0.000	0.000
ENSOARG00000023132	ENSOART00000025034	chr18	64407242	64407326	-	84.0	1	0.000	0.000	0.000	0.000
APOH	ENSOART00000017044	chr11	61499601	61513913	-	3023.0	1	0.000	0.000	0.000	0.000
ENSOARG00000008731	ENSOART00000009510	chr25	30745793	30759447	-	3723.0	1	0.000	0.000	0.000	1.000
KLHL29	ENSOART00000019054	chr3	31121524	31361642	+	4756.0	1	0.000	0.000	0.000	2.000
UBASH3B	ENSOART00000020052	chr15	32853387	33005019	+	3923.0	1	0.000	0.000	0.000	3.000
ENSOARG00000022553	ENSOART00000024455	chr2	143451255	143451330	-	75.0	1	0.000	0.000	0.000	0.000
RAI1	ENSOART00000001711	chr11	34192577	34205303	-	7305.0	1	0.000	52.000	86.000	162.000
SNX14	ENSOART00000014393	chr8	50976002	51067625	+	4960.0	1	0.000	63.000	121.000	92.000
SUCLA2	ENSOART00000008895	chr10	18123209	18184099	-	3371.0	1	0.000	13.000	35.000	35.000
ENSOARG00000010031	ENSOART00000010911	chr1	37007312	37007818	-	506.0	1	0.000	0.000	0.000	1.000
ENSOARG00000025994	ENSOART00000027971	chr3	85210303	85211049	-	312.0	1	0.000	0.000	0.000	0.000
WDR37	ENSOART00000015807	chr13	45461350	45485592	-	3506.0	1	0.000	56.000	62.000	86.000
GC	ENSOART00000013957	chr6	86617919	86640248	-	3427.0	1	0.000	0.000	0.000	0.000
KLHL28	ENSOART00000009926	chr18	53643100	53652664	-	3728.0	1	0.000	20.000	70.000	47.000
LONP1	ENSOART00000007109	chr5	16017238	16217037	+	3040.0	1	0.000	47.000	50.000	83.000
ENSOARG00000007175	ENSOART00000007801	chr3	5539019	5547090	-	350.0	1	0.000	0.000	0.000	0.000
IFNGR2	ENSOART00000014318	chr1	120325318	120351949	-	6225.0	1	0.000	544.000	1236.000	2147.000
TMEM150B	ENSOART00000001621	chr14	59426323	59435448	+	3433.0	1	0.000	0.000	1.000	1.000
DDX23	ENSOART00000020802	chr3	137152522	137166436	+	2697.0	1	0.000	2.000	3.000	2.000
LURAP1L	ENSOART00000015027	chr2	80687759	80738171	+	2756.0	1	0.000	0.000	0.000	0.000
ENSOARG00000003375	ENSOART00000003668	chr14	34963375	34979326	+	5582.0	1	0.000	7.000	28.000	40.000
SNORA73	ENSOART00000025844	chr2	237785789	237787992	-	2203.0	1	0.000	23.000	48.000	141.000
ENSOARG00000002739	ENSOART00000002965	chr11	34954826	34958050	+	3014.0	1	0.000	0.000	0.000	0.000
PEAR1	ENSOART00000007052	chr1	105425305	105439502	+	5455.0	1	0.000	0.000	0.000	0.000
ZNF385B	ENSOART00000018437	chr2	129458784	129556464	+	3149.0	1	0.000	3.000	8.000	12.000
ENSOARG00000016623	ENSOART00000018103	chr2	121761920	121781323	-	1262.0	1	0.000	28.000	36.000	55.000
HNF4A	ENSOART00000004270	chr13	72383636	72414129	+	5083.0	1	0.000	0.000	0.000	0.000
DLL3	ENSOART00000006831	chr14	48338586	48348333	+	3848.0	1	0.000	1.000	1.000	1.000
ENSOARG00000023924	ENSOART00000025826	chr3	216288091	216288144	+	53.0	1	0.000	2.000	0.000	1.000
NUP153	ENSOART00000012522	chr20	38697670	38750993	+	6361.0	1	0.000	45.000	82.000	96.000
TIMM50	ENSOART00000006772	chr14	48326033	48335236	+	3060.0	1	0.000	71.000	124.000	182.000
RDH16	ENSOART00000008762	chr3	162414465	162421572	+	3046.0	1	0.000	0.000	0.000	0.000
snoU13	ENSOART00000023709	chr11	44184543	44186647	+	2104.0	1	0.000	17.000	31.000	17.000
GPR180	ENSOART00000000880	chr10	69593546	69621581	+	3311.0	1	0.000	7.000	33.000	17.000
ENSOARG00000025546	ENSOART00000027475	chr1	93070416	93074909	+	1367.0	1	0.000	2.000	3.000	2.000
FBLL1	ENSOART00000015893	chr5	77867000	77871414	+	2754.0	1	0.000	0.000	0.000	0.000
CPA4	ENSOART00000005675	chr4	94073222	94099907	+	3242.0	1	0.000	0.000	2.000	0.000
MED10	ENSOART00000016537	chr16	66669781	66679788	+	2404.0	1	0.000	61.000	132.000	182.000
C3orf14	ENSOART00000012834	chr19	38989020	39004158	-	2377.0	1	0.000	0.000	0.000	0.000
ENSOARG00000025888	ENSOART00000027855	chr24	30927231	30931927	+	626.0	1	0.000	0.000	0.000	0.000
ENSOARG00000026945	ENSOART00000028993	chr14	59951960	60020147	+	1850.0	1	0.000	0.000	0.000	0.000
ENSOARG00000025605	ENSOART00000027539	chr1	203329901	203333764	-	530.0	1	0.000	0.000	0.000	0.000
CIDEC	ENSOART00000006399	chr19	16767316	16777093	+	3413.0	1	0.000	0.000	0.000	1.000
PTK2B	ENSOART00000010567	chr2	38136568	38209445	-	6406.0	1	0.000	56.000	73.000	163.000
ENSOARG00000012486	ENSOART00000013574	chr10	32508124	32518225	-	355.0	1	0.000	2.000	9.000	5.000
ENSOARG00000022142	ENSOART00000024044	chr1	105606582	105606678	+	96.0	1	0.000	0.000	0.000	0.000
ENSOARG00000014578	ENSOART00000015874	chr14	56170162	56176245	+	1616.0	1	0.000	0.000	0.000	1.000
IGSF6	ENSOART00000017390	chr24	20158197	20173772	-	7061.0	1	0.000	3.000	5.000	1.000
SEPT3	ENSOART00000020477	chr3	216985374	217005840	+	3056.0	1	0.000	0.000	0.000	0.000
CCDC192	ENSOART00000019324	chr5	23554218	23764784	-	2818.0	1	0.000	0.000	0.000	0.000
GUK1	ENSOART00000006803	chr5	2679965	2692291	-	4456.0	1	0.000	78.000	140.000	224.000
CCSER1	ENSOART00000019963	chr6	33660203	34495275	-	4763.0	1	0.000	5.000	10.000	3.000
ENSOARG00000025569	ENSOART00000027500	chr1	123359524	123378720	+	580.0	1	0.000	0.000	0.000	0.000
C1orf210	ENSOART00000022338	chr1	17725449	17727923	-	2333.0	1	0.000	0.000	0.000	0.000
C16orf58	ENSOART00000010623	chr24	27517186	27533843	-	3469.0	1	0.000	52.000	74.000	145.000
ENSOARG00000025532	ENSOART00000027459	chr1	64507789	64520342	-	755.0	1	0.000	0.000	0.000	0.000
ENSOARG00000007147	ENSOART00000007769	chr5	37780085	37807357	+	921.0	1	0.000	0.000	0.000	0.000
DUSP22	ENSOART00000004201	chr20	51023192	51054817	-	2717.0	1	0.000	0.000	9.000	3.000
MAPK13	ENSOART00000014141	chr20	10175181	10184291	+	2960.0	1	0.000	0.000	1.000	1.000
TENM2	ENSOART00000015590	chr5	77140556	77629771	+	10013.0	1	0.000	1.000	2.000	0.000
AGT	ENSOART00000003308	chr25	45303043	45311821	+	3542.0	1	0.000	5.000	43.000	47.000
ENSOARG00000020375	ENSOART00000022186	chr3	214914857	214915069	+	212.0	1	0.000	0.000	0.000	0.000
ENSOARG00000018935	ENSOART00000020615	chr15	46613448	46616374	-	2828.0	1	0.000	0.000	0.000	0.000
KLHL30	ENSOART00000020539	chr1	2924463	2935694	-	3702.0	1	0.000	0.000	0.000	0.000
CLEC10A	ENSOART00000010744	chr11	26455911	26460684	-	3034.0	1	0.000	0.000	4.000	4.000
ENSOARG00000022158	ENSOART00000024060	chr2	5727486	5727599	+	113.0	1	0.000	0.000	0.000	0.000
ENSOARG00000026482	ENSOART00000028494	chr18	68549096	68597128	+	2725.0	1	0.000	0.000	0.000	0.000
ENSOARG00000000487	ENSOART00000000514	chr26	29186743	29190023	-	3243.0	1	0.000	0.000	0.000	0.000
ENSOARG00000023955	ENSOART00000025857	chrX	109209753	109211865	+	2112.0	1	0.000	0.000	1.000	2.000
GNB5	ENSOART00000022825	chr7	55171850	55214743	+	6663.0	1	0.000	3.000	3.000	11.000
SNAP47	ENSOART00000007469	chr5	3119235	3189567	-	3872.0	1	0.000	18.000	31.000	44.000
VAMP4	ENSOART00000014856	chr12	37300039	37323489	-	2413.0	1	0.000	39.000	92.000	104.000
ENSOARG00000002710	ENSOART00000002930	chr8	78214612	78216821	-	2209.0	1	0.000	0.000	0.000	1.000
SYAP1	ENSOART00000014201	chrX	14193167	14209984	+	3049.0	1	0.000	27.000	61.000	83.000
SH3GL3	ENSOART00000015573	chr18	22986067	23041888	+	2987.0	1	0.000	0.000	0.000	0.000
SETD1A	ENSOART00000008934	chr24	27082568	27106615	+	7017.0	1	0.000	28.000	48.000	100.000
ENSOARG00000014850	ENSOART00000016162	chr14	56441193	56449795	-	1344.0	1	0.000	0.000	1.000	2.000
RIMKLA	ENSOART00000022220	chr1	16706866	16743144	+	3167.0	1	0.000	0.000	0.000	1.000
ATF6	ENSOART00000011338	chr1	111240152	111464621	+	4489.0	1	0.000	10.000	38.000	32.000
REV3L	ENSOART00000010685	chr8	26056987	26225748	+	14727.0	1	0.000	20.000	39.000	39.000
ENSOARG00000018263	ENSOART00000019870	chr3	176761677	176770592	+	5026.0	1	0.000	0.000	0.000	0.000
ENSOARG00000025425	ENSOART00000027343	chr12	7917736	7977782	-	2085.0	1	0.000	0.000	0.000	0.000
ENSOARG00000002059	ENSOART00000002215	chr21	41066703	41111093	+	1646.0	1	0.000	0.000	0.000	0.000
ENSOARG00000011788	ENSOART00000012818	chr14	54183207	54186121	+	1119.0	1	0.000	0.000	0.000	0.000
ENSOARG00000000713	ENSOART00000000763	chr7	25034849	25035784	-	935.0	1	0.000	0.000	0.000	0.000
ENSOARG00000001031	ENSOART00000001104	chr19	11552444	11553764	+	554.0	1	0.000	0.000	0.000	0.000
ENSOARG00000015260	ENSOART00000016608	chr6	115719135	115726677	+	2325.0	1	0.000	0.000	0.000	0.000
SNX31	ENSOART00000000487	chr9	76313715	76399900	+	4407.0	1	0.000	0.000	0.000	0.000
ENSOARG00000017324	ENSOART00000018860	chr18	18892370	18893311	-	941.0	1	0.000	0.000	0.000	0.000
TMEM262	ENSOART00000013264	chr21	42615767	42618327	-	2346.0	1	0.000	1.000	0.000	2.000
ENSOARG00000026407	ENSOART00000028411	chr25	26275673	26280526	+	2680.0	1	0.000	0.000	0.000	0.000
APOM	ENSOART00000007571	chr20	26778164	26782045	-	2556.0	1	0.000	4.000	3.000	7.000
SPRY4-IT1_2	ENSOART00000026981	chr5	50717888	50718016	+	128.0	1	0.000	0.000	0.000	0.000
ENSOARG00000024555	ENSOART00000026457	chr9	26926396	26926495	+	99.0	1	0.000	0.000	0.000	0.000
TFF1	ENSOART00000011657	chr1	260699229	260705731	-	2222.0	1	0.000	0.000	0.000	0.000
CCDC80	ENSOART00000021053	chr1	175727335	175762809	-	4751.0	1	0.000	0.000	0.000	0.000
ENSOARG00000026126	ENSOART00000028113	chr21	48407832	48410876	-	2356.0	1	0.000	0.000	0.000	1.000
ENSOARG00000006433	ENSOART00000006989	chr26	5934091	5937805	-	2235.0	1	0.000	0.000	0.000	0.000
TFRC	ENSOART00000022113	chr1	188911856	188935549	-	4278.0	1	0.000	14.000	13.000	16.000
EXOSC8	ENSOART00000011130	chr10	24921877	24931650	-	2810.0	1	0.000	28.000	47.000	69.000
ITGAV	ENSOART00000018094	chr2	121565325	121672421	-	8643.0	1	0.000	88.000	151.000	175.000
SEMA3G	ENSOART00000004811	chr19	48414589	48425359	+	4231.0	1	0.000	0.000	0.000	0.000
ENSOARG00000001434	ENSOART00000001537	chrUn_JH923883	21	6271	-	2242.0	1	0.000	0.000	0.000	0.000
ENSOARG00000009523	ENSOART00000010370	chr10	22035177	22064433	-	3976.0	1	0.000	12.000	25.000	23.000
ENSOARG00000027010	ENSOART00000029070	chr8	27789050	27846901	-	5771.0	1	0.000	0.000	0.000	0.000
OTUD3	ENSOART00000010442	chr2	245627242	245650359	-	3032.0	1	0.000	6.000	5.000	2.000
ENSOARG00000021062	ENSOART00000022947	chr7	62429656	62436960	-	1830.0	1	0.000	0.000	0.000	0.000
SAP130	ENSOART00000017391	chr2	116322953	116396278	+	5529.0	1	0.000	30.000	76.000	103.000
ENSOARG00000011656	ENSOART00000012677	chr3	164527572	164529560	+	849.0	1	0.000	0.000	0.000	0.000
ENSOARG00000002222	ENSOART00000002395	chrUn_AMGL01124200	551	4853	-	1455.0	1	0.000	0.000	0.000	0.000
ORC6	ENSOART00000017024	chr14	14527299	14537993	+	2746.0	1	0.000	1.000	7.000	10.000
ENSOARG00000007893	ENSOART00000008593	chr18	68056935	68057795	+	552.0	1	0.000	0.000	0.000	0.000
ENSOARG00000004894	ENSOART00000005331	chr14	45448693	45449119	+	237.0	1	0.000	0.000	0.000	0.000
PAPOLG	ENSOART00000001684	chr3	63091125	63121409	-	4407.0	1	0.000	10.000	29.000	42.000
ENSOARG00000020974	ENSOART00000022850	chr7	55947828	55948860	-	644.0	1	0.000	0.000	0.000	0.000
ENSOARG00000018391	ENSOART00000020014	chr11	33734065	33757849	+	2911.0	1	0.000	281.000	670.000	878.000
ENSOARG00000011025	ENSOART00000011994	chr12	52264392	52267988	-	1429.0	1	0.000	0.000	0.000	0.000
ZNF567	ENSOART00000005782	chr14	46022927	46049179	-	4100.0	1	0.000	3.000	12.000	9.000
FGF20	ENSOART00000010435	chr26	18940396	18951274	+	2889.0	1	0.000	1.000	0.000	0.000
TGM2	ENSOART00000020172	chr13	66590413	66621019	-	4059.0	1	0.000	9.000	3.000	3.000
HOXA11-AS1_6	ENSOART00000023935	chr4	68844030	68844208	-	178.0	1	0.000	0.000	0.000	0.000
ACTR8	ENSOART00000017177	chr19	47025797	47043312	+	3934.0	1	0.000	23.000	74.000	75.000
CATSPER4	ENSOART00000005641	chr2	239775191	239791207	-	1386.0	1	0.000	0.000	0.000	0.000
FAM162A	ENSOART00000021919	chr1	185104593	185125825	+	2465.0	1	0.000	21.000	63.000	71.000
ENSOARG00000002514	ENSOART00000002722	chrUn_AMGL01123989	21	6244	-	2673.0	1	0.000	0.000	0.000	0.000
PCDH15	ENSOART00000014373	chr22	4372641	5339209	+	7469.0	1	0.000	0.000	0.000	0.000
ENSOARG00000022273	ENSOART00000024175	chr8	23938146	23940216	+	2070.0	1	0.000	0.000	0.000	0.000
ENSOARG00000025212	ENSOART00000027115	chr4	3898425	3902519	-	2780.0	1	0.000	0.000	0.000	0.000
ENSOARG00000001467	ENSOART00000001568	chr1	160946471	160947385	+	914.0	1	0.000	0.000	0.000	0.000
HEG1	ENSOART00000022028	chr1	187689865	187748604	-	5750.0	1	0.000	0.000	2.000	0.000
ENSOARG00000026123	ENSOART00000028110	chr21	46186282	46187625	+	1240.0	1	0.000	332.000	226.000	615.000
TBX6	ENSOART00000004394	chr24	26206479	26212145	+	3299.0	1	0.000	1.000	6.000	5.000
TGFA	ENSOART00000012079	chr3	92429319	92539588	-	2706.0	1	0.000	0.000	0.000	0.000
VSTM2A	ENSOART00000014374	chr4	436303	459184	-	893.0	1	0.000	0.000	0.000	0.000
ENSOARG00000008004	ENSOART00000008714	chrUn_AMGL01126166	21	1143	-	1122.0	1	0.000	0.000	0.000	0.000
MATN1	ENSOART00000002279	chr2	235694002	235705365	+	3483.0	1	0.000	0.000	0.000	0.000
APOBEC1	ENSOART00000002226	chr3	206033174	206040784	-	2808.0	1	0.000	0.000	0.000	0.000
TMEM68	ENSOART00000015748	chr9	35870356	35895899	-	3076.0	1	0.000	46.000	120.000	160.000
CHURC1	ENSOART00000023052	chr7	73954342	73967368	+	3844.0	1	0.000	0.000	0.000	1.000
KLK1	ENSOART00000015483	chr14	55932085	55937063	-	792.0	1	0.000	0.000	0.000	0.000
ENSOARG00000018490	ENSOART00000020123	chr12	78229558	78231256	+	774.0	1	0.000	0.000	0.000	1.000
ENSOARG00000025192	ENSOART00000027094	chr1	123359533	123359748	-	215.0	1	0.000	0.000	0.000	0.000
ENSOARG00000014403	ENSOART00000015678	chr9	35488963	35682279	+	680.0	1	0.000	0.000	0.000	0.000
TMEM212	ENSOART00000022606	chr1	213684281	213705327	-	3464.0	1	0.000	0.000	0.000	0.000
PTCHD4	ENSOART00000013120	chr20	20949709	21154892	-	4669.0	1	0.000	0.000	0.000	0.000
CIB1	ENSOART00000013192	chr18	20722321	20727112	-	2638.0	1	0.000	75.000	176.000	216.000
ENSOARG00000002405	ENSOART00000002612	chr12	49049574	49067252	+	3908.0	1	0.000	53.000	54.000	122.000
ZBBX	ENSOART00000001602	chr1	218090049	218211693	+	4630.0	1	0.000	0.000	0.000	0.000
ENSOARG00000015098	ENSOART00000016431	chr10	44186251	44188129	-	1606.0	1	0.000	0.000	0.000	0.000
STXBP5L	ENSOART00000021752	chr1	183898068	184220194	+	5513.0	1	0.000	1.000	0.000	0.000
TMEM247	ENSOART00000006145	chr3	77768567	77775012	-	2721.0	1	0.000	0.000	0.000	0.000
OVAR-DRB3	ENSOART00000017532	chr20	25594470	25610591	+	2721.0	1	0.000	3.000	9.000	19.000
LAS1L	ENSOART00000005417	chrX	45504672	45526146	-	4252.0	1	0.000	247.000	262.000	450.000
DCP1A	ENSOART00000018121	chr19	47639279	47679592	+	3790.0	1	0.000	3.000	11.000	12.000
TEX22	ENSOART00000009447	chr18	68343351	68357744	+	2467.0	1	0.000	0.000	0.000	0.000
THUMPD3	ENSOART00000007767	chr19	17126142	17147382	-	3566.0	1	0.000	22.000	54.000	75.000
FBXW2	ENSOART00000006198	chr2	2693449	2724938	+	3481.0	1	0.000	73.000	93.000	146.000
ENSOARG00000004979	ENSOART00000005422	chr21	49002966	49006440	+	1132.0	1	0.000	2.000	0.000	2.000
ENSOARG00000026624	ENSOART00000028649	chr6	115727633	115914024	-	2797.0	1	0.000	0.000	0.000	0.000
ENSOARG00000020973	ENSOART00000022849	chr3	204050569	204051697	-	743.0	1	0.000	0.000	0.000	0.000
UBAP2	ENSOART00000010227	chr2	37283935	37367930	+	5412.0	1	0.000	9.000	15.000	30.000
TOGARAM2	ENSOART00000021330	chr3	35738859	35791202	+	5177.0	1	0.000	0.000	0.000	0.000
