Gene name	Rat gene name
R3hdm4	R3hdm4
H2-Aa	RT1-Ba
Krt36	Krt36
Mup12	AABR07048474.1
Mup12	LOC298111
Mup12	LOC500473
Mup12	Mup4
Mup12	LOC259244
Mup12	RGD1566134
Prtn3	Prtn3
Slc17a8	Slc17a8
Mt2	Mt1m
H2-Q2	RT1-CE7
H2-Q2	AABR07044397.1
H2-Q2	RT1-CE5
H2-Q2	RT1-CE1
H2-Q2	RT1-CE4
H2-Q2	RT1-CE3
H2-Q2	AABR07044404.1
H2-Q2	AABR07044383.1
H2-Q2	LOC103690108
Scyl1	Scyl1
Chic1	Chic1
Mug1	LOC297568
Mup10	AABR07048474.1
Mup10	LOC298111
Mup10	LOC500473
Mup10	Mup4
Mup10	LOC259244
Mup10	RGD1566134
Synm	Synm
Rnf5	Rnf5
H2-Q7	RT1-CE7
H2-Q7	AABR07044397.1
H2-Q7	RT1-CE5
H2-Q7	RT1-CE1
H2-Q7	RT1-CE4
H2-Q7	RT1-CE3
H2-Q7	AABR07044404.1
H2-Q7	AABR07044383.1
H2-Q7	LOC103690108
Sipa1l1	Sipa1l1
Heatr6	Heatr6
Hsd11b2	Hsd11b2
Rab11fip1	Rab11fip1
Pakap	Akap2
Zfp951	LOC100366030
Gm20489	Il2rg
Pou5f1	Pou5f1
Hnf1b	Hnf1b
Klhl14	Klhl14
Ly6h	Ly6h
Pgm2	Pgm2
Cfd	Cfd
Tbl2	Tbl2
Acvr2a	Acvr2a
Becn1	Becn1
Etv3	Etv3
Arpc1a	Arpc1a
Tdg	Tdg
Zfp655	Zfp655
Tnf	LOC103694380
Psca	Psca
Cyp4f37	Cyp4f5
Zfp41	Zfp41
Akap2	Akap2
Ccdc80	Ccdc80
Syt8	Syt8
Ttc23	Ttc23
Krtcap2	Krtcap2
Timm50	Timm50
Krt19	Krt19
H2-Ab1	RT1-Bb
Tmc1	Tmc1
Kif1b	Kif1b
Nlgn3	Nlgn3
Dlx6	AABR07059679.1
Hmx1	Hmx1
Unc80	Unc80
Cyp4f17	Cyp4f17
Gpr87	Gpr87
Krt4	Krt4
Zfp248	Zfp9
Las1l	Las1l
Lhx4	Lhx4
Gm9918	Gm9918
Zdhhc23	Zdhhc23
Gosr1	Gosr1
Hdgfl3	Hdgfl3
Gpi1	Gpi
Wsb2	Wsb2
Ccdc191	Ccdc191
Med14	Med14
Krt16	Krt16
Krt16	Ka11
Cnn2	Cnn2
Trpv1	Trpv1
Cd5l	Cd5l
Gpbp1l1	Gpbp1l1
Mup8	AABR07048474.1
Mup8	LOC298111
Mup8	LOC500473
Mup8	Mup4
Mup8	LOC259244
Mup8	RGD1566134
H2-T22	RT1-N2
H2-T22	RT1-N3
Agpat1	Agpat1
Med12l	Med12l
Lsm14a	Lsm14a
Ppt2	Ppt2
Gml	Gml
Amer1	Amer1
H2-DMb2	LOC108348139
Mccc2	Mccc2
Kcnq1	Kcnq1
Tmc7	Tmc7
H2-Q1	RT1-CE7
H2-Q1	AABR07044397.1
H2-Q1	RT1-CE5
H2-Q1	RT1-CE1
H2-Q1	RT1-CE4
H2-Q1	RT1-CE3
H2-Q1	AABR07044404.1
H2-Q1	AABR07044383.1
H2-Q1	LOC103690108
Nr0b1	Nr0b1
Sec22b	Sec22b
H2-Q4	RT1-CE7
H2-Q4	AABR07044397.1
H2-Q4	RT1-CE5
H2-Q4	RT1-CE1
H2-Q4	RT1-CE4
H2-Q4	RT1-CE3
H2-Q4	AABR07044404.1
H2-Q4	AABR07044383.1
H2-Q4	LOC103690108
Krt77	Krt77
Sema4a	Sema4a
Sec61a2	Sec61a2
Ly6g6c	Ly6g6c
Dnm3	Dnm3
Krt71	Krt71
Dhtkd1	Dhtkd1
Dhtkd1	AC141220.4
Krt31	Krt31
Gast	Gast
Mlip	Mlip
Gspt2	Gspt2
Slc35a5	Slc35a5
Wdr82	Wdr82
Selp	Selp
Cdx4	Cdx4
4932429P05Rik	AABR07038657.1
Wdr18	Wdr18
Cyb5b	Cyb5b
Plscr3	Plscr3
Sox13	Sox13
Myot	LOC100912306
Mup7	AABR07048474.1
Mup7	LOC298111
Mup7	LOC500473
Mup7	Mup4
Mup7	LOC259244
Mup7	RGD1566134
Vsig4	Vsig4
Lmna	Lmna
Optc	Optc
Clic1	Clic1
Fbxo5	Fbxo5
Ckb	Ckb
Rad52	Rad52
Ly6g	RGD1565410
Ly6g	Ly6i
Krt8	Krt8
Krt73	Krt73
Mup19	AABR07048474.1
Mup19	LOC298111
Mup19	LOC500473
Mup19	Mup4
Mup19	LOC259244
Mup19	RGD1566134
Pgr15l	Pgr15l
Slc12a9	Slc12a9
Zscan26	Zscan26
Klri2	Klri2
Ctla4	Ctla4
Frmd8	Frmd8
Mex3a	AC119762.3
Atad2b	Atad2b
Aox3	Aox3
Atrx	Atrx
Golt1a	Golt1a
Krtap31-1	LOC680428
Krtap31-1	LOC680442
Krtap31-1	Krtap31-1
Myct1	Myct1
Dmrtc1c2	Dmrtc1c1
Cyp21a1	Cyp21a1
Sept4	Sept4
Myc	Myc
Slco3a1	Slco3a1
Cln5	AABR07019209.2
Dusp26	Dusp26
Tmem132b	Tmem132b
Aox1	Aox1
H2-M5	RT1-M5
Blzf1	Blzf1
Mbd5	Mbd5
Btla	Btla
Supt5	Supt5h
Cyp3a57	Cyp3a18
Slc19a2	Slc19a2
Fam220a	Fam220a
H2-Eb1	RT1-Db1
Filip1	Filip1
Wbp4	Wbp4
Krt13	Krt13
Acod1	Acod1
Trpv3	Trpv3
Wfdc21	Wfdc21
Med16	Med16
Slurp2	Slurp2
Psme3	Psme3
Mup5	AABR07048474.1
Mup5	LOC298111
Mup5	LOC500473
Mup5	Mup4
Mup5	LOC259244
Mup5	RGD1566134
Arl13b	Arl13b
Brd2	Brd2
Mup21	AABR07048474.1
Mup21	LOC298111
Mup21	LOC500473
Mup21	Mup4
Mup21	LOC259244
Mup21	RGD1566134
Rgma	Rgma
Krtap9-1	LOC680396
Krtap9-1	LOC100910814
Ddx52	Ddx52
Ogt	Ogt
Aox4	Aox4
Ptpn3	Ptpn3
Krt90	Kb15
Sfta2	Sfta2
Ramp2	Ramp2
Synrg	AC105531.1
H2-T23	RT1-S3
Cpsf4	Cpsf4
BC051142	Tsbp1
Lamtor2	Lamtor2
Brf2	Brf2
Prdm16	Prdm16
Prl7a2	Prl7a4
Apoo	Apoo
Mup11	AABR07048474.1
Mup11	LOC298111
Mup11	LOC500473
Mup11	Mup4
Mup11	LOC259244
Mup11	RGD1566134
Cnga2	LOC108348053
Mup3	AABR07048474.1
Mup3	LOC298111
Mup3	LOC500473
Mup3	Mup4
Mup3	LOC259244
Mup3	RGD1566134
H2-DMa	RT1-DMa
Wfs1	Wfs1
H2-T10	RT1-N2
H2-T10	RT1-N3
Serf1	Serf1
Cmtr2	Cmtr2
Phf12	Phf12
Mapre2	AABR07031445.1
Bdp1	Bdp1
Fkbpl	Fkbpl
Tomm5	Tomm5
Chrnb3	Chrnb3
Oprm1	Oprm1
Trip6	Trip6
Qtrt2	Qtrt2
Clnk	Clnk
Wwp2	Wwp2
Larp1b	Larp1b
Spata22	Spata22
Aoc3	Aoc3
Aoc3	AC123346.1
Krt1	Krt1
Ly6g5c	Ly6g5c
Dll3	Dll3
Grin3b	Grin3b
Vip	Vip
Kcnh1	Kcnh1
Kiss1	Kiss1
Krt18	Krt18
Mup6	AABR07048474.1
Mup6	LOC298111
Mup6	LOC500473
Mup6	Mup4
Mup6	LOC259244
Mup6	RGD1566134
Wnk4	Wnk4
Dclk2	Dclk2
Mucl3	Mucl3
H2-Bl	RT1-CE7
H2-Bl	AABR07044397.1
H2-Bl	RT1-CE5
H2-Bl	RT1-CE1
H2-Bl	RT1-CE4
H2-Bl	RT1-CE3
H2-Bl	AABR07044404.1
H2-Bl	AABR07044383.1
H2-Bl	LOC103690108
Cchcr1	Cchcr1
Agbl1	Agbl1
Krt15	Krt15
Dmrtc1c1	Dmrtc1c1
Znrd1	Znrd1
Ly6c1	RGD1565410
Ly6c1	Ly6i
Abcg3	Abcg3l3
Eif2s3y	Eif2s3y
Mog	Mog
Eif1	Eif1
Snx12	Snx12
Nono	Nono
H2-T24	RT1-T24-3
H2-T24	RT1-T24-4
H2-T24	RT1-T24-1
H2-T24	AABR07044364.1
Jrk	Jrk
Abca7	Abca7
Apom	Apom
Gm21320	AABR07048474.1
Gm21320	LOC298111
Gm21320	LOC500473
Gm21320	Mup4
Gm21320	LOC259244
Gm21320	RGD1566134
Prrg3	LOC102546678
Pclo	Pclo
Fhod3	Fhod3
Echdc3	Echdc3
Arl2	Arl2
Vars2	Vars2
Elovl1	Elovl1
Acbd5	Acbd5
Dmd	Dmd
Pdap1	Pdap1
Lst1	Lst1
Gm28040	Kiss1
4931406P16Rik	RGD1308428
Krt82	Krt82
Zfp326	Zfp326
Nmnat2	Nmnat2
Tmem211	Tmem211
Pappa2	Pappa2
Lgals9	Lgals9
BC025446	RGD1565410
BC025446	Ly6i
Shank2	Shank2
Leprot	Leprot
Krt34	Krt34
Ring1	Ring1
Atg3	Atg3
Mtrf1	Mtrf1
Asb12	Asb12
Btnl1	Btnl3
Vps37d	Vps37d
Eif4ebp1	Eif4ebp1
Gm49340	Spata22
Tmem71	Tmem71
Gm8909	RT1-CE7
Gm8909	AABR07044397.1
Gm8909	RT1-CE5
Gm8909	RT1-CE1
Gm8909	RT1-CE4
Gm8909	RT1-CE3
Gm8909	AABR07044404.1
Gm8909	AABR07044383.1
Gm8909	LOC103690108
Zfp57	Zfp57
Rab14	Rab14
Tcf19	Tcf19
Plk4	Plk4
H2-Ob	RT1-DOb
Maged1	Maged1
Il2rg	Il2rg
Rps3a1	Rps3a
Bglap3	Bglap
Zfp960	LOC100366030
Klrg1	Klrg1
Chrna3	Chrna3
Atp6v0d1	Atp6v0d1
Ssr2	Ssr2
Cct6b	Cct6b
Gml2	Gml
Fcrl5	Fcrl5
Krt72	Krt72
Mad2l2	Mad2l2
Efcab10	Efcab10
Fcrl1	Fcrl1
Foxf1	Foxf1
Ly6d	Ly6d
Hax1	Hax1
Zc4h2	Zc4h2
Ddah2	Ddah2
Slc25a51	Mcart1
Slc25a51	Slc25a51
Hspa1l	Hspa1l
Lamc2	Lamc2
Krt79	Krt79
Klc1	Klc1
Foxo4	Foxo4
Kdm5a	Kdm5a
Hacd2	Hacd2
Znfx1	Znfx1
Drd3	Drd3
Tnnt3	Tnnt3
Crtap	Crtapl1
Trim46	Trim46
Vac14	Vac14
Ly6i	RGD1565410
Ly6i	Ly6i
Zfp35	Zfp35
Clasp1	Clasp1
Ubqln4	Ubqln4
Gpx4	Gpx4
Grk1	Grk1
Iqsec3	Iqsec3
Rdh14	Rdh14
Klhl29	Klhl29
Neb	Neb
G6pc	G6pc
Chd2	Chd2
Mxd4	Mxd4
Nlgn2	Nlgn2
Rhobtb2	Rhobtb2
Mup18	AABR07048474.1
Mup18	LOC298111
Mup18	LOC500473
Mup18	Mup4
Mup18	LOC259244
Mup18	RGD1566134
Tax1bp3	Tax1bp3
Psmd7	Psmd7
Tsn	Tsn
Gm7298	LOC297568
Samd12	Samd12
Spn	Spn
Spn	LOC288521
Spn	MGC112692
Muc1	Muc1
Ndufa10	Ndufa10l1
Krt42	Krt42
Aif1	Aif1
Adrb3	Adrb3
P2ry12	P2ry12
Gjb1	Gjb1
Ly6a	RGD1565410
Ly6a	Ly6i
Dnajc11	Dnajc11
Zc3h3	Zc3h3
Tpgs2	Tpgs2
Smim15	Smim15
Dusp21	Dusp21
Eri3	Eri3
Ctns	Ctns
Atp6v1g2	Atp6v1g2
Cyp51	Cyp51
Pip5k1b	Pip5k1b
Got1l1	Got1l1
Ly6f	RGD1565410
Ly6f	Ly6i
Mpl	Mpl
Mafa	Mafa
Abhd16a	Abhd16a
H2-Q5	RT1-CE7
H2-Q5	AABR07044397.1
H2-Q5	RT1-CE5
H2-Q5	RT1-CE1
H2-Q5	RT1-CE4
H2-Q5	RT1-CE3
H2-Q5	AABR07044404.1
H2-Q5	AABR07044383.1
H2-Q5	LOC103690108
Daglb	Daglb
Mctp2	Mctp2
Bola2	Bola2
Tsx	Tsx
Gpkow	Gpkow
Fbxo10	Fbxo10
Mark3	Mark3
Myoc	Myoc
Fam122a	Fam122a
Ly6g6d	Ly6g6d
Vamp4	Vamp4
Psors1c2	Psors1c2
Per3	Per3
Cyp3a59	Cyp3a18
Proser2	Proser2
Krt14	Krt14
1810030O07Rik	RGD1565685
Mup14	AABR07048474.1
Mup14	LOC298111
Mup14	LOC500473
Mup14	Mup4
Mup14	LOC259244
Mup14	RGD1566134
Gm28040	Golt1a
H2-Ke6	Hsd17b8
Ddx39b	Ddx39b
Chrna4	Chrna4
Camta1	Camta1
Mup13	AABR07048474.1
Mup13	LOC298111
Mup13	LOC500473
Mup13	Mup4
Mup13	LOC259244
Mup13	RGD1566134
Krt84	Krt84
Nt5c3b	Nt5c3b
Gas6	Gas6
Egfl8	Egfl8
P3h4	P3h4
Ly6g6e	Ly6g6e
Krt9	Krt9
Mrfap1	Mrfap1
Polr1e	Polr1e
March8	March8
Spem1	Spem1
Gpr173	AABR07037489.1
Atp6v1a	Atp6v1a
Krtap16-1	LOC100909661
Krtap16-1	Krtap16-1
Lepr	Lepr
Pin4	Pin4
Ddx17	Ddx17
Zfp97	LOC100366030
Sapcd1	Sapcd1
Arhgap45	Arhgap45
Emc6	Emc6
Lypd2	Lypd2
Acot5	Acot5
Tnni2	Tnni2
Mup17	AABR07048474.1
Mup17	LOC298111
Mup17	LOC500473
Mup17	Mup4
Mup17	LOC259244
Mup17	RGD1566134
Bin3	Bin3
Dleu7	Dleu7
Btnl2	Btnl2
Slc22a12	Slc22a12
Hspa1b	LOC108348108
Selenov	Selenov
Krt17	Krt17
Man2b2	Man2b2
Man2b2	AC111885.1
Arid3a	Arid3a
Fmo9	Fmo9
Tfcp2l1	Tfcp2l1
Pnpla8	Pnpla8
Eda2r	Eda2r
Zkscan14	Zfp394
Gm11565	LOC680428
Gm11565	LOC680442
Gm11565	Krtap31-1
Blmh	Blmh
Eif2b1	Eif2b1
Rraga	Rraga
Gpihbp1	Gpihbp1
Gm11568	LOC108348235
Bud31	Bud31
Map2	Map2
Tmem256	Tmem256
Hydin	Hydin
Adamtsl1	AABR07049085.1
H2-Q10	RT1-CE7
H2-Q10	AABR07044397.1
H2-Q10	RT1-CE5
H2-Q10	RT1-CE1
H2-Q10	RT1-CE4
H2-Q10	RT1-CE3
H2-Q10	AABR07044404.1
H2-Q10	AABR07044383.1
H2-Q10	LOC103690108
Ipcef1	Ipcef1
Mup20	AABR07048474.1
Mup20	LOC298111
Mup20	LOC500473
Mup20	Mup4
Mup20	LOC259244
Mup20	RGD1566134
Cd36	LOC103690020
Cd36	AABR07059308.1
Cd36	RGD1565355
Smn1	Smn1
Ccr5	Ccr5
Gabra5	Gabra5
Cited1	Cited1
Pi15	Pi15
Polr2e	Polr2e
Cyp4f16	Cyp4f5
H2-D1	RT1-CE7
H2-D1	AABR07044397.1
H2-D1	RT1-CE5
H2-D1	RT1-CE1
H2-D1	RT1-CE4
H2-D1	RT1-CE3
H2-D1	AABR07044404.1
H2-D1	AABR07044383.1
H2-D1	LOC103690108
Ly6g6f	Ly6g6f
Nt5c1b	Nt5c1b
1700029H14Rik	LOC290876
Mup1	AABR07048474.1
Mup1	LOC298111
Mup1	LOC500473
Mup1	Mup4
Mup1	LOC259244
Mup1	RGD1566134
Dmkn	Dmkn
Kdm6a	Kdm6a
Med12	Med12
Zfp830	Zfp830
Bloc1s4	Bloc1s4
Vwa7	Vwa7
Pbx2	Pbx2
Tcea1	LOC498453
Stoml3	Stoml3
Aspa	Aspa
D7Ertd443e	LOC100302465
Tubb3	Tubb3
Cryzl2	Tp53i3
Lrba	Lrba
Ints2	Ints2
Tmem259	Tmem259
Pmf1	Pmf1
Dnajb9	Dnajb9
A1bg	A1bg
Krt75	Krt75
Trip12	Trip12
Foxh1	Foxh1
Rlim	NEWGENE_1559832
Cttn	Cttn
Qsox1	Qsox1
Ly6g5b	Ly6g5b
Prrc2a	Prrc2a
Sox5	Sox5
Ccdc181	Ccdc181
Cxcr3	Cxcr3
Ager	Ager
Lsm2	Lsm2
Tmem132e	Tmem132e
Chrnb4	Chrnb4
Kpna7	Kpna7
4933402N03Rik	LOC499276
Rnf122	AABR07026112.1
Rhpn1	Rhpn1
Heph	Heph
Bms1	Bms1
Cdh13	Cdh13
Dner	Dner
Cdc20	Cdc20
Ly6c2	RGD1565410
Ly6c2	Ly6i
Gnl3l	Gnl3l
Brinp2	Brinp2
Fkbp10	Fkbp10
Vamp3	Vamp3
Nrcam	Nrcam
Prelp	Prelp
Smpx	Smpx
Arhgef2	Arhgef2
Btnl4	Btnl7
Btnl4	LOC100911983
Btnl4	Btnl8
Btnl4	LOC100911938
Btnl4	AABR07044340.1
Btnl4	RGD1624210
Tti2	Tti2
Slc46a2	Slc46a2
Plppr3	Plppr3
Mak16	Mak16
Phka1	Phka1
Usp9y	Usp9y
Bglap2	Bglap
Spem2	Spem2
Krt5	Krt5
Itgb1bp2	Itgb1bp2
Mfsd8	Mfsd8
Vat1l	Vat1l
Tmem255b	Tmem255b
Rfc5	Rfc5
Calcoco1	LOC100912282
Mup9	AABR07048474.1
Mup9	LOC298111
Mup9	LOC500473
Mup9	Mup4
Mup9	LOC259244
Mup9	RGD1566134
Znrd1as	Znrd1as1
Kbtbd6	Kbtbd6
Elane	Elane
Naa50	Naa50
Xpr1	Xpr1
Mup15	AABR07048474.1
Mup15	LOC298111
Mup15	LOC500473
Mup15	Mup4
Mup15	LOC259244
Mup15	RGD1566134
Dgkk	Dgkk
Slurp1	Slurp1
Gramd1c	Gramd1c
Krt76	Krt76
Fadd	Fadd
Mab21l2	Mab21l2
Rasa3	Rasa3
Ier3	Ier3
Rac1	Rac1
Ptbp1	Ptbp1
Gabrg3	Gabrg3
Mr1	Mr1
BC034090	RGD1304622
Nifk	Nifk
Lemd1	AABR07020966.1
Mup2	AABR07048474.1
Mup2	LOC298111
Mup2	LOC500473
Mup2	Mup4
Mup2	LOC259244
Mup2	RGD1566134
Csnk2b	Csnk2b
Gpr165	Gpr165
Gtf2h4	Gtf2h4
Notch2	Notch2
Btnl6	Btnl7
Btnl6	LOC100911983
Btnl6	Btnl8
Btnl6	LOC100911938
Btnl6	AABR07044340.1
Btnl6	RGD1624210
Hspa1a	LOC108348108
Atf6b	Atf6b
P2rx5	P2rx5
Rps7	LOC100362830
D17H6S53E	G4
Mpig6b	Mpig6b
Arpc1b	Arpc1b
Zc3h12b	Zc3h12b
Mup4	AABR07048474.1
Mup4	LOC298111
Mup4	LOC500473
Mup4	Mup4
Mup4	LOC259244
Mup4	RGD1566134
Psma4	Psma4
Cyp3a25	Cyp3a18
Vps25	Vps25
Uck2	Uck2
Ddr1	Ddr1
Prrt1	Prrt1
Kiss1r	Kiss1r
Nudt7	Nudt7
Sec16b	Sec16b
Lamc1	Lamc1
Coa3	Coa3
Tigit	Tigit
Krt35	Krt35
Hs3st1	Hs3st1
Hdac8	Hdac8
Vars	Vars
Kifc2	Kifc2
Gsdmd	Gsdmd
Heatr9	Heatr9
Arc	Arc
Dpt	Dpt
Nfkbil1	Nfkbil1
Rab25	Rab25
Ptcd1	Ptcd1
Them6	Them6
Rell1	Rell1
Slpi	Slpi
Mocos	Mocos
Cep350	Cep350
Mef2c	Mef2c
Gna12	Gna12
H2-K1	RT1-CE7
H2-K1	AABR07044397.1
H2-K1	RT1-CE5
H2-K1	RT1-CE1
H2-K1	RT1-CE4
H2-K1	RT1-CE3
H2-K1	AABR07044404.1
H2-K1	AABR07044383.1
H2-K1	LOC103690108
Prkx	Prkx
Gtf2a1	Gtf2a1
Ddx3y	Ddx3
Neurod4	Neurod4
Coq7	Coq7
1700034I23Rik	LOC365778
4930415L06Rik	AABR07038657.1
Chrna5	Chrna5
Il1rapl1	Il1rapl1
Fam174b	Fam174b
Cntd1	Cntd1
Ier5	Ier5
Krt2	Krt2
Slc25a44	Slc25a44
Bag6	Bag6
Zfp282	Zfp282
Dusp12	Dusp12
Kcnc1	Kcnc1
Il1rapl2	Il1rapl2
7420426K07Rik	AABR07071278.2
Atg7	Atg7
Gpr19	Gpr19
Hspb9	Hspb9
Asb2	LOC100909439
Fam167a	Fam167a
Adgrg3	Adgrg3
Gfpt1	Gfpt1
Pde6d	Pde6d
Mad2l1	Mad2l1
Tspan7	Tspan7
Acvrl1	Acvrl1
Atp6ap1l	Atp6ap1l
Igkv1-131	AABR07060944.1
Clic3	Clic3
Smarca4	Smarca4
Ugt3a2	Ugt3a2
Ccdc106	Ccdc106
Gcc2	Gcc2
Sspo	Sspo
Mal2	LOC100911027
Gm22354	RF00151
Ptgs2	Ptgs2
Glipr1	Glipr1
Abca8a	Abca8a
Actbl2	Actbl2
Olfr183	Olr1555
Ppcdc	NEWGENE_1306267
Acsm1	Acsm1
Cdcp2	Cdcp2
Clec2d	AABR07062138.2
Clec2d	Clec2d
Nagk	Nagk
Olfr1043	Olr481
Cyp24a1	Cyp24a1
Srsf4	Srsf4
Mtch2	Mtch2
Rspo4	Rspo4
Mirlet7i	Mirlet7i
Gm25308	RF00003
Kazn	Kazn
Cbwd1	Cbwd1
Iqcf5	Iqcf5
Vmn1r183	Vom1r32
Ddx49	Ddx49
Trav6-2	AABR07017597.2
Vmn1r231	Vom1r12
Rela	Rela
Atp5o	Atp5po
Znhit2	Znhit2
Ubc	Ubc
Sec22c	Sec22c
Casp9	Casp9
Speer3	AABR07042607.1
Speer3	LOC102547811
Speer3	AABR07069837.1
Speer3	AABR07043407.1
Speer3	AABR07042571.1
Speer3	LOC108348293
Speer3	AABR07043395.1
Speer3	LOC501317
Gm3550	AC132539.2
Gm3550	AABR07043598.1
Ocrl	Ocrl
Extl3	Extl3
Serpinb2	Serpinb2
Klhdc3	Klhdc3
Trbc2	AC109737.1
Gm24041	RF00003
Olfr915	Olr1252
Ascc3	Ascc3
Foxi2	Foxi2
Olfr1222	Olr681
Cma2	Mcpt4
Fam183b	Fam183a
Rab39	Rab39a
Prickle1	Prickle1
Svs5	LOC103694892
Izumo1	Izumo1
Mrpl49	Mrpl49
Actr10	Actr10
Gpr183	Gpr183
Gxylt1	Gxylt1
Arrdc4	Arrdc4
As3mt	As3mt
Slc35e4	Slc35e4
Olfr622	Olr121
Glrx	AC244836.1
Glrx	AC241705.1
Stk31	Stk31
Bend3	Bend3
Olfr449	LOC103692138
Hif3a	Hif3a
Ubtf	Ubtf
Cenpc1	Cenpc
Iigp1	RGD1309362
Lin54	Lin54
Tlr3	Tlr3
Smco3	Smco3
Spock3	Spock3
H60b	Raet1e
Rac3	Rac3
Tpst1	Tpst1
Mns1	Mns1
Prkrip1	Prkrip1
Map10	Map10
Arid1a	Arid1a
Trappc13	Trappc13
Smox	Smox
Fam20c	Fam20c
Mrps10	Mrps10
Psmf1	Psmf1
Artn	Artn
Vsig2	Vsig2
Igkv12-89	AABR07051652.1
Tmem156	Tmem156
Sall2	Sall2
Mucl1	Spt1
Olfr124	Olr1694
Aga	Aga
Hmx2	Hmx2
Mfsd14b	Mfsd14b
Srpx2	Srpx2
Zfp438	Zfp438
Iqcb1	Iqcb1
Sult5a1	Sult5a1
Olfr330	Olr1418
Trap1	Trap1
Tada1	Tada1
A630095E13Rik	LOC688335
Olfr1107	Olr540
Senp5	Senp5
Fdx1	Fdx1
Gm10112	AABR07071848.1
Gm22980	RF00212
Best1	Best1
Gpr119	Gpr119
Gm3476	LOC689479
Gm3476	AABR07055353.1
Tagln3	Tagln3
Rap2b	Rap2b
Mitf	Mitf
Sccpdh	Sccpdh
Serpine2	Serpine2
Cyp2c55	LOC100361492
Lin7a	Lin7a
Xpa	Xpa
Trio	Trio
Ap5z1	AABR07035428.1
Gp1bb	Gp1bb
Uap1	Uap1
Mir1306	Mir1306
Wrb	Wrb
Atp6v1f	AC114343.1
Pogz	Pogz
Rhou	Rhou
Olfr1012	Olr455
Slc1a5	Slc1a5
Mnat1	Mnat1
Olfr2	LOC100911376
Krtap26-1	Krtap26-1
Mettl18	Mettl18
Htr1d	Htr1d
Mtfr1	Mtfr1
Zc3hc1	Zc3hc1
Gm5930	LOC689479
Gm5930	AABR07055353.1
Unk	Unk
Hpgds	Hpgds
Usp19	Usp19
Plekhg5	Plekhg5
Mllt3	Mllt3
Trp53i11	Tp53i11
Gm22479	RF00015
Ebp	Ebp
Wwp1	Wwp1
0610037L13Rik	RGD1559786
Olfr547	Olr41
Syt15	Syt15
Gabrb1	Gabrb1
Il20	Il20
Gm8271	LOC689479
Gm8271	AABR07055353.1
Sema4b	Sema4b
Il18r1	Il18r1
Kbtbd11	Kbtbd11
Igkv2-112	AABR07028049.1
Cerk	Cerk
Abhd3	Abhd3
Armc6	Armc6
Cep295nl	Cep295nl
Gm3298	LOC689479
Gm3298	AABR07055353.1
Spg7	Spg7
Olfr1230	Olr693
Tctn3	LOC100912537
Mcm2	Mcm2
Sh3bgr	LOC102553613
Slc24a3	Slc24a3
Unc45a	Unc45a
Ttll6	Ttll6
Ftl1	AABR07005031.1
Gm25095	RF00560
Neil3	Neil3
Pcdhb21	Pcdhb21
Sec14l4	Sec14l3
Npm2	Npm2
1700037H04Rik	RGD1311739
Vps52	Vps52
Olfr583	LOC684170
Hoxa2	Hoxa2
Gm10272	LOC100361702
Gm10272	LOC100361739
Mtf1	LOC100909856
Vipr1	AABR07071765.1
S100a16	S100a16
Efna2	Efna2
Eml2	Eml2
Tagap	Tagap
St7l	St7l
Cntf	Cntf
Sh3bp2	Sh3bp2
Arhgap12	Arhgap12
Stxbp3	Stxbp3
Slc45a3	Slc45a3
Lcmt1	Lcmt1
Ighv2-6-8	AABR07065768.3
Ighv2-6-8	AABR07065640.1
Ighv2-6-8	AABR07065656.5
Skil	Skil
Fnbp1l	Fnbp1l
Nek6	Nek6
Olfr1101	Olr533
Rgs8	Rgs8
Fpr3	Fpr2
Casp1	Casp1
Pdgfrb	Pdgfrb
Trav14-1	AABR07017781.1
Itsn1	Itsn1
Zbtb6	Zbtb6
Dapk1	Dapk1
Gm25810	RF00026
Kat14	Kat14
Taar6	Taar6
Gm25481	RF00003
Asb6	Asb6
Rpl21	Rpl21
Gm10767	Ramac
Clec4a4	Clec4a2
Lox	Lox
Flrt2	Flrt2
Muc2	AABR07006030.1
Megf6	LOC100911486
Ino80	Ino80
Sec63	Sec63
Usmg5	Atp5md
Usmg5	LOC103693430
Lysmd3	Lysmd3
Defa29	Defa9
Ankib1	Ankib1
Dlgap1	Dlgap1
Mif	AABR07016805.1
Klf8	Klf8
Gm24468	RF00026
Tmprss11f	Tmprss11f
Bcl7b	Bcl7b
Mirlet7g	Mirlet7g
Tomm22	Tomm22
Cetn3	LOC100912538
Rabep2	Rabep2
Maco1	Maco1
Dbx1	Dbx1
Cdc25b	Cdc25b
Olfr48	Olr721
Olfr32	Olr737
Ldha	Ldha
Vps13c	Vps13c
Gm22830	RF00420
Serpinb9f	Serpinb9d
Sgcz	AABR07025986.2
Tmem92	AABR07030359.1
Gm26330	RF00218
Clu	Clu
Pld4	Pld4
Celf6	Celf6
Insl6	Insl6
Npm1	AABR07041089.1
Scn2b	Scn2b
Med7	Med7
Kif20a	Kif20a
Kif3c	Kif3c
Cox7b	Cox7b
Arid3b	Arid3b
Med28	Med28
Celf4	Celf4
Cyp2c67	Cyp2c13
Tas2r113	Tas2r113
Ap1b1	Ap1b1
Surf6	Surf6
Spata3	Spata3
Hnrnpc	Hnrnpc
Vipas39	Vipas39
Gramd3	Gramd2b
Bud23	Bud23
Bfsp2	Bfsp2
Anp32e	Anp32e
1700018F24Rik	Rgl1
Fam243	Fam243a
Brinp3	Brinp3
Leng1	Leng1
