Gene name	Golden Hamster gene name
Gimap5	
Pspn	Pspn
Evc2	Evc2
Arhgap44	Arhgap44
Rad18	Rad18
Fxyd4	Fxyd4
Trav13d-4	
Tmem215	Tmem215
Gimap7	
March4	March4
Gimap6	Gimap6
Naip2	ENSMAUG00000013227
Naip2	ENSMAUG00000003476
Nup43	Nup43
Mdk	Mdk
Iqca	Iqca
Trav14d-3-dv8	
Gimap4	Gimap4
Eif2ak4	Eif2ak4
Fkrp	Fkrp
Slc25a41	Slc25a41
Trav7n-4	
Hnf4g	Hnf4g
Khdc1a	
Trav6n-5	
Fgf5	
Pcmt1	Pcmt1
Lrriq4	Lrriq4
Trav10n	
Ces1a	Ces1a
Gria2	Gria2
Ankrd39	Ankrd39
Tbc1d25	Tbc1d25
Mul1	Mul1
Bckdk	Bckdk
Snx27	Snx27
Smarcal1	Smarcal1
Lrrc34	Lrrc34
Vasp	Vasp
Vgll1	Vgll1
Rab3gap1	Rab3gap1
Katnb1	Katnb1
Rnase11	
Ankrd23	ENSMAUG00000009491
Mum1	Mum1
Eogt	Eogt
Gdap1	Gdap1
Olfr750	
Arid1b	Arid1b
Dclk1	
Gimap1	ENSMAUG00000018669
Pdhx	Pdhx
Pias3	ENSMAUG00000018348
Fam103a1	ENSMAUG00000016043
Umps	Umps
Mtg1	Mtg1
Ahr	Ahr
Gm42417	ENSMAUG00000009491
Cenpw	Cenpw
Frmpd2	
Pgam2	
E2f6	E2f6
Chrm4	Chrm4
Lrfn4	Lrfn4
Gm37797	Gm37797
Ndufa10	ENSMAUG00000015249
4833420G17Rik	4833420G17Rik
Olfr1019	Olfr1019
Ndufaf4	Ndufaf4
Lnpk	Lnpk
Sprn	Sprn
Axl	Axl
Cul5	Cul5
Olfr1020	Olfr1020
Nhsl1	Nhsl1
Camk2n1	Camk2n1
Podxl	Podxl
Trim30d	ENSMAUG00000002714
Trim30d	ENSMAUG00000005493
Ighv1-63	ENSMAUG00000005010
Hgf	Hgf
B2m	B2m
Zdhhc20	Zdhhc20
Igkv16-104	
Ighv1-64	ENSMAUG00000007440
Me3	ENSMAUG00000012259
Me3	ENSMAUG00000007180
Keap1	Keap1
Olfr401	
Trim69	ENSMAUG00000000229
Clvs1	
Rdh13	Rdh13
Map7	
Bend5	Bend5
1700007G11Rik	1700007G11Rik
Atf1	Atf1
Eif2s3y	ENSMAUG00000010330
Eif2s3y	ENSMAUG00000017051
Olfr402	
Crnkl1	Crnkl1
Lgalsl	ENSMAUG00000015033
Patl2	Patl2
Arhgef39	Arhgef39
Cadps	ENSMAUG00000017076
Noct	Noct
Mrpl39	Mrpl39
Map3k20	Map3k20
Cd151	Cd151
Dnajc21	Dnajc21
Maoa	Maoa
Agbl4	Agbl4
Utp23	ENSMAUG00000017455
Rhag	Rhag
Trav6n-6	
Kcna6	Kcna6
Lpgat1	Lpgat1
Birc6	Birc6
Igkv15-103	
Fgf3	Fgf3
Pkd2	Pkd2
Olfr1506	ENSMAUG00000008717
Olfr1506	ENSMAUG00000006795
Cfap61	ENSMAUG00000021388
Hacd1	Hacd1
Cacng7	Cacng7
2410141K09Rik	
Recql	Recql
Scube3	Scube3
Gdf5	Gdf5
Gm2042	
Gm15557	Gm15557
Dld	Dld
Rnf17	Rnf17
Adprhl2	Adprhl2
Slfn5	ENSMAUG00000009126
Rbpms	Rbpms
Cep95	Cep95
Fam171a1	Fam171a1
Gm28047	ENSMAUG00000020350
Sox21	
Atf7	ENSMAUG00000020350
Asic2	Asic2
Fbxo33	ENSMAUG00000008591
Pde10a	Pde10a
Mok	Mok
Arhgef2	ENSMAUG00000019940
Phlpp1	Phlpp1
Acsm4	Acsm4
Cenpq	Cenpq
Gtf3c3	Gtf3c3
Cracr2b	Cracr2b
Unc45b	Unc45b
Ppfia3	Ppfia3
9930021J03Rik	9930021J03Rik
Tbc1d31	Tbc1d31
Spata46	Spata46
Masp2	Masp2
Galnt3	Galnt3
Nos1ap	Nos1ap
Cdc42ep4	Cdc42ep4
Aldh1a1	Aldh1a1
Tmod4	Tmod4
Bicd1	Bicd1
Pigv	Pigv
Trmo	
Zfp185	Zfp185
Slc31a2	Slc31a2
Rab21	Rab21
Aass	Aass
Kif13a	Kif13a
Rp1	Rp1
Cntnap4	Cntnap4
Arrdc1	Arrdc1
Angel1	Angel1
Pyroxd1	Pyroxd1
Tomm20	ENSMAUG00000021243
Tomm20	ENSMAUG00000008169
Fam163b	Fam163b
Cd40lg	Cd40lg
Cyhr1	Cyhr1
Eef2	Eef2
Ndst4	ENSMAUG00000003226
Tardbp	Tardbp
Zfp488	Zfp488
Samd9l	
Figla	Figla
Ces1b	ENSMAUG00000013993
Pou5f2	Pou5f2
Nudt17	ENSMAUG00000013329
Fam172a	Fam172a
Cnn1	Cnn1
Cacng8	Cacng8
Mrpl2	Mrpl2
Bcl2l1	Bcl2l1
Uevld	Uevld
Vwa5b1	Vwa5b1
Rab26	Rab26
Anxa8	Anxa8
Hlx	Hlx
Gm6871	ENSMAUG00000008353
Gm7694	Gm7694
Ppm1n	Ppm1n
Gprin1	Gprin1
Polm	ENSMAUG00000008781
Serpinh1	Serpinh1
Fbxo4	Fbxo4
Thumpd1	Thumpd1
Rcan3	Rcan3
2300009A05Rik	2300009A05Rik
Khdc1c	
Myot	Myot
Lrrc74a	Lrrc74a
Herpud2	Herpud2
Slc13a4	Slc13a4
Iqch	Iqch
Klhl3	Klhl3
Tekt2	Tekt2
Foxp4	Foxp4
Lrrc28	Lrrc28
Fblim1	Fblim1
Olfr142	
Malrd1	
Gsdmc	ENSMAUG00000008687
Gsdmc	ENSMAUG00000008551
Gsdmc	ENSMAUG00000008438
Rgs8	Rgs8
Chaf1b	Chaf1b
Rasa3	Rasa3
Ush1c	ENSMAUG00000000973
Cul7	Cul7
Mthfd1l	Mthfd1l
Cldn6	Cldn6
Khdc1b	
Sema4f	Sema4f
Aard	
Mark3	Mark3
Chp2	Chp2
Olfr791	Olfr791
Ncl	ENSMAUG00000005497
Ces1c	ENSMAUG00000013993
Zik1	Zik1
Cdpf1	Cdpf1
Maob	Maob
Cldn9	Cldn9
Chfr	Chfr
Ak8	Ak8
Mapre3	Mapre3
Adarb2	Adarb2
Vmn1r77	
Slc30a8	Slc30a8
Npff	
Gm21987	Gm21987
Popdc2	ENSMAUG00000020930
Lin7b	Lin7b
Angptl3	Angptl3
Odc1	ENSMAUG00000013912
Odc1	ENSMAUG00000013651
Odc1	ENSMAUG00000001391
Nudcd3	Nudcd3
Trmt11	Trmt11
Ces3a	ENSMAUG00000014836
Marc1	Marc1
Mdga1	Mdga1
Dpt	Dpt
Osbpl7	Osbpl7
Cox17	
Trav7n-5	
Xcl1	Xcl1
2310022A10Rik	ENSMAUG00000012980
Dock7	Dock7
C4bp	C4bp
Sdk2	Sdk2
Trpm1	Trpm1
Borcs6	Borcs6
Pi15	Pi15
Ebp	ENSMAUG00000013888
Ebp	ENSMAUG00000015656
Polr1a	Polr1a
Lonrf2	ENSMAUG00000012235
Pdk2	Pdk2
Zbtb8a	Zbtb8a
Aptx	Aptx
Pkdcc	ENSMAUG00000013224
Lemd3	Lemd3
Hilpda	Hilpda
Mrpl10	Mrpl10
3110040N11Rik	3110040N11Rik
Aldh1a7	Aldh1a7
Lsm4	Lsm4
1520401A03Rik	1520401A03Rik
Zbtb8os	Zbtb8os
Dbh	Dbh
Rtn2	ENSMAUG00000000670
Fam71f2	Fam71f2
Anapc10	ENSMAUG00000014510
Anapc10	ENSMAUG00000005611
Arf5	Arf5
Ssbp1	ENSMAUG00000016883
Ssbp1	ENSMAUG00000006010
Btbd1	Btbd1
Olfr695	ENSMAUG00000008008
Slc25a25	Slc25a25
Fscn3	Fscn3
Rbm34	ENSMAUG00000012443
Spry1	Spry1
Pdzd3	Pdzd3
Rapgef5	
Arhgef6	ENSMAUG00000008083
Nme2	
Zmat3	Zmat3
Gcc1	Gcc1
Atg2a	Atg2a
Sept7	Sept7
Ring1	Ring1
Tmem267	Tmem267
Pnma5	
Lrrc31	
Ube2k	ENSMAUG00000005147
Ube2k	ENSMAUG00000013941
Naip5	ENSMAUG00000013227
Naip5	ENSMAUG00000003476
Canx	Canx
Ranbp6	Ranbp6
Trav12n-1	
Gm20390	
Qdpr	Qdpr
Ints9	Ints9
Nme1	ENSMAUG00000002359
A930017K11Rik	
Gsdmc2	ENSMAUG00000008687
Gsdmc2	ENSMAUG00000008551
Gsdmc2	ENSMAUG00000008438
Zfp507	Zfp507
Gdpd5	
Ccdc146	Ccdc146
Tcf3	Tcf3
Nap1l3	Nap1l3
Capn15	Capn15
Pgap1	Pgap1
Sipa1l1	ENSMAUG00000008287
Sipa1l1	ENSMAUG00000005000
Hebp2	Hebp2
Fkbp1b	Fkbp1b
Cldn34c1	ENSMAUG00000013214
Gng2	Gng2
Prkcb	ENSMAUG00000013071
Prkcb	ENSMAUG00000002459
Pcyox1l	Pcyox1l
Ppp1r16a	Ppp1r16a
Olfr1022	
Stk32b	Stk32b
Fam227a	
Ext1	Ext1
Stpg1	Stpg1
Ift20	Ift20
Gsap	Gsap
Cyb5b	
Cyth1	Cyth1
Ncaph	ENSMAUG00000021041
Slc25a23	ENSMAUG00000000871
Inha	inha
Ppa2	Ppa2
Fam177a	ENSMAUG00000010631
Gsdmc3	ENSMAUG00000008687
Gsdmc3	ENSMAUG00000008551
Gsdmc3	ENSMAUG00000008438
Nipal3	Nipal3
L2hgdh	L2hgdh
Prss16	Prss16
Apip	Apip
Bmp3	
Cenpj	Cenpj
Crispld1	Crispld1
Olfr248	
Etv6	Etv6
Tbc1d10a	Tbc1d10a
Peli1	Peli1
Nolc1	
Vmn1r78	
Fam180a	Fam180a
4930432K21Rik	4930432K21Rik
Ccl28	Ccl28
Kcnq5	Kcnq5
Vmn1r79	
Marc2	Marc2
Crb3	Crb3
Stac3	Stac3
Gtf3c4	Gtf3c4
Osbp2	
Timd2	
Myo1b	Myo1b
Rce1	Rce1
Slc7a13	Slc7a13
Olfr1023	
Fam71f1	Fam71f1
Rnf220	ENSMAUG00000000617
Cdh12	
Elf2	
Snapc2	Snapc2
Dmrta1	Dmrta1
Rps6kb1	ENSMAUG00000012729
Kdelc1	Kdelc1
Afp	Afp
Pcbp3	Pcbp3
Snrpa1	Snrpa1
Ndufa9	Ndufa9
Naif1	Naif1
Jund	Jund
Wdcp	Wdcp
Itgbl1	Itgbl1
Olfr414	
Rab39	Rab39
Cytl1	ENSMAUG00000013788
Atp5s	Atp5s
Vmn1r80	
Rab13	Rab13
Il33	ENSMAUG00000010025
Zfand5	Zfand5
Pold2	ENSMAUG00000008387
Hrasls5	Hrasls5
Tmem107	Tmem107
Jam2	Jam2
Ppia	ENSMAUG00000019015
Blnk	Blnk
Unc13d	ENSMAUG00000009510
Gm16486	Gm16486
Wtap	Wtap
Sema4c	Sema4c
Zfp961	
Tbx19	Tbx19
Babam2	Babam2
Prkag2	Prkag2
Hoxa1	Hoxa1
Irf2bpl	Irf2bpl
Mon1b	Mon1b
Ces1d	Ces1d
Adgrf4	Adgrf4
Auh	Auh
Pcsk6	Pcsk6
Prss8	Prss8
Syce1l	
Svbp	ENSMAUG00000007778
Hemgn	Hemgn
Cby3	Cby3
Cyp4f18	
Aebp1	Aebp1
Rock2	
Fgf4	
Clmp	Clmp
Kat8	Kat8
Ddx31	Ddx31
Tex30	Tex30
Hepacam2	Hepacam2
Gata2	Gata2
Hbs1l	Hbs1l
Smc4	Smc4
Kdr	Kdr
Rhox12	Rhox12
Ctxn1	Ctxn1
Olfr220	
Fam107a	Fam107a
Dcp2	Dcp2
Rhox13	
Ndp	Ndp
Bcl2	Bcl2
Aldoa	ENSMAUG00000010797
Olfr697	
Rnf121	ENSMAUG00000001102
Fmn2	Fmn2
Fgf15	Fgf15
Alkbh5	Alkbh5
Olfr796	Olfr796
Tpx2	Tpx2
Fgl2	fgl2
Rnft1	Rnft1
Smurf2	ENSMAUG00000010800
Cnpy2	Cnpy2
Olfr698	
Pnma3	
Rpp21	Rpp21
G6pc2	G6pc2
Tac1	Tac1
Terb2	ENSMAUG00000014734
Nrde2	Nrde2
Jtb	Jtb
Nanos3	Nanos3
Oxct1	
Taok3	Taok3
Herc1	Herc1
Krtdap	Krtdap
Tnr	Tnr
Vangl2	ENSMAUG00000017614
Hnrnpa0	Hnrnpa0
Zfp352	
Timm44	Timm44
Ufl1	
Efhc2	Efhc2
Fkbp15	Fkbp15
Slc22a19	Slc22a19
Atp6v0d2	Atp6v0d2
Fam178b	Fam178b
Entpd5	Entpd5
Extl3	Extl3
Fnbp1l	Fnbp1l
Fabp7	Fabp7
Nek2	Nek2
Mettl25	Mettl25
Map4k5	Map4k5
Olfr657	ENSMAUG00000006746
Tuft1	Tuft1
Ago3	Ago3
Tmem255a	Tmem255a
Eps8l1	ENSMAUG00000017155
Eps8l1	ENSMAUG00000019917
Olfml2b	Olfml2b
Ttc38	Ttc38
Fezf1	Fezf1
Dnajb8	Dnajb8
Rps11	Rps11
Ccdc59	Ccdc59
Anp32b	ENSMAUG00000008863
Anp32b	ENSMAUG00000004575
Olfr658	ENSMAUG00000015758
Cacng6	Cacng6
Prkg2	Prkg2
Timmdc1	Timmdc1
Porcn	Porcn
Gm960	ENSMAUG00000016221
Vamp2	Vamp2
Stam	Stam
Dao	Dao
Slc35f2	Slc35f2
Sox17	ENSMAUG00000013096
R3hcc1	R3hcc1
Hhip	Hhip
Snrnp25	Snrnp25
Naip6	ENSMAUG00000013227
Naip6	ENSMAUG00000003476
Zbtb33	Zbtb33
Olfr403	
Gpr63	Gpr63
Ddx60	Ddx60
Tmem14c	Tmem14c
Olfr659	
Mcc	Mcc
Cyp2s1	Cyp2s1
Fhl5	Fhl5
Gata3	Gata3
Plxdc2	
Alg14	ENSMAUG00000000741
Idnk	Idnk
Fam57b	Fam57b
Fgf14	Fgf14
Adgrf2	Adgrf2
Tmem62	ENSMAUG00000013508
Zfp951	
Olfr1028	ENSMAUG00000011004
Iba57	Iba57
Cldn14	Cldn14
Fam229b	Fam229b
M1ap	M1ap
Edaradd	Edaradd
S1pr5	S1pr5
Pomgnt1	Pomgnt1
Polr2h	Polr2h
Commd3	Commd3
Ell2	Ell2
Olfr1029	ENSMAUG00000011004
Cdc45	Cdc45
Tmem242	Tmem242
Trim39	Trim39
Clcn2	Clcn2
Abcg3	Abcg3
Gbp2	Gbp2
Olfr485	ENSMAUG00000014639
Cipc	Cipc
Kmt5c	Kmt5c
Tmem82	Tmem82
Olfr486	ENSMAUG00000014639
Nmur1	ENSMAUG00000011612
Micu2	Micu2
Rpusd3	Rpusd3
Ubxn10	Ubxn10
Adgrf1	Adgrf1
Olfr487	ENSMAUG00000014639
Armc2	ENSMAUG00000012693
Parpbp	Parpbp
Ucp1	ENSMAUG00000001700
Ldhal6b	
Afap1l1	Afap1l1
Slc26a3	ENSMAUG00000006178
Nbas	Nbas
Pla2g2c	Pla2g2c
Tex44	
Slc39a7	Slc39a7
Nfat5	ENSMAUG00000017634
Olfr488	ENSMAUG00000014639
Nmt2	Nmt2
Calm1	Calm1
Sord	Sord
Dthd1	Dthd1
Ripply3	Ripply3
Sncb	Sncb
Add1	Add1
Usp36	Usp36
Rbks	Rbks
Pik3ca	Pik3ca
Tmem97	Tmem97
Artn	Artn
Tlr3	Tlr3
Olfr43	
Cd163l1	
Creb3l4	ENSMAUG00000007210
Ttpa	Ttpa
Samd7	
E2f5	E2f5
Fam124b	Fam124b
Fcrl5	Fcrl5
Pmch	Pmch
Mrpl33	Mrpl33
Zpld1	Zpld1
Elavl2	Elavl2
Agr3	Agr3
Nwd2	Nwd2
Trav12n-2	
Vmn1r70	
Ufd1	Ufd1
Ighv8-11	
Samd12	Samd12
Gjc2	Gjc2
Npc1l1	ENSMAUG00000014463
1810022K09Rik	1810022K09Rik
Rasgef1a	Rasgef1a
Tomm22	ENSMAUG00000020296
Tomm22	ENSMAUG00000022063
H2-Ke6	H2-Ke6
Eri2	Eri2
Mtpn	Mtpn
Stk11ip	Stk11ip
Grip2	Grip2
Kdsr	Kdsr
Pla2g2f	Pla2g2f
Mak	
Gm29427	ENSMAUG00000013673
Tas2r137	
Zcchc13	
Mylk2	Mylk2
Tas2r108	Tas2r108
Pyurf	Pyurf
Pfkfb2	ENSMAUG00000013673
Ccdc89	Ccdc89
Pla2g2d	Pla2g2d
Vmn1r81	
Casp4	
Fam131a	Fam131a
Gm9999	Gm9999
Chst10	Chst10
Sav1	Sav1
Fam83a	Fam83a
Crebzf	Crebzf
Cd28	Cd28
Kmt2a	Kmt2a
Arfgef3	Arfgef3
Hpcal1	Hpcal1
Uhrf2	Uhrf2
Rhbdf1	Rhbdf1
Afm	Afm
Atl1	Atl1
Mybl1	Mybl1
Vmn1r82	
Polr2l	Polr2l
Dnaja1	ENSMAUG00000021596
Vmn1r83	
Dab2ip	Dab2ip
Dok1	Dok1
Olfr699	
Uqcrfs1	Uqcrfs1
5830411N06Rik	
Vmn1r84	
Foxs1	Foxs1
Pigp	ENSMAUG00000010045
Smpdl3a	Smpdl3a
Plxna4	ENSMAUG00000017003
Cep164	Cep164
Ugt8a	Ugt8a
Rgs16	Rgs16
Arid1a	
Nlrp4b	ENSMAUG00000007012
Zfhx4	Zfhx4
Abcb11	Abcb11
Lancl2	Lancl2
Cdkl1	Cdkl1
Cdh18	
Usp30	Usp30
Olfr1271	
AI314180	AI314180
Olfr700	
Tbca	Tbca
Itpripl1	Itpripl1
Rexo5	
Ppm1g	Ppm1g
Zfp551	Zfp551
Sardh	Sardh
Adipor2	Adipor2
Olfr701	Olfr701
Rapsn	Rapsn
Flywch2	Flywch2
Tarm1	
Zfp523	Zfp523
Vopp1	ENSMAUG00000019362
Vopp1	ENSMAUG00000000840
Nfkbiz	Nfkbiz
Dnajc9	Dnajc9
Prss37	Prss37
Poglut1	Poglut1
Klhdc7b	
Smu1	Smu1
Thrb	Thrb
Rnf5	Rnf5
Pex6	Pex6
Sec62	Sec62
Olfr1273-ps	ENSMAUG00000008266
Alkbh2	Alkbh2
Olfr1272	ENSMAUG00000008266
Kif7	Kif7
Etv3	Etv3
Slfn9	ENSMAUG00000013430
Calu	Calu
Tmem19	Tmem19
Svop	Svop
Ttc3	ENSMAUG00000008161
Ttc3	ENSMAUG00000007378
Olfr802	ENSMAUG00000000157
Mfsd2b	ENSMAUG00000005352
Ero1lb	Ero1lb
Vps50	Vps50
Pax4	Pax4
Slc16a2	Slc16a2
Hoxa4	ENSMAUG00000008398
Duox2	Duox2
Tshz3	
4930480E11Rik	
Oit1	Oit1
Acsm3	Acsm3
Trav12n-3	
Dpm3	ENSMAUG00000008843
Dpm3	ENSMAUG00000020360
Hoxa6	Hoxa6
Gabpa	ENSMAUG00000016360
Gabpa	ENSMAUG00000019747
Eefsec	Eefsec
Hoxa3	Hoxa3
Brix1	Brix1
Guk1	Guk1
Six6	Six6
Pla2g2a	
Cep250	Cep250
Slc25a4	Slc25a4
Tmem214	Tmem214
Olfr804	
Defb1	Defb1
Slc25a34	Slc25a34
Parp4	
Hist1h2ah	
Adgrf5	ENSMAUG00000000876
Gypa	
Olfr490	Olfr490
4930447C04Rik	4930447C04Rik
Hint3	Hint3
Gm28308	ENSMAUG00000014462
Hoxa7	Hoxa7
Coro2a	Coro2a
Zbtb8b	Zbtb8b
Agr2	Agr2
Havcr1	
Elmod2	ENSMAUG00000017426
Pla2g5	Pla2g5
Eepd1	Eepd1
Arsj	Arsj
Ticrr	Ticrr
Slc2a2	Slc2a2
Slc30a1	Slc30a1
Hoxa5	Hoxa5
Olfr703	
Atp5j	Atp5j
Hoxa2	ENSMAUG00000014462
AU022252	AU022252
Tspan4	Tspan4
Rnasel	Rnasel
Slc39a1	Slc39a1
Fosb	Fosb
Ncoa7	ENSMAUG00000013485
Cyp26b1	Cyp26b1
Bzw1	Bzw1
Opn1sw	
Nhlh1	Nhlh1
Fbxl14	
Olfr460	Olfr460
Wnt5b	Wnt5b
Olfr704	ENSMAUG00000008008
1700025G04Rik	1700025G04Rik
Ythdc2	Ythdc2
Asns	Asns
Fam214b	Fam214b
Ttll4	Ttll4
Trav13n-2	
Tbx21	Tbx21
Tmem269	Tmem269
Nans	ENSMAUG00000017039
Trav14n-2	
Thsd7a	Thsd7a
Sun2	
St3gal3	St3gal3
H2afv	H2afv
Fzd3	Fzd3
Eri3	Eri3
Slc50a1	Slc50a1
Golga3	ENSMAUG00000017308
Zswim4	Zswim4
Elof1	Elof1
Chrm2	Chrm2
Trim14	ENSMAUG00000014033
Gm34653	
Ttc23	Ttc23
Ggh	Ggh
Mrps26	Mrps26
Tomm5	Tomm5
Chid1	Chid1
Bsdc1	Bsdc1
Vars	Vars
Yod1	Yod1
Gm13769	ENSMAUG00000008717
Gm13769	ENSMAUG00000006795
Raver2	Raver2
Nr1h2	Nr1h2
Ptpra	Ptpra
Hsdl2	ENSMAUG00000010610
Ccdc85a	Ccdc85a
Rnf148	Rnf148
Col19a1	Col19a1
Epc1	Epc1
Frem3	
Cadps2	ENSMAUG00000014481
Stxbp2	Stxbp2
Syce3	Syce3
Gnmt	Gnmt
Gatsl3	Gatsl3
Olfr705	Olfr705
Spty2d1	Spty2d1
Jak1	Jak1
4930452B06Rik	4930452B06Rik
Ankar	Ankar
Hnrnph1	Hnrnph1
Psmd5	Psmd5
E130308A19Rik	E130308A19Rik
Duoxa1	Duoxa1
Sln	Sln
Letm2	Letm2
Vps4b	Vps4b
Olfr706	Olfr706
Atg4d	Atg4d
Hist1h2bk	Hist1h2bk
Olfr492	
Gda	Gda
Olfr493	
Adgb	ENSMAUG00000018683
Olfr1274-ps	ENSMAUG00000008717
Olfr1274-ps	ENSMAUG00000006795
Lrfn5	Lrfn5
Eif2b5	Eif2b5
Acp5	Acp5
Aup1	Aup1
Tspan13	Tspan13
Copa	Copa
Kri1	Kri1
Dhtkd1	Dhtkd1
Duoxa2	Duoxa2
Trmu	Trmu
Lrrc24	ENSMAUG00000006984
Nr2f1	ENSMAUG00000008658
Olfr494	ENSMAUG00000007784
Epop	Epop
Lrrc14	Lrrc14
Cacng3	Cacng3
0610040J01Rik	0610040J01Rik
Wnk4	ENSMAUG00000015779
Insm1	Insm1
Timp2	Timp2
C1galt1	ENSMAUG00000011248
Ccl2	Ccl2
Ffar2	Ffar2
Nkain3	Nkain3
AW822073	
Mrps16	Mrps16
Rlim	Rlim
Prpf40a	Prpf40a
Otp	Otp
Tmem39a	Tmem39a
Olfr495	ENSMAUG00000007784
Loxl3	Loxl3
Fzr1	Fzr1
Hist1h2ag	
Akap3	Akap3
Cep295nl	Cep295nl
Mgat4d	Mgat4d
Zfp606	
Inip	Inip
Zdhhc22	Zdhhc22
Syt15	Syt15
Tmem126a	Tmem126a
Dusp15	Dusp15
Rad1	Rad1
Tet2	Tet2
Dnajc5b	Dnajc5b
Ptprj	Ptprj
Adm	Adm
Cnpy3	Cnpy3
Ascc3	Ascc3
Glrb	Glrb
Nms	ENSMAUG00000002348
Spink13	Spink13
St3gal5	St3gal5
Grem1	Grem1
Grem2	Grem2
Wbp2	Wbp2
Nup37	Nup37
Htra2	Htra2
Tex28	Tex28
Elmod1	Elmod1
Olfr497	
Synm	Synm
Cldn10	Cldn10
Lrrc37a	
Grb7	ENSMAUG00000017849
Grb7	ENSMAUG00000012659
Dusp22	Dusp22
Hdgfl3	Hdgfl3
Gsdmc4	ENSMAUG00000008687
Gsdmc4	ENSMAUG00000008551
Gsdmc4	ENSMAUG00000008438
Map2	Map2
Bcl2l14	Bcl2l14
Dvl3	Dvl3
Ncstn	Ncstn
Osm	Osm
Nfil3	Nfil3
Rab11fip3	
Abcg1	Abcg1
Gm29394	ENSMAUG00000021035
Elovl3	Elovl3
Ces3b	ENSMAUG00000014836
Msx1	Msx1
Kcnmb3	Kcnmb3
6430550D23Rik	6430550D23Rik
Pitx3	Pitx3
9130401M01Rik	ENSMAUG00000021035
Ptn	Ptn
C130074G19Rik	C130074G19Rik
Tm6sf1	Tm6sf1
Ptma	ENSMAUG00000006179
Ptma	ENSMAUG00000006107
Lurap1	Lurap1
Plekhm2	Plekhm2
Bmi1	Bmi1
3110001I22Rik	ENSMAUG00000009792
Ces1e	Ces1e
Efemp1	Efemp1
Car13	
Zhx1	Zhx1
Exoc6b	Exoc6b
Bfar	Bfar
Chkb	Chkb
Prss36	Prss36
Zfp804a	Zfp804a
Clrn2	ENSMAUG00000013468
Clec5a	Clec5a
Miga1	Miga1
Slc22a26	
4921536K21Rik	
Atf6	Atf6
Ccnd1	Ccnd1
Ankrd44	Ankrd44
Ube2t	Ube2t
Mfsd12	Mfsd12
Dnah11	Dnah11
Ubqln1	Ubqln1
Trav3n-3	
Def6	Def6
Casp12	
Pla2g2e	Pla2g2e
Saysd1	Saysd1
Kcnj9	Kcnj9
Oraov1	Oraov1
Fam102a	
Ehd1	Ehd1
Zfp839	Zfp839
4930404N11Rik	4930404N11Rik
Olfr1031	Olfr1031
Prrg1	Prrg1
P2ry1	P2ry1
Olfr1032	ENSMAUG00000002204
Ddx56	ENSMAUG00000019569
Mark1	Mark1
Vcpip1	Vcpip1
Rell1	Rell1
Ighv1-66	ENSMAUG00000005010
Eif3k	Eif3k
Rd3	Rd3
Nlk	Nlk
Lif	Lif
Tube1	Tube1
Pds5a	Pds5a
Sft2d2	Sft2d2
Mybphl	Mybphl
Wdr41	Wdr41
Rbm14	Rbm14
Cnn3	Cnn3
Dusp18	Dusp18
C77370	C77370
Hmgcs1	Hmgcs1
Ffar3	Ffar3
Olfr808	Olfr808
Gm884	
Dapk3	Dapk3
D330045A20Rik	D330045A20Rik
Kpna2	ENSMAUG00000008315
Gm21992	
Gli3	Gli3
Tbkbp1	Tbkbp1
Trav5n-4	
Cpt1b	
Rbm4	
Ffar1	FFAR1
Ackr3	Ackr3
Tnfaip8l3	Tnfaip8l3
Col28a1	Col28a1
Mllt6	
Tktl1	
Taf3	Taf3
Aldh6a1	Aldh6a1
Mrpl55	Mrpl55
Aldh8a1	Aldh8a1
Chmp7	Chmp7
Wisp3	Wisp3
Ckb	Ckb
Ndufa4l2	ENSMAUG00000016907
Vdr	Vdr
1110059E24Rik	ENSMAUG00000010954
1110059E24Rik	ENSMAUG00000017297
Defb15	ENSMAUG00000010237
Tsen15	Tsen15
Olfr1033	ENSMAUG00000002204
Foxo3	Foxo3
Pdcl3	ENSMAUG00000014729
Pdcl3	ENSMAUG00000006643
Ldlrad1	Ldlrad1
Ralgapa2	Ralgapa2
Shmt2	Shmt2
Rbm4b	Rbm4b
Serpina1a	Serpina1
Lgals3bp	Lgals3bp
Rnf113a2	
Slc19a1	Slc19a1
Zfp639	
Olfr404-ps1	ENSMAUG00000021086
Bbof1	Bbof1
Trav6n-7	
Dyrk4	Dyrk4
Gcm2	Gcm2
Wif1	Wif1
Slit1	Slit1
Olfr406	ENSMAUG00000021086
D8Ertd738e	D8Ertd738e
Akt2	Akt2
Elavl1	Elavl1
1700047I17Rik2	ENSMAUG00000010631
Fundc1	Fundc1
Rnf128	Rnf128
Ago1	Ago1
Duxf3	
Bclaf1	Bclaf1
Ccdc81	Ccdc81
Cdca7l	Cdca7l
Srp54b	ENSMAUG00000014447
Cd3eap	Cd3eap
Mef2c	Mef2c
4932443I19Rik	4932443I19Rik
Trim55	Trim55
Cckar	Cckar
Lats1	Lats1
Trim59	Trim59
Ercc1	Ercc1
Cd163	Cd163
Atoh8	Atoh8
Crtc2	Crtc2
Mpg	
Ccl25	Ccl25
Olfr498	ENSMAUG00000007784
Tet1	Tet1
Trav7n-6	
Gbf1	ENSMAUG00000017130
Gbf1	ENSMAUG00000017791
Ampd3	Ampd3
Scg5	Scg5
Naip1	ENSMAUG00000013227
Naip1	ENSMAUG00000003476
Add2	Add2
Efna1	Efna1
