Gene name	BMR gene name
Hspb6	Hspb6
Arhgap36	Arhgap36
Atpaf1	Atpaf1
Adcy9	Adcy9
Gipc2	Gipc2
Lamc1	
Myh9	Myh9
Pnlip	Pnlip
Rgl1	Rgl1
Ssr3	Ssr3
Rnd3	Rnd3
Rnf213	
1700001L19Rik	1700001L19Rik
Dcn	Dcn
Itpkc	Itpkc
Mrpl53	Mrpl53
Arid1a	Arid1a
Ppp1r15b	Ppp1r15b
Apol10a	
Kank1	
Dld	
Phox2a	Phox2a
Rpl27a	
9530003J23Rik	
Cep152	
Slc35c1	Slc35c1
Ccdc97	Ccdc97
Ids	Ids
Olfr802	
H2-M2	
Nes	Nes
Kansl2	Kansl2
Olfr830	
Mpst	Mpst
Nuf2	Nuf2
Slc6a20a	Slc6a20a
Dpp6	Dpp6
Adamts3	Adamts3
Alkbh4	Alkbh4
Rab18	Rab18
Eps8l1	
Sema4b	Sema4b
Foxc2	Foxc2
Med8	Med8
Axl	Axl
Ighv7-2	
Bglap3	
Zfp870	
Ipo8	Ipo8
Wdr83	Wdr83
Csn2	Csn2
Elmod1	Elmod1
Mov10l1	Mov10l1
Aipl1	Aipl1
Gm38431	
Slc39a6	Slc39a6
Slc18a3	Slc18a3
Podnl1	Podnl1
Lix1	Lix1
Trpm8	Trpm8
Mettl5	
Mfap1a	
Mettl26	Mettl26
Il9	Il9
Ctsr	
Olfr145	Olfr145
Zfp683	Zfp683
Gab2	Gab2
Txnl4b	Txnl4b
Cnr1	Cnr1
Hoxb6	Hoxb6
Rdh13	Rdh13
Srrd	
Pygo2	Pygo2
Wrap53	Wrap53
Fsip1	
Olfr700	
Olfr58	
Gpr137c	Gpr137c
Amigo2	Amigo2
Dnajc4	Dnajc4
Cpsf4	Cpsf4
Jag1	Jag1
AI837181	AI837181
Taf8	Taf8
Cyb561a3	Cyb561a3
Cdh16	
Tmco2	
Ralbp1	
2010005H15Rik	
Pi4k2b	Pi4k2b
Pfkfb2	
Vps45	Vps45
Tmem229b	Tmem229b
Mir598	Mir598
Ackr1	Ackr1
Fam204a	Fam204a
Gm22077	RF00593
Wdr11	Wdr11
Hmx1	Hmx1
Gpi1	Gpi1
Slc25a43	Slc25a43
Nhej1	
Mro	Mro
Gnpda1	
Creb3l2	Creb3l2
Olfr328	
Rnf122	Rnf122
Rora	Rora
Smim23	Smim23
Ighv6-6	
Med27	Med27
Olfr837	
Stfa1	
Zfp335	Zfp335
Ctcfl	Ctcfl
Tmem62	Tmem62
Cpne3	Cpne3
Thoc1	
H2-M1	
Snf8	Snf8
Gata2	Gata2
Rgs21	Rgs21
H2-M11	
Ndufb11	
Ltbp4	
Mbtps2	Mbtps2
Crybb2	Crybb2
Rabl3	Rabl3
Olfr224	
Eipr1	Eipr1
Car8	Car8
Gm29427	
Zfp36l2	Zfp36l2
Gm12695	
Heca	
Birc7	Birc7
Sohlh1	Sohlh1
Fam166a	Fam166a
Liph	Liph
Nr1h2	Nr1h2
Hmgcll1	Hmgcll1
Map3k9	Map3k9
Nid2	Nid2
Exoc6	Exoc6
Nckap5l	Nckap5l
Trps1	Trps1
Cdc26	Cdc26
Gm20716	
Hira	Hira
Krt2	Krt2
Snord1a	RF00213
Rilpl1	Rilpl1
Cox7c	
Erh	
Itih4	Itih4
Mepe	Mepe
Olfr1325	Olfr1325
Rgl2	Rgl2
Kntc1	Kntc1
Gm22842	RF00635
Ercc4	Ercc4
Lrrc24	Lrrc24
Dmrt1	Dmrt1
Elane	Elane
Pglyrp2	Pglyrp2
Nkapl	Nkapl
Tmx3	Tmx3
Sars	Sars
AK157302	
Plekho1	Plekho1
Mob2	Mob2
Ncoa5	Ncoa5
Mmp20	Mmp20
Csf2rb	
Tshb	Tshb
Gm5689	
H2-M10.4	
Slc6a13	Slc6a13
Zbtb2	Zbtb2
Ffar2	Ffar2
Cnst	Cnst
Slc11a2	
Ctsj	
Pigs	Pigs
Slc6a15	Slc6a15
Mir185	Mir185
Sox5	Sox5
Zfp703	Zfp703
Unc45a	Unc45a
Ndufs6	Ndufs6
Ighv10-3	
Gm9774	
Cts3	
Csta1	
Olfr859	
Coro2a	Coro2a
Lrrn2	Lrrn2
Nubp2	Nubp2
H2-M10.3	
Krt15	Krt15
Cwc27	Cwc27
Stfa2	
Bag6	Bag6
Asb11	Asb11
Stk17b	
Mrpl22	Mrpl22
Anapc7	Anapc7
Naglu	Naglu
Wdr1	Wdr1
Krtap4-6	
Hapln1	Hapln1
Rpp21	Rpp21
Tmem8b	Tmem8b
Lhfpl2	Lhfpl2
Coq4	Coq4
Ptchd4	Ptchd4
Olfr851	
Iars	
Mrps21	Mrps21
1810009J06Rik	
Rnf182	Rnf182
Fgf18	Fgf18
1700029H14Rik	1700029H14Rik
Abcb1a	
Fam167a	
Ncf2	Ncf2
Taar7f	
Mir494	Mir494
Fam20a	Fam20a
Rad50	
Mfsd14a	Mfsd14a
Nup43	Nup43
Trappc6b	
2700097O09Rik	2700097O09Rik
Ctsm	
Celsr2	Celsr2
Elavl3	Elavl3
H2-M10.2	
Ak1	Ak1
Tjap1	Tjap1
Krt6a	
Pgm1	Pgm1
Cdh5	Cdh5
Rrm2b	Rrm2b
Psme2	
H2-M10.1	
Tmc1	
Pfdn4	Pfdn4
Tusc1	Tusc1
Rims3	Rims3
Fpgs	Fpgs
Sun3	Sun3
Ubr5	Ubr5
Zfp574	Zfp574
Ddx24	
Efemp1	Efemp1
Cfap45	Cfap45
Clcn1	Clcn1
4930444P10Rik	4930444P10Rik
Rfng	Rfng
Card6	Card6
Gm11596	
Nudt5	Nudt5
Gm23090	RF01191
Sfmbt2	Sfmbt2
Thsd7b	Thsd7b
Olfr1090	Olfr1090
Mmp19	Mmp19
Prpf3	Prpf3
BC100530	
Dnaic1	
Cntnap4	Cntnap4
Drap1	Drap1
Gsdma	
Nxf2	Nxf2
Snapc3	Snapc3
Dcp2	Dcp2
Kctd4	Kctd4
Zc3h11a	
Rhbdf2	Rhbdf2
Dhx16	Dhx16
Baiap2	Baiap2
Cstb	Cstb
Krtap4-13	
Il31ra	Il31ra
Spp2	Spp2
H2-M10.6	
Ass1	Ass1
Prokr2	Prokr2
Aak1	Aak1
Ruvbl1	Ruvbl1
Pdcd10	
Vmp1	Vmp1
Gabrg2	Gabrg2
Tnxb	Tnxb
Btrc	Btrc
Tubb4b	Tubb4b
Haus1	Haus1
Cks2	Cks2
Rhoc	
Fam24b	
6430571L13Rik	6430571L13Rik
Adrm1	
Gm5414	
Acd	Acd
Olfr863-ps1	
Zbtb26	Zbtb26
Thoc7	
Psmb8	Psmb8
Dda1	
Krt6b	
Ces3b	
Carm1	Carm1
Agfg1	
Sptlc2	Sptlc2
Qsox1	Qsox1
Olfr330	
1700008P02Rik	
Ankrd52	Ankrd52
Nudcd3	Nudcd3
Sh3bgr	Sh3bgr
Ckap5	Ckap5
Olfr862	
Dcaf1	Dcaf1
Foxd2	Foxd2
Lsm14a	Lsm14a
Kcnk4	Kcnk4
Mccc1	Mccc1
Sumf2	Sumf2
2700081O15Rik	2700081O15Rik
Ap1g1	Ap1g1
Foxred1	Foxred1
Stab2	Stab2
Cdkl4	Cdkl4
Tm6sf1	Tm6sf1
Gm28044	
Col9a3	Col9a3
Gm13889	Gm13889
Gm49352	
Taar7b	
Btnl2	
Taar7e	
Cdkn2aip	Cdkn2aip
Gjd3	
C1ql4	C1ql4
Tmem259	Tmem259
Gm27698	RF02173
Olfr788	Olfr788
Fhl1	Fhl1
Rpl31	Rpl31
Uts2	Uts2
Rtn2	Rtn2
Cse1l	Cse1l
Mir615	Mir615
Prtn3	Prtn3
Golt1b	Golt1b
Mmp7	Mmp7
Slc17a3	Slc17a3
Apol10b	
Pkp1	Pkp1
Disc1	Disc1
Tmem11	Tmem11
Bex6	
Aqp11	Aqp11
Olfr1360	
Gm25187	RF00056
Rbbp7	
Acot2	
Sh3rf2	Sh3rf2
Odc1	
Bglap	
Snord17	RF00567
Chrnb4	Chrnb4
Ighv6-3	
Cyr61	Cyr61
Nrxn3	Nrxn3
Serpine3	Serpine3
Mdh2	Mdh2
Gm5142	
Acot1	
Map2k6	
Mios	
Chst5	Chst5
Olfr1359	
Olfr930	
Tmem104	Tmem104
Chpt1	Chpt1
Snord4a	RF00266
Col9a1	Col9a1
Ssx2ip	Ssx2ip
Reg2	
Sppl2a	Sppl2a
Ighv7-3	
Nup155	Nup155
Slc29a2	Slc29a2
Rpl21	
Nr4a2	Nr4a2
Ighv6-7	
Igfbp3	Igfbp3
Tssk6	Tssk6
Ces2h	Ces2h
Add2	Add2
Tlr9	Tlr9
Pimreg	Pimreg
Tmem260	Tmem260
Gm27818	RF02116
Wdr37	Wdr37
Wdr6	Wdr6
Evi5l	Evi5l
Apol11a	
Hist1h2bk	Hist1h2bk
Emilin1	Emilin1
Ttc38	
Stt3a	Stt3a
Cts8	
Anxa6	Anxa6
Shld2	Shld2
Ces3a	
Gm5416	
Glp1r	Glp1r
Tas2r115	Tas2r11
Olfr325	
Mir27b	Mir27b
Spib	Spib
Cxcl16	
Mmp27	Mmp27
Nxf1	Nxf1
Supv3l1	Supv3l1
Jdp2	Jdp2
Gngt2	Gngt2
Krtap4-9	
Evx1	Evx1
Rad51c	Rad51c
Snord66	RF00572
Selenow	Selenow
Rmi1	Rmi1
Kdelc1	Kdelc1
Fez2	Fez2
Tpst2	Tpst2
Grpr	Grpr
Ggn	Ggn
R3hdm1	
Gad1	Gad1
Vit	Vit
Pdia2	Pdia2
Traf4	Traf4
Dock8	
Sort1	Sort1
Raph1	
Dynlt3	Dynlt3
Lamtor1	Lamtor1
Api5	Api5
Kmt5a	Kmt5a
Elmod2	Elmod2
Mmd2	Mmd2
Reg1	
Serpina9	Serpina9
Mcmbp	Mcmbp
Ndufaf3	Ndufaf3
F2r	F2r
Pik3cb	Pik3cb
Pim2	Pim2
Cbx8	Cbx8
Rras2	Rras2
Olfr705	Olfr705
Araf	Araf
Tmem206	Tmem206
Ccng2	Ccng2
Tbccd1	Tbccd1
Mbtps1	Mbtps1
Rhno1	Rhno1
Polr2e	Polr2e
Ptpn14	Ptpn14
Phf5a	Phf5a
Dglucy	Dglucy
Sae1	
Gm2663	
Rap2b	Rap2b
Scfd2	
Ablim3	Ablim3
Areg	Areg
Trpc3	Trpc3
Lyar	Lyar
Serf2	Serf2
Zswim4	Zswim4
Ctsa	Ctsa
Pxn	Pxn
Cltc	Cltc
Zc3hav1l	Zc3hav1l
H2-M9	
Gm10131	
Ahctf1	Ahctf1
Cdk5r2	Cdk5r2
H2-M10.5	
Thumpd3	
Rpain	Rpain
Utf1	Utf1
Tubgcp6	Tubgcp6
Sim1	Sim1
Wbp2nl	Wbp2nl
Zfhx3	Zfhx3
Flnb	
Sfpq	Sfpq
Zfx	Zfx
Pcdhga7	Pcdhga7
Ighv10-1	
Nkain4	Nkain4
Jhy	Jhy
Cfap65	
Olfr329-ps	
2610028H24Rik	
Olfr839-ps1	
Pbx2	Pbx2
Mob4	
Gm11569	
Gm27443	RF01906
Pthlh	Pthlh
Rufy3	Rufy3
Pced1a	Pced1a
Dlx6os1	RF01778
Hydin	Hydin
Nsd3	Nsd3
Gm26965	
Hes3	Hes3
Ar	
Igfbp7	Igfbp7
Cfap20	Cfap20
Rtf1	Rtf1
Dner	
Cnih1	
Slco2b1	Slco2b1
Gm27636	RF02208
Dcx	Dcx
Hrh4	
Pabpc1	Pabpc1
Duoxa1	Duoxa1
Sema3b	Sema3b
Pop1	Pop1
Ccdc191	Ccdc191
Dbnl	Dbnl
Lypd8	
Wipi1	Wipi1
Cdkn2c	Cdkn2c
Gm28041	
Gch1	Gch1
Adora3	Adora3
Mir122	Mir122
Rap2a	Rap2a
Bcam	Bcam
Eml1	Eml1
Mettl4	Mettl4
Mtfr2	Mtfr2
Uqcrfs1	Uqcrfs1
Drd1	Drd1
Tm9sf2	Tm9sf2
Xab2	
Sirt5	Sirt5
Adamts18	Adamts18
1700129C05Rik	
Clstn1	Clstn1
Dpm1	
Fmo3	Fmo3
Ifngr2	Ifngr2
Eef2	Eef2
Man1b1	
Snord33	RF00133
Sox15	Sox15
BC117090	
Hypk	Hypk
Adamts4	Adamts4
Pm20d1	Pm20d1
Olfr709-ps1	
Cirbp	Cirbp
Lrcol1	Lrcol1
Lamtor5	
Tjp3	Tjp3
Urb1	Urb1
Lrrtm3	Lrrtm3
Smarcd2	Smarcd2
Commd6	Commd6
Golga2	Golga2
Barx1	Barx1
Ybey	Ybey
Hhipl2	Hhipl2
Sipa1	Sipa1
Snord99	RF00608
Fam214a	Fam214a
Cnn2	
Chmp5	
Papolg	Papolg
Eva1a	Eva1a
Med20	Med20
Tspoap1	Tspoap1
Epx	Epx
Fxyd3	Fxyd3
H2-M3	
Glrb	Glrb
Arhgdia	Arhgdia
Id3	Id3
Bglap2	
Gm24837	RF01191
Slc16a9	
Vgll2	Vgll2
Gfod1	Gfod1
Icam4	Icam4
Ighv7-1	
Lrit1	Lrit1
Afap1l2	Afap1l2
Flg2	
Paqr3	Paqr3
Vat1	
Agtr1a	
Slc38a9	Slc38a9
Nppb	
Gm11595	
Mir196b	Mir196b
Tmem125	
Gm9508	
Mtf2	
Mpdu1	Mpdu1
Nceh1	Nceh1
Prox1	Prox1
Gm27544	RF01971
Avpr1a	Avpr1a
Tmem71	Tmem71
Ms4a6c	
Slc7a5	Slc7a5
Plxnc1	
Gdap2	Gdap2
Aars	Aars
Pla2g5	Pla2g5
Mcph1	Mcph1
Gabarapl1	Gabarapl1
Lrrc8d	Lrrc8d
Dynll2	Dynll2
Smim1	Smim1
Ifnar2	Ifnar2
Olfr732	
Gm765	Gm765
Nr2f1	Nr2f1
Mboat4	Mboat4
Spag9	Spag9
Gm27470	RF02113
Gm3238	
Astn2	Astn2
Acnat1	
Synpo2	Synpo2
Bloc1s1	
Il6st	Il6st
Tex2	
Ik	Ik
Eomes	Eomes
Riox1	Riox1
Map1s	Map1s
Gm23547	RF01294
Gm25816	RF00108
Naa50	
Slc7a8	Slc7a8
Ehd4	Ehd4
Adck5	Adck5
Dgcr8	
Lnx1	Lnx1
Gm10318	
Stat3	Stat3
Gm24760	RF00108
Gm27383	RF02042
Gm7138	
AF357425	RF00181
Ccdc103	Ccdc103
Apol7e	
Apol7a	
Gm24264	RF00108
Filip1	
Txn2	
Cmc1	
Snora41	RF00403
Ms4a6b	
Olfr484	
Rai1	Rai1
Atf7ip	
Ngdn	Ngdn
Tjp2	Tjp2
Nme6	Nme6
Gm25210	RF00108
Wdr19	Wdr19
Ubap2	Ubap2
Gm25856	RF00181
Taar8a	
Atf2	Atf2
Snord69	RF00574
Snord116l16	RF00108
Il13ra2	Il13ra2
Serpina12	Serpina12
Aoc1	Aoc1
Gm22394	RF00285
Rnf151	Rnf151
Zc3h13	Zc3h13
Pfdn6	Pfdn6
Gm22131	RF00108
Dcdc2c	
Dusp28	Dusp28
H13	H13
Olfr483	
Olfr514	Olfr514
Hist1h3d	
Shc4	Shc4
Acvr1	Acvr1
Selplg	Selplg
2510009E07Rik	2510009E07Rik
Ift81	Ift81
Otop2	Otop2
Dock10	Dock10
Cdc34	
Ppp1r18	Ppp1r18
Lhx4	Lhx4
Tmed11	Tmed11
Tmem199	Tmem199
Efna1	Efna1
Kif22	Kif22
Mfsd4b5	
Sash3	Sash3
Klhdc2	Klhdc2
Vps39	Vps39
Acnat2	
Txndc9	Txndc9
Bcl2a1a	
Tpgs1	Tpgs1
Brd1	Brd1
Akap2	
Gdf5	Gdf5
Il13ra1	Il13ra1
Gsta2	
Gm27454	RF02141
Lsm2	Lsm2
Olfr138	
Gm20695	
Dpep2	
Mc3r	Mc3r
Rnf138	Rnf138
Emc9	Emc9
Snord116l8	RF00108
Ccl20	Ccl20
Mfsd2a	Mfsd2a
Gnai2	
Chat	Chat
Ddx50	Ddx50
Psmb6	Psmb6
Gab3	Gab3
Csprs	Csprs
Gm23584	RF00402
Lin7c	Lin7c
Dnajc17	Dnajc17
Gm24609	RF00108
Nkx6-1	Nkx6-1
Tmem117	Tmem117
Gm22584	RF00108
Gm36176	
Gpr162	Gpr162
Tomm20	Tomm20
Zfp580	Zfp580
Gm4952	Gm4952
Pnrc2	Pnrc2
Olfr482	
Defb21	
Gm22680	RF00088
Lrrc10	Lrrc10
Flt3l	Flt3l
Enho	Enho
Midn	Midn
Fktn	Fktn
Lamb3	Lamb3
Stox2	Stox2
Snord116l4	RF00108
B3gnt3	B3gnt3
Pcgf6	Pcgf6
Pum1	Pum1
Gm26502	RF00108
Olfr1330	
Gm27861	RF01976
Ppp1r2	
Pcdh18	Pcdh18
Rarb	Rarb
Olfr492	
Pecr	Pecr
Gpr27	Gpr27
Gm24083	
Zfp612	Zfp612
Peg10	
Flot2	Flot2
En1	En1
Calhm3	Calhm3
Gm27675	RF02151
Gm23862	RF00108
Rack1	Rack1
Gm49486	
Mapk3	Mapk3
Myf5	Myf5
Gm7137	
Fscn1	Fscn1
Dad1	Dad1
Glt8d2	Glt8d2
Snora5c	RF00392
Gm22812	RF00108
Apex1	
Lpin3	Lpin3
Olfr316	
Fstl3	Fstl3
Gm27505	RF01956
Bcorl1	Bcorl1
Scn9a	Scn9a
Arhgap15	Arhgap15
Dmkn	Dmkn
Snord116l14	RF00108
Selenom	Selenom
Gm8994	
Gm45234	
Snora21	RF00412
Gm24455	RF00425
Slc34a3	Slc34a3
Bpifb6	Bpifb6
Lats1	Lats1
Taar8b	
Bnip3	Bnip3
Snord19	RF00569
Tmem216	Tmem216
Gm3250	
Hnrnpm	Hnrnpm
C1galt1c1	C1galt1c1
Olfr1333	
B3galt5	B3galt5
Fam57a	Fam57a
Secisbp2	Secisbp2
Snord80	RF00591
Syce3	Syce3
Mob3a	Mob3a
Sgcz	Sgcz
Snord85	RF00188
Acsm1	Acsm1
Tmem185b	Tmem185b
Mtch2	Mtch2
Pfkp	
Twf1	Twf1
Rspo4	Rspo4
Dhrs7b	Dhrs7b
Tnni3k	Tnni3k
Knstrn	Knstrn
Gm27502	RF02251
Eps15	Eps15
Tram2	Tram2
Ptpn12	
Slco1c1	Slco1c1
Gm23767	RF00108
Clps	Clps
Olfr1329	
Klf6	Klf6
Pnpla8	Pnpla8
Gm22981	RF00181
Olfr506	
Dennd1a	
Hist1h3i	Hist1h3i
Gm23089	RF00108
Atn1	
Bcl2a1c	
Snord87	RF00439
Fam71e1	Fam71e1
Add3	Add3
Plekhg1	Plekhg1
Gm3435	
Txk	Txk
Gm25894	RF00087
Gpr176	Gpr176
Paqr5	Paqr5
Lsm1	Lsm1
Snord116l15	RF00108
Gm27753	RF01967
Ap4b1	
Slc9a4	Slc9a4
Nampt	Nampt
Gm23514	RF00420
Obsl1	Obsl1
Camk1g	Camk1g
Zfp330	Zfp330
Gm24711	RF00108
Glmn	
Rad51ap2	
Snora23	RF00319
Rbm12b2	
Bicdl2	Bicdl2
Crispld1	Crispld1
Gm22373	RF00108
Il17a	Il17a
Apba2	Apba2
Vcl	Vcl
Slc43a2	
Pgm2	Pgm2
5730409E04Rik	5730409E04Rik
Efcab3	Efcab3
Wdr60	Wdr60
Gm25821	RF00412
Mapk1ip1	
Gm26032	RF00108
Rab3gap2	Rab3gap2
Actr8	Actr8
Tbpl1	Tbpl1
Asic4	Asic4
Snora61	RF00420
Gm22631	RF00108
Mtap	
Arhgef5	Arhgef5
Gm23787	RF00181
Ccdc69	Ccdc69
Matn1	Matn1
Snord116l6	RF00108
Snord116l11	RF00108
Nfxl1	Nfxl1
Def6	Def6
Tomm40	Tomm40
Gm27905	RF01888
Gm27308	RF02205
Ube2g2	Ube2g2
Prr3	Prr3
Sephs1	Sephs1
Usf2	Usf2
Inhbb	Inhbb
Gm24564	RF00181
Nos1	Nos1
Snord116l5	RF00108
Gm27395	RF01946
Gm24067	RF00584
Olfr204	
Tmem254c	
Epn2	Epn2
Taf1a	Taf1a
Olfr507	
Tlk1	
Tgm5	Tgm5
Spire2	Spire2
Ffar3	Ffar3
Tbata	Tbata
Snord116l2	RF00108
Gm25597	RF00108
Pde8b	Pde8b
Slit2	Slit2
Xkr7	Xkr7
Nudt8	
Mir374c	Mir374c
Coro6	Coro6
Defb30	Defb30
Apol7b	
Cyp4f16	
Polr1e	Polr1e
Gm27572	RF02160
Tal2	Tal2
Gm26330	RF00218
Gm22489	RF00612
Mir132	Mir132
Olfr1310	
Serpine2	Serpine2
Adamts10	Adamts10
Arl13b	Arl13b
Lipm	Lipm
Gm27608	RF01969
Gpr157	Gpr157
Snord116l17	RF00108
Emc6	Emc6
Gfi1b	Gfi1b
Gm28006	RF01955
Cox8c	Cox8c
Ermard	
Mreg	Mreg
Gxylt2	Gxylt2
Gsk3b	Gsk3b
Gm45521	Gm45521
Gm23047	RF00108
Tox3	Tox3
Lrch4	
Gm9507	
Neurod6	Neurod6
Gm23313	RF00108
Fmnl3	Fmnl3
Cldn15	Cldn15
Egr4	Egr4
Mast1	Mast1
Rbm47	Rbm47
Tmem74b	Tmem74b
Btbd18	Btbd18
Pphln1	
Syt9	Syt9
Clcn5	Clcn5
Mest	Mest
Gm27419	RF01964
Olfr510	
Ddah2	Ddah2
Gm24153	RF00108
Col8a1	Col8a1
Usf1	Usf1
Gm24091	RF00188
Kyat3	
Impa1	
Mfap3l	Mfap3l
Col2a1	Col2a1
Krtap10-10	
Rbm46	Rbm46
Cltb	Cltb
Dennd3	Dennd3
Olfm1	Olfm1
Wdr64	Wdr64
Usp51	Usp51
Psmb2	Psmb2
Fads1	Fads1
Aste1	Aste1
Frmd3	Frmd3
Smim15	
Fgf15	Fgf15
Pycr2	Pycr2
Gm23141	RF00108
Gm23474	RF00181
Eif4a3	
Pnpla7	
Nrk	
Snord12	RF00581
Lrrk1	Lrrk1
Olfr205	
Vldlr	Vldlr
Gm49405	
Abhd14b	Abhd14b
Olfr498	
Cd101	Cd101
Txndc15	Txndc15
Kdm6b	Kdm6b
Rtl3	Rtl3
Hist1h2ak	
Ube3b	Ube3b
Hebp2	Hebp2
Olfr1461	
Smim18	Smim18
Cyp4f17	
1700080E11Rik	
Nme4	Nme4
Pcyt1a	Pcyt1a
Cdc34b	
Rbm12b1	
Lztr1	Lztr1
Gm25074	RF00108
Birc3	
Apol7c	
Nrm	Nrm
Ppp1r11	
Rtel1	Rtel1
Ctnna1	Ctnna1
Hist1h1c	Hist1h1c
Tut1	Tut1
Gchfr	Gchfr
Taar8c	
Lsamp	Lsamp
Irf8	Irf8
Zp3	Zp3
Gm22047	RF00108
Lgals12	Lgals12
Mbd6	Mbd6
Cxcr4	Cxcr4
Tbl3	Tbl3
Gm27624	RF01892
Cep112	Cep112
Bcl2a1d	
Mir34b	Mir34b
Tmem210	Tmem210
Mir138-2	Mir138-2
Tgfb1	Tgfb1
Nf1	Nf1
Gm27522	RF02149
Zbtb3	Zbtb3
Mir144	Mir144
Cfd	Cfd
Tedc1	Tedc1
Naa16	Naa16
Zfp646	Zfp646
Purg	Purg
Cacng2	Cacng2
Dlgap1	Dlgap1
Nron	RF00636
Cldn10	Cldn10
Hip1	Hip1
Olfr480	
Pde4c	Pde4c
Gfi1	
Tmprss3	Tmprss3
Erlec1	Erlec1
Eps15l1	Eps15l1
Gm27715	RF02210
Zc2hc1a	Zc2hc1a
Rasl10b	Rasl10b
Bin1	Bin1
Gatb	Gatb
Abtb1	Abtb1
Trib2	Trib2
Gm26457	RF00280
Olfr1369-ps1	
Fbxo40	Fbxo40
Rhbdl2	Rhbdl2
Snord21	RF00068
Gm22417	RF00108
Olfr263	
Abhd12	Abhd12
Recql5	Recql5
Gm27937	RF01883
Cox20	Cox20
Gm19668	
Tyw1	Tyw1
Fbln1	Fbln1
Ippk	Ippk
Snord107	RF01164
Pde4d	Pde4d
Olfr1463	
Ppat	Ppat
Hist1h2ae	
Cstf2t	Cstf2t
Bbs9	Bbs9
Rhot1	Rhot1
Brms1l	Brms1l
Gm26332	RF00108
Mllt11	Mllt11
Olfr486	
Mrpl45	Mrpl45
Casp9	Casp9
Gm26246	RF00108
Gm3233	
Slurp2	
Prpf6	Prpf6
Gsta1	
Pigu	Pigu
Chrm1	Chrm1
Zfp846	Zfp846
Gm24313	RF00392
Olfr487	
Rpusd1	Rpusd1
Polr2a	Polr2a
Doc2a	Doc2a
Lilrb4a	
Gnptab	
Snord116l7	RF00108
Olfr1452-ps1	
Rarg	Rarg
Mrps10	
Me2	
Rasgef1b	Rasgef1b
Plcxd2	Plcxd2
Morf4l1	Morf4l1
Bsg	Bsg
Tmem254a	
Olfr1197	
Gm25471	RF00108
Rnft2	Rnft2
Ell	Ell
Prrc2c	
Gm23347	RF00181
Abca1	Abca1
Snord116l10	RF00108
Gm26097	RF00108
Sh3gl2	Sh3gl2
Slc18a2	Slc18a2
Mir135a-2	Mir135a-2
Smarcd1	Smarcd1
Tanc1	Tanc1
Slamf7	Slamf7
Myo1c	Myo1c
Dnlz	Dnlz
Art5	Art5
Ecm1	Ecm1
Pick1	
Pip5k1b	Pip5k1b
Calm3	
Cyp4f13	
Gm22851	RF00108
Gabrd	Gabrd
C87436	C87436
Mrgprx1	Mrgprx1
Slc19a1	
Atad3a	Atad3a
Hmmr	Hmmr
Gm23265	RF00108
Gtf2h1	Gtf2h1
Hecw1	Hecw1
Mzb1	Mzb1
Gm23130	RF00186
Acbd4	Acbd4
Sfi1	Sfi1
Mir222	Mir222
Lilr4b	
Gm27492	RF02138
Gm23619	RF00108
Olfr502	
Isoc2b	Isoc2b
2610528J11Rik	2610528J11Rik
Arrdc1	Arrdc1
Slc6a4	Slc6a4
Srebf2	Srebf2
Gm23736	RF00181
Gm27315	RF01983
Xirp2	Xirp2
Mrps27	Mrps27
Unc79	Unc79
Etv3	
Gm3776	
Cd55b	
Ndst3	Ndst3
Art4	Art4
Cyp2j9	
Ears2	Ears2
Pias3	Pias3
Cdyl2	Cdyl2
Zp1	Zp1
Nt5c3	Nt5c3
Cdc20	Cdc20
Appbp2	Appbp2
Gm27545	RF02091
Dstyk	Dstyk
Ddit4l	Ddit4l
Gm27494	RF02215
Snord116l9	RF00108
Nrde2	Nrde2
Fhad1	Fhad1
Olfr494	
Gm26504	RF00108
Mocos	Mocos
Rragd	Rragd
Sept9	Sept9
Snord116l13	RF00108
Col4a6	Col4a6
Gm23953	RF00108
Krt23	Krt23
Mb	Mb
Sema3d	Sema3d
Gm26079	RF00562
Gm26201	RF00108
Mindy2	Mindy2
Pkib	Pkib
Mocs1	Mocs1
Vps26a	Vps26a
Mapkbp1	
Mgat5b	Mgat5b
Ctnnd2	Ctnnd2
Emc4	Emc4
Parp1	Parp1
Snord100	RF00609
Syt16	Syt16
Glis1	Glis1
Mir1251	Mir1251
Glb1	Glb1
Mir668	Mir668
Zfp395	Zfp395
Gm24051	RF00612
Tyro3	Tyro3
Gm22776	RF00108
Wdr66	
Dnajc22	Dnajc22
Kcnj5	Kcnj5
Olfr1328	
Gm27695	RF02139
Gm25157	RF00108
Tex264	Tex264
Nrarp	Nrarp
Gm23639	RF00396
Fabp7	Fabp7
Eif2b1	Eif2b1
Gm22728	RF00427
Gm9639	
Gm2696	
Olfr497	
Cryba4	Cryba4
Snora52	RF00419
Gclm	
Zfp882	Zfp882
Gm10639	
Kcnj3	Kcnj3
Thbs4	Thbs4
Cyp2j13	
Gm23795	RF00412
Rimbp2	Rimbp2
Ndufa12	Ndufa12
Olfr508	
Gm27457	RF02271
Arhgap20	Arhgap20
Ubfd1	Ubfd1
Btc	Btc
Myo3a	
Zfp667	
Arhgap31	Arhgap31
Gm43064	
Emid1	Emid1
Adamts7	
Acp1	
Apol9a	
Olfr495	
Mat2b	Mat2b
Ap3b2	Ap3b2
Sbno2	Sbno2
Zfp69	Zfp69
Ttc22	Ttc22
Gm25474	RF00108
