Gene name	Sheep gene name
Gm5678	ENSOARG00000013744
Gm5678	ENSOARG00000013700
Tmed6	ENSOARG00000003552
Smim10l1	SMIM10L1
Csmd1	CSMD1
Xkr4	ENSOARG00000014406
Trim30c	ENSOARG00000000896
Trim30c	ENSOARG00000018991
Trim30c	ENSOARG00000019033
Cbr3	CBR3
Mynn	MYNN
Aven	AVEN
Jph1	JPH1
Tmem56	ENSOARG00000017506
Terf2ip	ENSOARG00000017727
Terf2ip	ENSOARG00000007001
Ssh1	SSH1
Olfr1270	
Zdhhc18	ZDHHC18
Dusp10	DUSP10
Pcp2	PCP2
Rabepk	RABEPK
Ccdc153	CCDC153
Ghr	GHR
Fmnl2	FMNL2
Cachd1	CACHD1
4930524B15Rik	ENSOARG00000004325
Trappc3	TRAPPC3
Dapk2	DAPK2
Cdh10	CDH10
Kifc3	KIFC3
Ptprz1	PTPRZ1
Il18bp	IL18BP
Spaca3	SPACA3
Adcy3	ADCY3
Mien1	MIEN1
Gm2035	
Nsg2	ENSOARG00000004335
Nsg2	ENSOARG00000004330
Ryr3	RYR3
Mrpl57	MRPL57
Opn1mw	ENSOARG00000005698
H2-K1	ENSOARG00000001701
H2-K1	ENSOARG00000010572
H2-K1	ENSOARG00000009552
H2-K1	ENSOARG00000014493
H2-K1	ENSOARG00000015002
H2-K1	ENSOARG00000000482
H2-K1	ENSOARG00000014069
H2-K1	ENSOARG00000018075
H2-K1	ENSOARG00000002218
H2-K1	ENSOARG00000009042
H2-K1	ENSOARG00000001165
H2-K1	ENSOARG00000009395
H2-K1	ENSOARG00000002875
Erbb2	ERBB2
Msrb3	MSRB3
Arpc4	ARPC4
Col8a2	COL8A2
Fbxw2	FBXW2
Strn4	STRN4
Trav6d-7	ENSOARG00000002663
Trav6d-7	ENSOARG00000001017
Trav6d-7	ENSOARG00000019582
Trav6d-7	ENSOARG00000019546
Trav6d-7	ENSOARG00000019573
Prdm8	ENSOARG00000018972
Gpr4	
Edem3	EDEM3
Muc1	MUC1
Ptprd	PTPRD
Gtf2e2	GTF2E2
Lrrc25	LRRC25
Wee2	WEE2
Polrmt	POLRMT
Opa3	OPA3
Morc3	MORC3
Terf2	TERF2
Gdf15	GDF15
C920008G01Rik	ENSOARG00000002686
Zdhhc5	ZDHHC5
Sh3bp2	SH3BP2
Elac2	ELAC2
Grm8	ENSOARG00000001153
Grm8	ENSOARG00000001162
Ccnj	CCNJ
Trav13d-3	ENSOARG00000019521
Trav13d-3	ENSOARG00000009953
Trav13d-3	ENSOARG00000002089
Trav13d-3	ENSOARG00000012009
Trav13d-3	ENSOARG00000010060
Carmil1	CARMIL1
Tmem169	TMEM169
Eif4ebp3	
Oxtr	OXTR
Smim18	SMIM18
Pgpep1	PGPEP1
Tonsl	TONSL
Ankhd1	ENSOARG00000017846
Foxe1	FOXE1
Trav8d-2	ENSOARG00000000720
Acat2	ACAT2
Trim30a	ENSOARG00000000896
Trim30a	ENSOARG00000018991
Trim30a	ENSOARG00000019033
Mettl21c	METTL21C
Trav16d-dv11	TRAV19
Tnfaip1	TNFAIP1
Gpr155	GPR155
Gpc6	ENSOARG00000017192
Gpc6	ENSOARG00000000573
Cda	CDA
Ighv8-9	
Spc25	SPC25
1700029H14Rik	ENSOARG00000008646
Sh2d1b2	SH2D1B
Chic1	CHIC1
Krtcap2	KRTCAP2
Il9r	
Olfr419	OR10Z1
Trps1	TRPS1
Sh2d1b1	SH2D1B
Ppara	PPARA
Zhx2	ZHX2
Efna2	EFNA2
Mkl2	MKL2
Parp6	PARP6
Gpcpd1	GPCPD1
Traf7	TRAF7
Selenoh	
Fam43b	ENSOARG00000018642
Lgals12	LGALS12
Sf3b6	SF3B6
Samd14	SAMD14
Wdr20	WDR20
Trim46	TRIM46
Gbx2	GBX2
Naa20	NAA20
St8sia6	ST8SIA6
Vrk2	VRK2
Pias4	PIAS4
Ntf3	NTF3
Serpina1d	SERPINA1
Ctnnd1	CTNND1
Srgap2	ENSOARG00000005343
Serpina1b	SERPINA1
Fbxo7	FBXO7
Pde7a	PDE7A
Olfr1015	
Myo5a	MYO5A
Pde4d	PDE4D
BC053393	ENSOARG00000010828
BC053393	ENSOARG00000010727
BC053393	ENSOARG00000010604
BC053393	ENSOARG00000002992
BC053393	ENSOARG00000001686
Olfr1016	
Ipo11	IPO11
Pcx	PC
Zfp800	ZNF800
Sesn1	SESN1
Ddx1	DDX1
Olfr417	OR10X1
Map2k5	MAP2K5
Fancl	FANCL
Ptrhd1	PTRHD1
Asb18	ASB18
Hmg20b	HMG20B
Col6a1	COL6A1
Gphn	GPHN
Kcna5	
Sdhaf3	ENSOARG00000004581
Sdhaf3	ENSOARG00000004572
Kcna1	KCNA1
Gimap5	ENSOARG00000001645
Gimap5	ENSOARG00000001589
Gimap5	ENSOARG00000001288
Gimap5	ENSOARG00000001183
Gimap5	ENSOARG00000002765
Pspn	PSPN
Evc2	EVC2
Arhgap44	ARHGAP44
Rad18	RAD18
Fxyd4	FXYD4
Trav13d-4	ENSOARG00000019521
Trav13d-4	ENSOARG00000009953
Trav13d-4	ENSOARG00000002089
Trav13d-4	ENSOARG00000012009
Trav13d-4	ENSOARG00000010060
Tmem215	TMEM215
Gimap7	ENSOARG00000000070
Gimap7	ENSOARG00000001140
Gimap7	ENSOARG00000001465
Gimap7	ENSOARG00000000816
March4	MARCH4
Gimap6	GIMAP6
Naip2	NAIP
Nup43	NUP43
Mdk	MDK
Iqca	IQCA1
Trav14d-3-dv8	ENSOARG00000019558
Trav14d-3-dv8	ENSOARG00000002609
Trav14d-3-dv8	ENSOARG00000019562
Gimap4	ENSOARG00000001537
Gimap4	ENSOARG00000002143
Gimap4	ENSOARG00000001492
Gimap4	ENSOARG00000001437
Gimap4	ENSOARG00000001365
Gimap4	ENSOARG00000001318
Eif2ak4	EIF2AK4
Fkrp	
Slc25a41	SLC25A41
Trav7n-4	ENSOARG00000002686
Hnf4g	HNF4G
Khdc1a	
Trav6n-5	
Fgf5	FGF5
Pcmt1	PCMT1
Lrriq4	LRRIQ4
Trav10n	ENSOARG00000019580
Trav10n	ENSOARG00000019589
Ces1a	ENSOARG00000018268
Ces1a	ENSOARG00000018232
Gria2	GRIA2
Ankrd39	ANKRD39
Tbc1d25	TBC1D25
Mul1	ENSOARG00000009220
Bckdk	BCKDK
Snx27	SNX27
Smarcal1	SMARCAL1
Lrrc34	LRRC34
Vasp	VASP
Vgll1	VGLL1
Rab3gap1	RAB3GAP1
Katnb1	KATNB1
Rnase11	RNASE11
Ankrd23	ANKRD23
Mum1	MUM1
Eogt	EOGT
Gdap1	GDAP1
Olfr750	
Arid1b	ARID1B
Dclk1	
Gimap1	ENSOARG00000001412
Gimap1	ENSOARG00000001579
Pdhx	PDHX
Pias3	PIAS3
Fam103a1	FAM103A1
Umps	UMPS
Mtg1	ENSOARG00000018459
Ahr	ENSOARG00000009234
Gm42417	ANKRD23
Cenpw	CENPW
Frmpd2	FRMPD2
Pgam2	PGAM2
E2f6	E2F6
Chrm4	CHRM4
Lrfn4	
Gm37797	ENSOARG00000004408
Ndufa10	NDUFA10
4833420G17Rik	C5orf34
Olfr1019	OR5AR1
Ndufaf4	ENSOARG00000012056
Ndufaf4	ENSOARG00000002940
Lnpk	LNPK
Sprn	
Axl	AXL
Cul5	CUL5
Olfr1020	
Nhsl1	NHSL1
Camk2n1	
Podxl	ENSOARG00000001339
Podxl	ENSOARG00000006085
Trim30d	ENSOARG00000000896
Trim30d	ENSOARG00000018991
Trim30d	ENSOARG00000019033
Ighv1-63	
Hgf	HGF
B2m	B2M
Zdhhc20	ZDHHC20
Igkv16-104	ENSOARG00000020792
Ighv1-64	
Me3	ME3
Keap1	KEAP1
Olfr401	ENSOARG00000004152
Trim69	TRIM69
Clvs1	CLVS1
Rdh13	RDH13
Map7	MAP7
Bend5	BEND5
1700007G11Rik	ENSOARG00000019032
1700007G11Rik	ENSOARG00000019008
Atf1	ATF1
Eif2s3y	ENSOARG00000017033
Olfr402	ENSOARG00000004152
Crnkl1	CRNKL1
Lgalsl	ENSOARG00000020166
Patl2	PATL2
Arhgef39	ARHGEF39
Cadps	CADPS
Noct	NOCT
Mrpl39	MRPL39
Map3k20	MAP3K20
Cd151	
Dnajc21	DNAJC21
Maoa	MAOA
Agbl4	ENSOARG00000003993
Utp23	UTP23
Rhag	RHAG
Trav6n-6	ENSOARG00000002663
Trav6n-6	ENSOARG00000001017
Trav6n-6	ENSOARG00000019582
Trav6n-6	ENSOARG00000019546
Trav6n-6	ENSOARG00000019573
Kcna6	
Lpgat1	LPGAT1
Birc6	BIRC6
Igkv15-103	ENSOARG00000020792
Fgf3	ENSOARG00000017611
Pkd2	PKD2
Olfr1506	
Cfap61	CFAP61
Hacd1	HACD1
Cacng7	CACNG7
2410141K09Rik	
Recql	RECQL
Scube3	SCUBE3
Gdf5	GDF5
Gm2042	ENSOARG00000011511
Gm2042	ENSOARG00000011390
Gm2042	ENSOARG00000011178
Gm2042	ENSOARG00000011567
Gm2042	ENSOARG00000011153
Gm2042	ENSOARG00000011458
Gm2042	ENSOARG00000011487
Gm2042	ENSOARG00000003584
Gm2042	ENSOARG00000011209
Gm2042	ENSOARG00000011126
Gm2042	ENSOARG00000011338
Gm2042	ENSOARG00000011025
Gm2042	ENSOARG00000011576
Gm2042	ENSOARG00000003461
Gm2042	ENSOARG00000010975
Gm2042	ENSOARG00000011039
Gm2042	ENSOARG00000011419
Gm15557	
Dld	DLD
Rnf17	RNF17
Adprhl2	ADPRHL2
Slfn5	
Rbpms	ENSOARG00000010366
Cep95	CEP95
Fam171a1	FAM171A1
Gm28047	ENSOARG00000016413
Sox21	ENSOARG00000000906
Atf7	ENSOARG00000016413
Asic2	ENSOARG00000009795
Fbxo33	FBXO33
Pde10a	PDE10A
Mok	MOK
Arhgef2	ARHGEF2
Phlpp1	ENSOARG00000006168
Acsm4	ACSM4
Cenpq	CENPQ
Gtf3c3	GTF3C3
Cracr2b	ENSOARG00000005463
Unc45b	UNC45B
Ppfia3	PPFIA3
9930021J03Rik	KIAA2026
Tbc1d31	TBC1D31
Spata46	SPATA46
Masp2	MASP2
Galnt3	GALNT3
Nos1ap	ENSOARG00000010597
Cdc42ep4	CDC42EP4
Aldh1a1	ALDH1A1
Tmod4	TMOD4
Bicd1	BICD1
Pigv	PIGV
Trmo	TRMO
Zfp185	ZNF185
Slc31a2	SLC31A2
Rab21	RAB21
Aass	AASS
Kif13a	KIF13A
Rp1	
Cntnap4	CNTNAP4
Arrdc1	ARRDC1
Angel1	ANGEL1
Pyroxd1	PYROXD1
Tomm20	TOMM20
Fam163b	FAM163B
Cd40lg	CD40LG
Cyhr1	CYHR1
Eef2	EEF2
Ndst4	NDST4
Tardbp	ENSOARG00000010657
Tardbp	ENSOARG00000004268
Zfp488	
Samd9l	
Figla	FIGLA
Ces1b	ENSOARG00000018268
Ces1b	ENSOARG00000018232
Pou5f2	
Nudt17	NUDT17
Fam172a	FAM172A
Cnn1	CNN1
Cacng8	
Mrpl2	MRPL2
Bcl2l1	BCL2L1
Uevld	UEVLD
Vwa5b1	VWA5B1
Rab26	RAB26
Anxa8	ENSOARG00000000912
Hlx	ENSOARG00000013206
Gm6871	
Gm7694	
Ppm1n	PPM1N
Gprin1	GPRIN1
Polm	POLM
Serpinh1	SERPINH1
Fbxo4	FBXO4
Thumpd1	THUMPD1
Rcan3	RCAN3
2300009A05Rik	C15orf61
Khdc1c	
Myot	MYOT
Lrrc74a	LRRC74A
Herpud2	HERPUD2
Slc13a4	SLC13A4
Iqch	IQCH
Klhl3	KLHL3
Tekt2	TEKT2
Foxp4	FOXP4
Lrrc28	ENSOARG00000009881
Fblim1	ENSOARG00000008656
Fblim1	ENSOARG00000014192
Olfr142	
Malrd1	ENSOARG00000000049
Gsdmc	GSDMC
Rgs8	RGS8
Chaf1b	CHAF1B
Rasa3	RASA3
Ush1c	ENSOARG00000003142
Cul7	ENSOARG00000001877
Cul7	ENSOARG00000005094
Mthfd1l	MTHFD1L
Cldn6	CLDN6
Khdc1b	
Sema4f	SEMA4F
Aard	AARD
Mark3	MARK3
Chp2	CHP2
Olfr791	
Ncl	ENSOARG00000013710
Ncl	ENSOARG00000004072
Ncl	ENSOARG00000013270
Ncl	ENSOARG00000020709
Ces1c	ENSOARG00000018268
Ces1c	ENSOARG00000018232
Zik1	
Cdpf1	CDPF1
Maob	MAOB
Cldn9	CLDN9
Chfr	CHFR
Ak8	AK8
Mapre3	MAPRE3
Adarb2	ADARB2
Vmn1r77	ENSOARG00000011410
Vmn1r77	VN1R1
Slc30a8	ENSOARG00000010227
Npff	NPFF
Gm21987	ENSOARG00000001909
Gm21987	ENSOARG00000005172
Popdc2	POPDC2
Lin7b	LIN7B
Angptl3	ANGPTL3
Odc1	ODC1
Nudcd3	NUDCD3
Trmt11	TRMT11
Ces3a	CES3
Marc1	MARC1
Mdga1	MDGA1
Dpt	DPT
Osbpl7	OSBPL7
Cox17	ENSOARG00000001909
Cox17	ENSOARG00000005172
Trav7n-5	ENSOARG00000002686
Xcl1	ENSOARG00000009179
Xcl1	ENSOARG00000009100
2310022A10Rik	C19orf47
Dock7	DOCK7
C4bp	C4BPA
Sdk2	SDK2
Trpm1	TRPM1
Borcs6	
Pi15	PI15
Ebp	EBP
Polr1a	POLR1A
Lonrf2	LONRF2
Pdk2	PDK2
Zbtb8a	ZBTB8A
Aptx	APTX
Pkdcc	PKDCC
Lemd3	LEMD3
Hilpda	
Mrpl10	MRPL10
3110040N11Rik	ENSOARG00000006472
3110040N11Rik	ENSOARG00000013996
Aldh1a7	ALDH1A1
Lsm4	LSM4
1520401A03Rik	
Zbtb8os	ZBTB8OS
Dbh	ENSOARG00000003050
Rtn2	RTN2
Fam71f2	FAM71F2
Anapc10	ENSOARG00000015261
Anapc10	ENSOARG00000009933
Arf5	ARF5
Ssbp1	SSBP1
Btbd1	BTBD1
Olfr695	ENSOARG00000017331
Olfr695	ENSOARG00000017341
Slc25a25	SLC25A25
Fscn3	ENSOARG00000001904
Fscn3	ENSOARG00000002383
Rbm34	RBM34
Spry1	SPRY1
Pdzd3	PDZD3
Rapgef5	RAPGEF5
Arhgef6	ARHGEF6
Nme2	
Zmat3	ZMAT3
Gcc1	GCC1
Atg2a	ATG2A
Sept7	SEPT7
Ring1	RING1
Tmem267	TMEM267
Pnma5	
Lrrc31	LRRC31
Ube2k	UBE2K
Naip5	NAIP
Canx	CANX
Ranbp6	
Trav12n-1	ENSOARG00000002577
Trav12n-1	ENSOARG00000002549
Trav12n-1	ENSOARG00000016320
Trav12n-1	ENSOARG00000002589
Trav12n-1	ENSOARG00000000471
Gm20390	
Qdpr	QDPR
Ints9	INTS9
Nme1	ENSOARG00000003026
A930017K11Rik	ENSOARG00000012329
Gsdmc2	GSDMC
Zfp507	ZNF507
Gdpd5	GDPD5
Ccdc146	CCDC146
Tcf3	TCF3
Nap1l3	ENSOARG00000000843
Capn15	CAPN15
Pgap1	PGAP1
Sipa1l1	SIPA1L1
Hebp2	HEBP2
Fkbp1b	FKBP1B
Cldn34c1	CLDN34
Gng2	GNG2
Prkcb	PRKCB
Pcyox1l	PCYOX1L
Ppp1r16a	PPP1R16A
Olfr1022	ENSOARG00000008763
Olfr1022	ENSOARG00000017756
Stk32b	STK32B
Fam227a	FAM227A
Ext1	EXT1
Stpg1	STPG1
Ift20	IFT20
Gsap	GSAP
Cyb5b	CYB5B
Cyth1	CYTH1
Ncaph	NCAPH
Slc25a23	SLC25A23
Inha	INHA
Ppa2	PPA2
Fam177a	FAM177A1
Gsdmc3	GSDMC
Nipal3	NIPAL3
L2hgdh	L2HGDH
Prss16	PRSS16
Apip	APIP
Bmp3	BMP3
Cenpj	CENPJ
Crispld1	CRISPLD1
Olfr248	OR10X1
Etv6	ETV6
Tbc1d10a	ENSOARG00000006570
Peli1	PELI1
Nolc1	NOLC1
Vmn1r78	ENSOARG00000011410
Vmn1r78	VN1R1
Fam180a	FAM180A
4930432K21Rik	C19orf57
Ccl28	CCL28
Kcnq5	KCNQ5
Vmn1r79	ENSOARG00000011410
Vmn1r79	VN1R1
Marc2	MARC2
Crb3	CRB3
Stac3	STAC3
Gtf3c4	GTF3C4
Osbp2	OSBP2
Timd2	ENSOARG00000010828
Timd2	ENSOARG00000010727
Timd2	ENSOARG00000010604
Timd2	ENSOARG00000002992
Timd2	ENSOARG00000001686
Myo1b	MYO1B
Rce1	RCE1
Slc7a13	
Olfr1023	ENSOARG00000008763
Olfr1023	ENSOARG00000017756
Fam71f1	FAM71F1
Rnf220	ENSOARG00000000941
Cdh12	CDH12
Elf2	ELF2
Snapc2	ENSOARG00000003045
Snapc2	ENSOARG00000015093
Dmrta1	DMRTA1
Rps6kb1	RPS6KB1
Kdelc1	KDELC1
Afp	AFP
Pcbp3	PCBP3
Snrpa1	
Ndufa9	ENSOARG00000009435
Naif1	NAIF1
Jund	
Wdcp	WDCP
Itgbl1	ITGBL1
Olfr414	OR6P1
Rab39	RAB39A
Cytl1	CYTL1
Atp5s	ATP5S
Vmn1r80	ENSOARG00000011410
Vmn1r80	VN1R1
Rab13	RAB13
Il33	IL33
Zfand5	ZFAND5
Pold2	POLD2
Hrasls5	HRASLS5
Tmem107	TMEM107
Jam2	JAM2
Ppia	ENSOARG00000020989
Blnk	BLNK
Unc13d	UNC13D
Gm16486	KIAA1683
Wtap	ENSOARG00000004531
Wtap	ENSOARG00000015238
Sema4c	SEMA4C
Zfp961	ENSOARG00000012729
Zfp961	ENSOARG00000012799
Tbx19	TBX19
Babam2	BABAM2
Prkag2	ENSOARG00000004505
Hoxa1	HOXA1
Irf2bpl	IRF2BPL
Mon1b	MON1B
Ces1d	ENSOARG00000018268
Ces1d	ENSOARG00000018232
Adgrf4	ADGRF4
Auh	AUH
Pcsk6	PCSK6
Prss8	PRSS8
Syce1l	SYCE1L
Svbp	SVBP
Hemgn	HEMGN
Cby3	ENSOARG00000003328
Cyp4f18	ENSOARG00000002100
Aebp1	AEBP1
Rock2	ROCK2
Fgf4	ENSOARG00000017564
Clmp	CLMP
Kat8	KAT8
Ddx31	DDX31
Tex30	TEX30
Hepacam2	HEPACAM2
Gata2	ENSOARG00000004299
Hbs1l	ENSOARG00000005671
Hbs1l	ENSOARG00000014798
Smc4	SMC4
Kdr	KDR
Rhox12	ENSOARG00000011937
Ctxn1	ENSOARG00000016463
Olfr220	OR6Y1
Fam107a	FAM107A
Dcp2	DCP2
Rhox13	ENSOARG00000011937
Ndp	NDP
Bcl2	ENSOARG00000006262
Aldoa	ALDOA
Olfr697	ENSOARG00000017331
Olfr697	ENSOARG00000017341
Rnf121	RNF121
Fmn2	ENSOARG00000003172
Fgf15	ENSOARG00000017559
Alkbh5	ALKBH5
Olfr796	ENSOARG00000017990
Olfr796	ENSOARG00000017966
Tpx2	TPX2
Fgl2	FGL2
Rnft1	ENSOARG00000014672
Rnft1	ENSOARG00000020344
Smurf2	SMURF2
Cnpy2	ENSOARG00000009402
Olfr698	ENSOARG00000017331
Olfr698	ENSOARG00000017341
Pnma3	
Rpp21	RPP21
G6pc2	G6PC2
Tac1	TAC1
Terb2	
Nrde2	NRDE2
Jtb	JTB
Nanos3	NANOS3
Oxct1	OXCT1
Taok3	TAOK3
Herc1	HERC1
Krtdap	KRTDAP
Tnr	TNR
Vangl2	VANGL2
Hnrnpa0	HNRNPA0
Zfp352	
Timm44	TIMM44
Ufl1	UFL1
Efhc2	EFHC2
Fkbp15	FKBP15
Slc22a19	ENSOARG00000002059
Slc22a19	ENSOARG00000002252
Slc22a19	ENSOARG00000001920
Atp6v0d2	ATP6V0D2
Fam178b	FAM178B
Entpd5	ENTPD5
Extl3	EXTL3
Fnbp1l	FNBP1L
Fabp7	FABP7
Nek2	NEK2
Mettl25	METTL25
Map4k5	MAP4K5
Olfr657	
Tuft1	TUFT1
Ago3	AGO3
Tmem255a	TMEM255A
Eps8l1	EPS8L1
Olfml2b	OLFML2B
Ttc38	TTC38
Fezf1	FEZF1
Dnajb8	
Rps11	RPS11
Ccdc59	CCDC59
Anp32b	ENSOARG00000011154
Anp32b	ENSOARG00000007960
Anp32b	ENSOARG00000025172
Anp32b	ENSOARG00000004570
Olfr658	ENSOARG00000018944
Cacng6	CACNG6
Prkg2	PRKG2
Timmdc1	TIMMDC1
Porcn	PORCN
Gm960	ENSOARG00000008338
Vamp2	ENSOARG00000019003
Stam	STAM
Dao	DAO
Slc35f2	SLC35F2
Sox17	ENSOARG00000020176
R3hcc1	R3HCC1
Hhip	HHIP
Snrnp25	SNRNP25
Naip6	NAIP
Zbtb33	ZBTB33
Olfr403	ENSOARG00000004093
Olfr403	ENSOARG00000004080
Olfr403	ENSOARG00000004105
Gpr63	GPR63
Ddx60	
Tmem14c	ENSOARG00000002584
Olfr659	ENSOARG00000018944
Mcc	MCC
Cyp2s1	CYP2S1
Fhl5	FHL5
Gata3	GATA3
Plxdc2	PLXDC2
Alg14	ENSOARG00000017495
Idnk	IDNK
Fam57b	FAM57B
Fgf14	ENSOARG00000004918
Adgrf2	ADGRF2
Tmem62	TMEM62
Zfp951	
Olfr1028	OR5M11
Iba57	IBA57
Cldn14	CLDN14
Fam229b	FAM229B
M1ap	M1AP
Edaradd	EDARADD
S1pr5	
Pomgnt1	POMGNT1
Polr2h	POLR2H
Commd3	COMMD3
Ell2	ENSOARG00000017480
Olfr1029	OR5M11
Cdc45	CDC45
Tmem242	TMEM242
Trim39	TRIM39
Clcn2	CLCN2
Abcg3	ABCG2
Gbp2	ENSOARG00000001588
Gbp2	ENSOARG00000002372
Olfr485	OR5P2
Cipc	CIPC
Kmt5c	KMT5C
Tmem82	ENSOARG00000000105
Tmem82	ENSOARG00000008747
Olfr486	OR5P2
Nmur1	NMUR1
Micu2	MICU2
Rpusd3	RPUSD3
Ubxn10	UBXN10
Adgrf1	ADGRF1
Olfr487	OR5P2
Armc2	ARMC2
Parpbp	PARPBP
Ucp1	UCP1
Ldhal6b	LDHAL6B
Afap1l1	AFAP1L1
Slc26a3	SLC26A3
Nbas	NBAS
Pla2g2c	ENSOARG00000009381
Tex44	
Slc39a7	SLC39A7
Nfat5	NFAT5
Olfr488	OR5P2
Nmt2	NMT2
Calm1	CALM1
Sord	ENSOARG00000010054
Sord	ENSOARG00000021059
Dthd1	DTHD1
Ripply3	RIPPLY3
Sncb	SNCB
Add1	ADD1
Usp36	USP36
Rbks	RBKS
Pik3ca	PIK3CA
Tmem97	TMEM97
Artn	
Tlr3	TLR3
Olfr43	ENSOARG00000004093
Olfr43	ENSOARG00000004080
Olfr43	ENSOARG00000004105
Cd163l1	
Creb3l4	CREB3L4
Ttpa	TTPA
Samd7	SAMD7
E2f5	E2F5
Fam124b	FAM124B
Fcrl5	FCRL5
Pmch	PMCH
Mrpl33	
Zpld1	ZPLD1
Elavl2	ELAVL2
Agr3	AGR3
Nwd2	NWD2
Trav12n-2	ENSOARG00000002577
Trav12n-2	ENSOARG00000002549
Trav12n-2	ENSOARG00000016320
Trav12n-2	ENSOARG00000002589
Trav12n-2	ENSOARG00000000471
Vmn1r70	ENSOARG00000011410
Vmn1r70	VN1R1
Ufd1	UFD1
Ighv8-11	
Samd12	SAMD12
Gjc2	GJC2
Npc1l1	NPC1L1
1810022K09Rik	ENSOARG00000013675
1810022K09Rik	ENSOARG00000003805
Rasgef1a	RASGEF1A
Tomm22	TOMM22
H2-Ke6	HSD17B8
Eri2	ERI2
Mtpn	MTPN
Stk11ip	ENSOARG00000020248
Stk11ip	ENSOARG00000002321
Grip2	GRIP2
Kdsr	KDSR
Pla2g2f	PLA2G2F
Mak	MAK
Gm29427	PFKFB2
Tas2r137	TAS2R3
Zcchc13	ZCCHC13
Mylk2	MYLK2
Tas2r108	TAS2R4
Pyurf	ENSOARG00000014367
Pyurf	ENSOARG00000000388
Pfkfb2	PFKFB2
Ccdc89	CCDC89
Pla2g2d	PLA2G2D
Vmn1r81	ENSOARG00000011410
Vmn1r81	VN1R1
Casp4	CASP4
Fam131a	FAM131A
Gm9999	
Chst10	CHST10
Sav1	SAV1
Fam83a	FAM83A
Crebzf	ENSOARG00000005058
Cd28	CD28
Kmt2a	KMT2A
Arfgef3	ARFGEF3
Hpcal1	HPCAL1
Uhrf2	UHRF2
Rhbdf1	RHBDF1
Afm	AFM
Atl1	ATL1
Mybl1	MYBL1
Vmn1r82	ENSOARG00000011410
Vmn1r82	VN1R1
Polr2l	ENSOARG00000015719
Dnaja1	
Vmn1r83	ENSOARG00000011410
Vmn1r83	VN1R1
Dab2ip	DAB2IP
Dok1	DOK1
Olfr699	ENSOARG00000017331
Olfr699	ENSOARG00000017341
Uqcrfs1	ENSOARG00000004471
Uqcrfs1	ENSOARG00000019723
5830411N06Rik	
Vmn1r84	ENSOARG00000011410
Vmn1r84	VN1R1
Foxs1	FOXS1
Pigp	PIGP
Smpdl3a	SMPDL3A
Plxna4	PLXNA4
Cep164	CEP164
Ugt8a	UGT8
Rgs16	RGS16
Arid1a	ARID1A
Nlrp4b	
Zfhx4	ZFHX4
Abcb11	ABCB11
Lancl2	LANCL2
Cdkl1	CDKL1
Cdh18	CDH18
Usp30	USP30
Olfr1271	
AI314180	KIAA0368
Olfr700	ENSOARG00000017331
Olfr700	ENSOARG00000017341
Tbca	TBCA
Itpripl1	ITPRIPL1
Rexo5	REXO5
Ppm1g	PPM1G
Zfp551	ENSOARG00000003706
Sardh	SARDH
Adipor2	ADIPOR2
Olfr701	ENSOARG00000017331
Olfr701	ENSOARG00000017341
Rapsn	RAPSN
Flywch2	FLYWCH2
Tarm1	TARM1
Zfp523	ZNF76
Vopp1	VOPP1
Nfkbiz	NFKBIZ
Dnajc9	DNAJC9
Prss37	PRSS37
Poglut1	POGLUT1
Klhdc7b	KLHDC7B
Smu1	SMU1
Thrb	THRB
Rnf5	RNF5
Pex6	PEX6
Sec62	SEC62
Olfr1273-ps	
Alkbh2	ALKBH2
Olfr1272	
Kif7	KIF7
Etv3	ETV3
Slfn9	ENSOARG00000006790
Calu	CALU
Tmem19	TMEM19
Svop	SVOP
Ttc3	TTC3
Olfr802	OR6C1
Mfsd2b	MFSD2B
Ero1lb	ERO1B
Vps50	VPS50
Pax4	PAX4
Slc16a2	SLC16A2
Hoxa4	ENSOARG00000009789
Duox2	DUOX2
Tshz3	TSHZ3
4930480E11Rik	ENSOARG00000019009
Oit1	FAM3D
Acsm3	ACSM3
Trav12n-3	ENSOARG00000002577
Trav12n-3	ENSOARG00000002549
Trav12n-3	ENSOARG00000016320
Trav12n-3	ENSOARG00000002589
Trav12n-3	ENSOARG00000000471
Dpm3	DPM3
Hoxa6	HOXA6
Gabpa	
Eefsec	ENSOARG00000004600
Hoxa3	HOXA3
Brix1	BRIX1
Guk1	GUK1
Six6	SIX6
Pla2g2a	ENSOARG00000009502
Pla2g2a	ENSOARG00000003286
Pla2g2a	ENSOARG00000009488
Cep250	CEP250
Slc25a4	SLC25A4
Tmem214	TMEM214
Olfr804	OR6C6
Defb1	DEFB1
Slc25a34	SLC25A34
Parp4	PARP4
Hist1h2ah	ENSOARG00000005229
Adgrf5	ADGRF5
Gypa	
Olfr490	OR5P2
4930447C04Rik	C14orf39
Hint3	HINT3
Gm28308	HOXA2
Hoxa7	
Coro2a	ENSOARG00000011118
Coro2a	ENSOARG00000012037
Zbtb8b	ENSOARG00000020934
Agr2	AGR2
Havcr1	ENSOARG00000010828
Havcr1	ENSOARG00000010727
Havcr1	ENSOARG00000010604
Havcr1	ENSOARG00000002992
Havcr1	ENSOARG00000001686
Elmod2	ELMOD2
Pla2g5	PLA2G5
Eepd1	EEPD1
Arsj	ARSJ
Ticrr	TICRR
Slc2a2	SLC2A2
Slc30a1	SLC30A1
Hoxa5	ENSOARG00000009717
