Gene name	Chicken gene name
Idh3a	IDH3A
Idh3b	IDH3B
Idh3g	IDH3G
4933405O20Rik	IDH3G
Idnk	IDNK
Idua	IDUA
Ifi35	IFI35
Ifih1	IFIH1
Ifitm10	IFITM10
Ifitm5	IFITM5
Ifnar1	IFNAR1
Ifnar2	IFNAR2
Ifng	IFNG
Ifna13	IFNK
Ifna16	IFNK
Ifna2	IFNK
Ifnab	IFNK
Ifnz	IFNK
Gm13276	IFNK
Ifna7	IFNK
Ifna11	IFNK
Ifna6	IFNK
Ifna5	IFNK
Ifna4	IFNK
Ifna1	IFNK
Ifne	IFNK
Ifnb1	IFNK
Ifna9	IFNK
Ifna15	IFNK
Ifna14	IFNK
Ifna12	IFNK
Ifnl3	IFNL3
Ifnl2	IFNL3
Ifnlr1	IFNLR1
Ifrd1	IFRD1
Ift122	IFT122
Ift140	IFT140
Ift172	IFT172
Ift20	IFT20
Ift22	IFT22
Ift27	IFT27
Ift43	IFT43
Ift46	IFT46
Ift52	IFT52
Ift57	IFT57
Ift74	IFT74
Ift81	IFT81
Igdcc3	IGDCC3
Igf1r	IGF1R
Igf2	IGF2
Igf2bp1	IGF2BP1
Igf2bp2	IGF2BP2
Igf2bp3	IGF2BP3
Igf2r	IGF2R
Igfals	IGFALS
Igfbp1	IGFBP1
Igfbp2	IGFBP2
Igfbp3	IGFBP3
Igfbp4	IGFBP4
Igfbp5	IGFBP5
Igf1	IGF-I
Ighmbp2	IGHMBP2
Igsf10	IGSF10
Igsf11	IGSF11
Igsf3	IGSF3
Igsf6	IGSF6
Ihh	IHH
Ik	IK
Ikbip	IKBIP
Ikbkap	IKBKAP
Ikbkb	IKBKB
Ikbke	IKBKE
Ikzf1	IKZF1
Ikzf2	IKZF2
Ikzf3	IKZF3
Ikzf4	IKZF4
Ikzf5	IKZF5
Il10	IL10
Gm21970	IL10R2
Il10rb	IL10R2
Il11ra1	IL11RA
Gm13305	IL11RA
Il11ra2	IL11RA
Il11ra2	IL11RA
Il11ra2	IL11RA
Il12b	IL12B
Il12rb2	IL12RB2
Il13ra1	IL13RA1
Il13ra2	IL13RA2
Il15	IL15
Il16	IL16
Il17b	IL17B
Il17c	IL17C
Il17d	IL-17D
Il17ra	IL17RA
Il17rd	IL17RD
Il18	IL18
Il18r1	IL18R1
Il18rap	IL18RAP
Il1b	il-1beta
Il1r2	IL1R2
Il1rap	IL1RAP
Il1rapl1	IL1RAPL1
Il1rl1	IL1RL1
Il1f5	IL-1RN
Il1f10	IL-1RN
Il20ra	IL20RA
Il20rb	IL20RB
Il22	IL22
Iltifb	IL22
Gm20489	IL2RG
Il2rg	IL2RG
Il31ra	IL31RA
Il5ra	IL5RA
Il6	IL6
Il6ra	IL6R
Il6st	IL6ST
Il7r	IL7R
Ildr1	ILDR1
Ildr2	ILDR2
Ilf2	ILF2
Ilf3	ILF3
Ilk	ILK
Ilkap	ILKAP
Immp1l	IMMP1L
Immt	IMMT
Imp4	IMP4
Impa1	IMPA1
Impa2	IMPA2
Impact	IMPACT
Impad1	IMPAD1
Impg1	IMPG1
Impg2	IMPG2
Incenp	INCENP
Inf2	INF2
Ing1	ING1
Ing2	ING2
Ing3	ING3
Ing4	ING4
Ing5	ING5
Inhba	INHBA
Inhbb	INHBB
Inhbe	INHBE
Inip	INIP
Ino80	INO80
Ino80d	INO80D
Inpp4a	INPP4A
Inpp4b	INPP4B
Inpp5a	INPP5A
Inpp5b	INPP5B
Inpp5d	INPP5D
Inpp5e	INPP5E
Inpp5f	INPP5F
Inpp5k	INPP5K
Inppl1	INPPL1
Insc	INSC
Insig1	INSIG1
Insig2	INSIG2
Insr	INSR
Insrr	INSRR
Ints1	INTS1
Ints10	INTS10
Ints11	INTS11
Ints12	INTS12
Ints13	INTS13
Ints14	INTS14
Ints4	INTS4
Ints6	INTS6
Ints7	INTS7
Ints8	INTS8
Ints9	INTS9
Intu	INTU
Invs	INVS
Ip6k2	IP6K2
Ip6k3	IP6K3
Ipcef1	IPCEF1
Ipmk	IPMK
Ipo11	IPO11
Ipo13	IPO13
Ipo7	IPO7
Ipo8	IPO8
Ipo9	IPO9
Ipp	IPP
Iqca	IQCA1
Iqcb1	IQCB1
Iqce	IQCE
Iqcg	IQCG
Iqch	IQCH
Iqcj	IQCJ
Iqck	IQCK
Iqgap1	IQGAP1
Iqsec1	IQSEC1
Iqsec3	IQSEC3
Iqub	IQUB
Irak1bp1	IRAK1BP1
Irak2	IRAK2
Irak4	IRAK4
Ireb2	IREB2
Irf1	IRF1
Irf2	IRF2
Irf2bp2	IRF2BP2
Irf2bpl	IRF2BPL
Irf6	IRF6
Irf7	IRF7
Irf8	IRF8
Acod1	IRG1
Irs1	IRS1
Irs2	IRS2
Irx1	IRX1
Irx2	IRX2
Irx3	IRX3
Irx4	IRX4
Irx6	IRX6
Isca1	ISCA1
AK157302	ISCA1
Isca2	ISCA2
Isl1	ISL1
Ism1	ISM1
Ism2	ISM2
Isoc1	ISOC1
Ispd	ISPD
Ist1	IST1
Isx	ISX
Isyna1	ISYNA1
Itch	ITCH
Itfg1	ITFG1
Itfg2	ITFG2
Itga1	ITGA1
Itga11	ITGA11
Itga2	ITGA2
Itga3	ITGA3
Itga4	ITGA4
Itga6	ITGA6
Itga7	ITGA7
Itga8	ITGA8
Itga9	ITGA9
Itgav	ITGAV
Itgb1	ITGB1
Itgb1bp1	ITGB1BP1
Itgb1bp2	ITGB1BP2
Itgb2l	ITGB2
Itgb2	ITGB2
Itgb4	ITGB4
Itgb5	ITGB5
Itgb6	ITGB6
Itgb8	ITGB8
Itgbl1	ITGBL1
Itih2	ITIH2
Itih5	ITIH5
Itk	ITK
Itm2a	ITM2A
Itm2b	ITM2B
Itm2c	ITM2C
Itpa	ITPA
Itpk1	ITPK1
Itpka	ITPKA
Itpr1	ITPR1
Itpr3	ITPR3
Itpripl2	ITPRIPL2
Itsn1	ITSN1
Itsn2	ITSN2
Ivd	IVD
Iws1	IWS1
Iyd	IYD
Jade1	JADE1
Jade3	JADE3
Jag1	JAG1
Jag2	JAG2
Jak1	JAK1
Jak2	JAK2
Jak3	JAK3
Jakmip1	JAKMIP1
Jakmip2	JAKMIP2
Jam2	JAM2
Jam3	JAM3
Jarid2	JARID2
Jazf1	JAZF1
Jchain	JCHAIN
Jdp2	JDP2
4931417E11Rik	JKAMP
Jkamp	JKAMP
Jmjd1c	JMJD1C
Jmjd4	JMJD4
Jmjd6	JMJD6
Jmjd7	JMJD7
Jmjd8	JMJD8
Jmy	JMY
Josd1	JOSD1
Jph1	JPH1
Jph3	JPH3
Hn1	JPT1
Hn1l	JPT2
Jun	JUN
Jund	JUND
Jup	JUP
Kank1	KANK1
Kank4	KANK4
Kansl1	KANSL1
Kars	KARS
Csrp2bp	KAT14
Kat2a	KAT2A
Kat2b	KAT2B
Kat5	KAT5
Kat6a	KAT6A
Kat6b	KAT6B
Kat7	KAT7
Katna1	KATNA1
Katnal2	KATNAL2
Katnb1	KATNB1
Katnbl1	KATNBL1
Kazald1	KAZALD1
Kbtbd11	KBTBD11
Kbtbd12	KBTBD12
Kbtbd13	KBTBD13
Kbtbd2	KBTBD2
Kbtbd3	KBTBD3
Kbtbd4	KBTBD4
Kbtbd8	KBTBD8
Kcnip2	KCHIP2
Kcna1	KCNA1
Kcna10	KCNA10
Kcna2	KCNA2
Kcna3	KCNA3
Kcna4	KCNA4
Kcna7	KCNA7
Kcnab1	KCNAB1
Kcnab2	KCNAB2
Kcnb1	KCNB1
Kcnb2	KCNB2
Kcnc1	KCNC1
Kcnc2	KCNC2
Kcnd3	KCND3
Kcne2	KCNE2
Kcne3	KCNE3
Kcne4	KCNE4
Kcne1l	KCNE5
Kcnf1	KCNF1
Kcng1	KCNG1
Kcng2	KCNG2
Kcng3	KCNG3
Kcng4	KCNG4
Kcnh4	KCNH4
Kcnh6	KCNH6
Kcnh7	KCNH7
Kcnh8	KCNH8
Kcnip1	KCNIP1
Kcnip3	KCNIP3
Kcnip4	KCNIP4
Kcnj1	KCNJ1
Kcnj11	KCNJ11
Kcnj12	KCNJ12
Kcnj13	KCNJ13
Kcnj15	KCNJ15
Kcnj16	KCNJ16
Kcnj2	KCNJ2
Kcnj3	KCNJ3
Kcnj4	KCNJ4
Kcnj5	KCNJ5
Kcnj6	KCNJ6
Kcnj8	KCNJ8
Kcnk1	KCNK1
Kcnk10	KCNK10
Kcnk12	KCNK12
Kcnk13	KCNK13
Kcnk15	KCNK15
Kcnk16	KCNK16
Kcnk18	KCNK18
Kcnk2	KCNK2
Kcnk3	KCNK3
Kcnk5	KCNK5
Kcnk9	KCNK9
Kcnma1	kcnma1
Kcnmb1	KCNMB1
Kcnmb4	KCNMB4
Kcnn1	KCNN1
Kcnn2	KCNN2
Kcnn3	KCNN3
Kcnq2	KCNQ2
Kcnq3	KCNQ3
Kcnq4	KCNQ4
Kcnq5	KCNQ5
Kcnrg	KCNRG
Kcns1	KCNS1
Kcns2	KCNS2
Kcns3	KCNS3
Kcnt1	KCNT1
Kcnt2	KCNT2
Kcnu1	KCNU1
Kcnv2	KCNV2
Kctd1	KCTD1
Kctd10	KCTD10
Kctd12	KCTD12
Kctd14	KCTD14
Kctd15	KCTD15
Kctd16	KCTD16
Kctd18	KCTD18
Kctd19	KCTD19
Kctd2	KCTD2
Kctd20	KCTD20
Kctd21	KCTD21
Kctd3	KCTD3
Kctd4	KCTD4
Kctd5	KCTD5
Kctd6	KCTD6
Kctd7	KCTD7
Kctd8	KCTD8
Kctd9	KCTD9
Kdelc1	KDELC1
Kdelc2	KDELC2
Kdelr2	KDELR2
Kdelr3	KDELR3
Kdf1	KDF1
Kdm1a	KDM1A
Kdm1b	KDM1B
Kdm3a	KDM3A
Kdm3b	KDM3B
Kdm4c	KDM4C
Kdm5a	KDM5A
Kdm5b	KDM5B
Kdm8	KDM8
Kdr	KDR
Kdsr	KDSR
Keap1	KEAP1
Kera	KERA
Khdrbs1	KHDRBS1
Khdrbs2	KHDRBS2
Khdrbs3	KHDRBS3
4930523C07Rik	KIAA0040
2610507B11Rik	KIAA0100
D5Ertd579e	KIAA0232
D130043K22Rik	KIAA0319
AU040320	KIAA0319L
4931406P16Rik	KIAA0355
AI314180	KIAA0368
9330159F19Rik	KIAA0408
6430548M08Rik	KIAA0513
D430042O09Rik	KIAA0556
2700049A03Rik	KIAA0586
9530077C05Rik	KIAA0895
2810403A07Rik	KIAA0907
D930015E06Rik	KIAA0922
A730017C20Rik	KIAA1024L
Gm42669	KIAA1107
A830010M20Rik	KIAA1107
Btbd8	KIAA1107
1110059G10Rik	KIAA1143
E330009J07Rik	KIAA1147
4833439L19Rik	KIAA1191
C530008M17Rik	KIAA1211
2010300C02Rik	KIAA1211L
Etl4	KIAA1217
5330417C22Rik	KIAA1324
9330182L06Rik	KIAA1324L
AW554918	KIAA1328
6430573F11Rik	KIAA1456
9430020K01Rik	KIAA1462
2310035C23Rik	KIAA1468
C77080	KIAA1522
C330027C09Rik	KIAA1524
D630045J12Rik	KIAA1549
1810041L15Rik	KIAA1644
0610010F05Rik	KIAA1841
E130308A19Rik	KIAA1958
2510039O18Rik	KIAA2013
C77370	KIAA2022
9930021J03Rik	KIAA2026
Kif11	KIF11
Kif13a	KIF13A
Kif14	KIF14
Kif15	KIF15
Kif18a	KIF18A
Kif18b	KIF18B
Kif1a	KIF1A
Kif1b	KIF1B
Kif1bp	KIF1BP
Kif20a	KIF20A
Kif21a	KIF21A
Kif23	KIF23
Kif24	KIF24
Kif26a	KIF26A
Kif26b	KIF26B
Kif27	KIF27
Kif2a	KIF2A
Kif2c	KIF2C
Kif3a	KIF3A
Kif3b	KIF3B
Kif3c	KIF3C
Kif5b	KIF5B
Kif5c	KIF5C
Kif6	KIF6
Kif7	KIF7
Kif9	KIF9
Kifap3	KIFAP3
Kifc1	KIFC1
Kifc5b	KIFC1
Kifc3	KIFC3
Kin	KIN
Kirrel	KIRREL
Kirrel3	KIRREL3
Kit	KIT
Kitl	KITLG
Kiz	KIZ
Kl	KL
Klb	KLB
Klf10	KLF10
Klf11	KLF11
Klf12	KLF12
Klf15	KLF15
Klf2	KLF2
Klf3	KLF3
Klf4	KLF4
Klf5	KLF5
Klf6	KLF6
Klf7	KLF7
Klf9	KLF9
Klhdc1	KLHDC1
Klhdc10	KLHDC10
Klhdc2	KLHDC2
Klhdc3	KLHDC3
Klhdc4	KLHDC4
Klhdc8a	KLHDC8A
Klhdc8b	KLHDC8B
Klhl1	KLHL1
Klhl10	KLHL10
Klhl11	KLHL11
Klhl12	KLHL12
Klhl9	KLHL13
Klhl13	KLHL13
Klhl14	KLHL14
Klhl15	KLHL15
Plekhn1	KLHL17
Klhl18	KLHL18
Klhl2	KLHL2
Klhl20	KLHL20
Klhl21	KLHL21
Klhl22	KLHL22
Klhl23	KLHL23
Klhl25	KLHL25
Klhl26	KLHL26
Klhl28	KLHL28
Klhl29	KLHL29
Klhl3	KLHL3
Klhl30	KLHL30
Klhl31	KLHL31
Klhl33	KLHL33
Klhl34	KLHL34
Klhl35	KLHL35
Klhl36	KLHL36
Klhl38	KLHL38
Klhl4	KLHL4
Klhl40	KLHL40
Klhl41	KLHL41
Klhl42	KLHL42
Klhl5	KLHL5
Klhl6	KLHL6
Klhl7	KLHL7
Klhl8	KLHL8
Kmo	KMO
Kmt2a	KMT2A
Kmt5a	KMT5A
Kng2	KNG1
Kng1	KNG1
Kntc1	KNTC1
Kpna1	KPNA1
Kpna2	KPNA2
Gm10184	KPNA2
Kpna3	KPNA3
Kpna4	KPNA4
Kpna6	KPNA6
Kpna7	KPNA7
Kpnb1	KPNB1
Kptn	KPTN
Kras	KRAS
Kremen1	KREMEN1
Krr1	KRR1
Krt12	KRT12
Krt19	KRT19
Krt20	KRT20
Krt80	KRT80
Krtcap2	KRTCAP2
Krtcap3	KRTCAP3
Ksr1	KSR1
Ksr2	KSR2
Ktn1	KTN1
Kxd1	KXD1
Ky	KY
Kyat3	KYAT3
L2hgdh	L2HGDH
L3hypdh	L3HYPDH
L3mbtl1	L3MBTL1
L3mbtl2	L3MBTL2
Lactb	LACTB
Lactb2	LACTB2
Lactbl1	LACTBL1
Lama1	LAMA1
Lama2	LAMA2
Lama4	LAMA4
Lamb1	LAMB1
Lamb2	LAMB2
Lamb3	LAMB3
Lamc1	LAMC1
Lamp1	LAMP1
Lamp2	LAMP2
Lamp5	LAMP5
Lamtor1	LAMTOR1
Lamtor2	LAMTOR2
Lamtor3	LAMTOR3
Lancl1	LANCL1
Lancl2	LANCL2
Lancl3	LANCL3
Lap3	LAP3
Laptm4b	LAPTM4B
Laptm5	LAPTM5
Large1	LARGE1
Large2	LARGE2
Larp1	LARP1
Larp1b	LARP1B
Larp4	LARP4
Larp4b	LARP4B
Larp6	LARP6
Larp7	LARP7
Gm12666	LARP7
Lars	LARS
Lars2	LARS2
Las1l	LAS1L
Lasp1	LASP1
Nebl	lasp-2
Lats1	LATS1
Lbh	LBH
Lbr	LBR
Lbx1	LBX1
Lbx2	Lbx3
Lca5	LCA5
Lca5l	LCA5L
Lcat	LCAT
Lck	LCK
Lclat1	LCLAT1
Lcmt1	LCMT1
Lcmt2	LCMT2
Gm340	LCOR
Lcorl	LCORL
Lcp1	LCP1
Lcp2	LCP2
Lct	LCT
Ldah	LDAH
Ldb1	LDB1
Ldb2	LDB2
Ldhb	LDHB
Ldhd	LDHD
Ldlrad1	LDLRAD1
Ldlrad3	LDLRAD3
Ldlrad4	LDLRAD4
Ldlrap1	LDLRAP1
Leap2	LEAP2
Lef1	Lef-1
Lefty2	LEFTY2
Lefty1	LEFTY2
Lemd2	LEMD2
Lemd3	LEMD3
Leo1	LEO1
Lepr	LEPR
Leprot	LEPROT
Leprotl1	LEPROTL1
Letm1	LETM1
Letm2	LETM2
Lfng	LFNG
Lgals2	LGALS2
Lgals3	LGALS3
Lgals8	LGALS8
Lgalsl	LGALSL
Gm5065	LGALSL
Lgi1	LGI1
Lgi2	LGI2
Lgi3	LGI3
Lgmn	LGMN
Lgr4	LGR4
Lgr5	LGR5
Lhfp	LHFP
Lhfpl2	LHFPL2
Lhfpl3	LHFPL3
Lhfpl4	LHFPL4
Lhfpl5	LHFPL5
Lhpp	LHPP
Lhx1	LHX1
Lhx2	LHX2
Lhx3	LHX3
Lhx4	LHX4
Lhx5	Lhx5
Lhx6	LHX6
Lhx8	LHX8
Lhx9	LHX9
Icosl	LICOS
Lif	LIF
Lifr	LIFR
Lig1	LIG1
Lig3	LIG3
Lig4	LIG4
Lima1	LIMA1
Limd2	LIMD2
Limk1	LIMK1
Limk2	LIMK2
Lims2	LIMS2
Lin28a	LIN28A
Lin28b	LIN28B
Lin52	LIN52
Lin54	LIN54
Lin7a	LIN7A
Lin7b	LIN7B
Lin7c	LIN7C
Lin9	LIN9
Gm27717	LINC00901
Lingo1	LINGO1
Lingo2	LINGO2
Lingo3	LINGO3
Lins1	LINS1
Lipc	LIPC
Lipg	LIPG
Liph	LIPH
Lipi	LIPI
Lipt1	LIPT1
Litaf	LITAF
Lix1	LIX1
Llgl1	LLGL1
Llgl2	LLGL2
Llph	LLPH
Lman1	LMAN1
Lman2	LMAN2
Lman2l	LMAN2L
Lmbr1	LMBR1
Lmbr1l	LMBR1L
Lmbrd1	LMBRD1
Lmbrd2	LMBRD2
Lmcd1	LMCD1
Lmf1	LMF1
Lmf2	LMF2
Lmln	LMLN
Lmnb1	LMNB1
Lmnb2	LMNB2
Lmo2	LMO2
Lmo3	LMO3
Lmo4	LMO4
Lmo7	LMO7
Lmod1	LMOD1
Lmod2	LMOD2
Lmod3	LMOD3
Lmtk2	LMTK2
Lmx1a	LMX1A
Lmx1b	LMX1B
Lnp1	LNP1
Lnpep	LNPEP
Lnpk	LNPK
Lnx1	LNX1
Lonp1	LONP1
Lonp2	LONP2
Lonrf2	LONRF2
Lonrf3	LONRF3
Lox	LOX
Loxl2	LOXL2
Loxl4	LOXL4
Lpar1	LPAR1
Lpar2	LPAR2
Lpar3	LPAR3
Lpar4	LPAR4
Lpar5	LPAR5
Lpar6	LPAR6
Lpcat1	LPCAT1
Lpcat2b	LPCAT2
Lpcat2	LPCAT2
Lpcat3	LPCAT3
Lpgat1	LPGAT1
Lpin1	Lpin1
Lpin2	Lpin2
Lpl	LPL
Lpp	LPP
Lrat	LRAT
Lrba	LRBA
Lrch1	LRCH1
Lrch2	LRCH2
Lrch3	LRCH3
Lrfn5	LRFN5
Lrg1	LRG1
Lrguk	LRGUK
Lrig1	LRIG1
Lrig2	LRIG2
Lrig3	LRIG3
Lrit1	LRIT1
Lrit2	LRIT2
Lrmp	LRMP
Lrp1	LRP1
Lrp11	LRP11
Lrp12	LRP12
Lrp1b	LRP1B
Lrp2	LRP2
Lrp2bp	LRP2BP
Lrp3	LRP3
Lrp4	LRP4
Lrp5	LRP5
Lrp6	LRP6
Lrp8	LRP8
Lrpap1	LRPAP1
Lrpprc	LRPPRC
Lrr1	LRR1
Lrrc1	LRRC1
Lrrc10	LRRC10
Lrrc14	LRRC14
Lrrc14b	LRRC14B
Lrrc15	LRRC15
Carmil1	LRRC16A
Lrrc17	LRRC17
Lrrc18	LRRC18
Lrrc19	LRRC19
Lrrc2	LRRC2
Lrrc20	LRRC20
Lrrc23	LRRC23
Lrrc28	LRRC28
Lrrc30	LRRC30
Lrrc31	LRRC31
Lrrc32	LRRC32
Lrrc34	LRRC34
Lrrc38	LRRC38
Lrrc39	LRRC39
Lrrc3b	LRRC3B
Lrrc3c	LRRC3C
Lrrc40	LRRC40
Lrrc41	LRRC41
Lrrc42	LRRC42
Lrrc45	LRRC45
Lrrc46	LRRC46
Lrrc49	LRRC49
Lrrc4c	LRRC4C
Lrrc52	LRRC52
Lrrc55	LRRC55
Lrrc57	LRRC57
Lrrc58	LRRC58
Lrrc59	LRRC59
Lrrc6	LRRC6
Lrrc7	LRRC7
Lrrc71	LRRC71
Lrrc73	LRRC73
Lrrc74a	LRRC74A
Lrrc74b	LRRC74B
Lrrc75a	LRRC75A
Lrrc75b	LRRC75B
Lrrc8a	LRRC8A
Gm28035	LRRC8A
Lrrc8b	LRRC8B
Lrrc8c	LRRC8C
Lrrc8d	LRRC8D
Lrrcc1	LRRCC1
Lrriq1	LRRIQ1
Lrriq4	LRRIQ4
Lrrk1	LRRK1
Lrrk2	LRRK2
Lrrn1	Lrrn1
Lrrn2	LRRN2
Lrrn3	LRRN3
Lrrn4	LRRN4
Lrrtm1	LRRTM1
Lrrtm2	LRRTM2
Lrrtm3	LRRTM3
Lrrtm4	LRRTM4
Lrsam1	LRSAM1
Lrtm1	LRTM1
Lrtm2	LRTM2
Tomt	LRTOMT
Lrwd1	LRWD1
Lsamp	LSAMP
Lsg1	LSG1
Lsm1	LSM1
Lsm10	LSM10
Lsm11	LSM11
Lsm12	LSM12
Lsm14a	LSM14A
Lsm14b	LSM14B
Lsm3	LSM3
Lsm4	LSM4
Lsm5	LSM5
Lsm6	LSM6
Lsm7	LSM7
Lsm8	LSM8
Lsmem1	LSMEM1
Lsp1	LSP1
Lss	LSS
Lta4h	LTA4H
Ltb4r2	LTB4R1
Ltbp1	LTBP1
Ltbp2	LTBP2
Ltn1	LTN1
Luc7l	LUC7L
Luc7l2	LUC7L2
Luc7l3	LUC7L3
Lum	LUM
Lurap1	LURAP1
Luzp1	LUZP1
Luzp2	LUZP2
Lvrn	LVRN
Lxn	LXN
Nr1h3	LXR
Ly86	LY86
Ly96	LY96
Lyar	LYAR
Lyn	LYN
Lypd1	LYPD1
Lypd2	LYPD2
Lypd6	LYPD6
Lypd6b	LYPD6B
Lypla1	LYPLA1
Lypla2	LYPLA2
Lyplal1	LYPLAL1
Lyrm1	LYRM1
Lyrm2	LYRM2
Lyrm4	LYRM4
Lyrm7	LYRM7
Lysmd2	LYSMD2
Lysmd3	LYSMD3
Lysmd4	LYSMD4
Lyst	LYST
Lyve1	LYVE1
9530003J23Rik	LYZ
Lyz2	LYZ
Lyz1	LYZ
Lzic	LZIC
Lzts1	LZTS1
Lzts2	LZTS2
Lzts3	LZTS3
M6pr	M6PR
Maats1	MAATS1
Mab21l1	MAB21L1
Mab21l3	MAB21L3
Macc1	MACC1
Macf1	MACF1
Mad1l1	MAD1L1
Mad2l1	MAD2L1
Mad2l1bp	MAD2L1BP
Mad2l2	MAD2L2
Madd	MADD
Smad2	MADH2
Maea	MAEA
Mael	MAEL
Maf	MAF
Maf1	MAF1
Mafa	MAFA
Mafb	MAFB
Mafg	MAFG
Mafk	MAFK
Mageb4	mage
Mageb2	mage
Gm5072	mage
Gm8914	mage
Gm14781	mage
Mageb5	mage
Mageb1	mage
Mageb18	mage
Mageb16	mage
4930550L24Rik	mage
Maged1	mage
4933402E13Rik	mage
3830417A13Rik	mage
Mageb3	mage
Nsmce3	mage
1700080O16Rik	mage
Tro	mage
Maged2	mage
Ndn	mage
Magel2	mage
Magee2	mage
Magee1	mage
Magea4	mage
Magea10	mage
Magea6	mage
Magea3	mage
Magea8	mage
Magea2	mage
Magea1	mage
Magea5	mage
1700020D05Rik	mage
Gm44	mage
Magi1	MAGI1
Magi3	MAGI3
Magt1	MAGT1
Mak	MAK
Mak16	MAK16
Mal	MAL
Mal2	MAL2
Malt1	MALT1
Mamdc2	MAMDC2
Maml1	MAML1
Maml2	MAML2
Maml3	MAML3
Mamld1	MAMLD1
Man1a	MAN1A1
Man1b1	MAN1B1
Man1c1	MAN1C1
Man2a1	MAN2A1
Man2a2	MAN2A2
Man2b2	MAN2B2
Manba	MANBA
Manea	MANEA
Maneal	MANEAL
Manf	MANF
Maoa	MAOA
Maob	MAOB
Map1lc3a	MAP1LC3A
Map1s	MAP1S
Map2k1	MAP2K1
Map2k3	MAP2K3
Map2k4	MAP2K4
Map2k5	MAP2K5
Map2k6	MAP2K6
Map3k1	MAP3K1
Map3k13	MAP3K13
Map3k14	MAP3K14
Map3k15	MAP3K15
Map3k19	MAP3K19
Map3k21	MAP3K21
Map3k3	MAP3K3
Map3k4	MAP3K4
Map3k5	MAP3K5
Map3k7	MAP3K7
Map3k7cl	MAP3K7CL
Map3k8	MAP3K8
Map3k9	MAP3K9
Map4k4	MAP4K4
Map4k5	MAP4K5
Map7	MAP7
Map7d1	MAP7D1
Map7d2	MAP7D2
Mapk1	MAPK1
Mapk10	MAPK10
Mapk11	MAPK11
Mapk12	MAPK12
Mapk13	MAPK13
Mapk15	MAPK15
Mapk1ip1	MAPK1IP1L
Mapk1ip1l	MAPK1IP1L
Mapk6	MAPK6
Mapk8	MAPK8
Mapk8ip2	MAPK8IP2
Mapk8ip3	MAPK8IP3
Mapk9	MAPK9
Mapkap1	MAPKAP1
Mapkapk2	MAPKAPK2
Mapkapk3	MAPKAPK3
Mapkapk5	MAPKAPK5
Gm42878	MAPKAPK5
Mapre1	MAPRE1
Mapre2	MAPRE2
Mapre3	MAPRE3
Mapt	MAPT
Marcks	MARCKS
Marcksl1	MARCKSL1
Marco	MARCO
Marf1	MARF1
Mark1	MARK1
Mark3	MARK3
Mars	MARS
Mars2	MARS2
Marveld1	MARVELD1
Marveld2	MARVELD2
Gm27702	mascRNA-menRNA
Masp1	MASP1
Masp2	MASP2
Mast2	MAST2
Mast4	MAST4
Mat1a	MAT1A
Mat2b	MAT2B
Matk	MATK
Matn1	MATN1
Matn3	MATN3
Matn4	MATN4
Mau2	MAU2
Max	MAX
Mb	MB
Mb21d2	MB21D2
Mbd3	MBD3
Mbd4	MBD4
Mbd5	MBD5
Mbip	MBIP
Mbl1	MBL2
Mbl2	MBL2
Mblac2	MBLAC2
Mbnl1	MBNL1
Mbnl2	MBNL2
Mbnl3	MBNL3
Mboat1	MBOAT1
Mboat2	MBOAT2
Mboat4	MBOAT4
Mbtd1	MBTD1
Mbtps1	MBTPS1
Mbtps2	MBTPS2
Mc2r	MC2R
Mc3r	MC3R
Mc4r	MC4R
Mc5r	MC5R
Mcam	MCAM
Mcat	MCAT
Mcc	MCC
Mccc1	MCCC1
Mcee	MCEE
Mcf2	MCF2
Mcf2l	MCF2L
Mchr1	MCHR1
Mcm10	MCM10
Mcm2	MCM2
Mcm3	MCM3
Mcm3ap	MCM3AP
Mcm5	MCM5
Mcm6	MCM6
Mcm8	MCM8
Mcm9	MCM9
Mcmbp	MCMBP
Mcmdc2	MCMDC2
Mcoln1	MCOLN1
Mcoln2	MCOLN2
Mcoln3	MCOLN3
Mcph1	MCPH1
Mcrs1	MCRS1
Mctp1	MCTP1
Mctp2	MCTP2
Mcts2	MCTS1
Mcts1	MCTS1
Mcu	MCU
Mcub	MCUB
Mcur1	MCUR1
Mdfic	MDFIC
Mdga1	MDGA1
Mdga2	MDGA2
Mdh1	MDH1
Mdh1b	MDH1B
Mdh2	MDH2
Mdk	MDK
Mdm1	MDM1
Mdm2	MDM2
Mdm4	MDM4
Me1	ME1
Me3	ME3
Mea1	MEA1
Meaf6	MEAF6
Mecom	MECOM
Mecr	MECR
Med1	MED1
Med10	MED10
Med12	MED12
Med12l	MED12L
Med13	MED13
Med13l	MED13L
Med14	MED14
Med16	MED16
Med18	MED18
Med19	MED19
Gm20517	MED20
Med20	MED20
Med21	MED21
Med22	MED22
Med23	MED23
Med24	MED24
Med27	MED27
Med28	MED28
Med30	MED30
Med31	MED31
Med4	MED4
Med6	MED6
Med7	MED7
Med9	MED9
Mef2a	MEF2A
Mef2c	MEF2C
Mef2d	MEF2D
Megf10	MEGF10
Megf11	MEGF11
Mei1	MEI1
Mei4	MEI4
Meig1	MEIG1
Meiob	MEIOB
Meis1	MEIS1
Meis2	Meis2a.1
Melk	MELK
Meltf	MELTF
Memo1	MEMO1
Meox1	MEOX1
Meox2	MEOX2
Mep1a	MEP1A
Mep1b	MEP1B
Mertk	MERTK
Mesdc1	MESDC1
